Date/Time,BATIMENT0000000240879546_PART0_F0_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879546_PART0_F1_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879546_PART0_F2_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879546_PART0_F3_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879546_PART0_F4_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879546_PART0_F5_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly) 
 01/02  03:00:00,3952039.7704802686,3024075.43185335,3006298.1094734743,3077742.5130640157,3340717.9428922134,6703959.764458172 
 01/02  04:00:00,4367761.706402092,3446563.1982361143,3425609.7582092863,3493586.8091625506,3757690.107916767,7188806.897652474 
 01/02  05:00:00,4787555.6431984445,3874673.189689993,3851153.238098017,3915865.299941087,4180767.130319774,7687691.734655248 
 01/02  06:00:00,5077610.882622036,4169848.805146039,4143000.2605263228,4204190.876811684,4470337.000485807,8071229.024453778 
 01/02  07:00:00,5115101.412086465,4213927.490381143,4184183.465046928,4241953.602331033,4507441.482036331,8127499.79064101 
 01/02  08:00:00,5256790.616676314,4361794.45698492,4329478.505656468,4384081.864620806,4648848.599287769,8307482.84652013 
 01/02  09:00:00,5550737.960468568,4663031.658401073,4629155.168277863,4681437.688125597,4947624.364872877,8684868.728990681 
 01/02  10:00:00,5667387.543456192,4805256.418504004,4777641.169125555,4832179.062049143,5097444.761398161,8712370.40952086 
 01/02  11:00:00,5163143.38387865,4392904.710577012,4400475.810737629,4474238.7163365,4728965.144897422,7558568.428928769 
 01/02  12:00:00,3936909.7270418983,3274363.5794312404,3323426.3201799453,3421175.298562882,3648932.982010232,5261970.611972047 
 01/02  13:00:00,2905324.4976938353,2298912.725657734,2373767.444222831,2485091.6139466227,2682048.6628116025,3400809.1472528554 
 01/02  14:00:00,3562486.963653928,2870143.8044924582,2911223.546646166,3000654.316309886,3201179.5311739556,4571764.843108622 
 01/02  15:00:00,4732640.5433673,3987761.6066334625,4010336.97603381,4089743.6714193933,4303461.045584692,6427518.708601091 
 01/02  16:00:00,5831347.904110826,5052848.671672642,5061537.909446214,5132680.445504541,5360497.457718943,8163473.034546074 
 01/02  17:00:00,6664446.226030909,5865669.8683482595,5864512.626665139,5929664.683686861,6171742.010041947,9568458.17171054 
 01/02  18:00:00,7934643.470859888,7117661.76934205,7108012.518379908,7169151.050155565,7439291.453300813,11773823.892782219 
 01/02  19:00:00,8792299.370382993,7979873.378629772,7969203.9753163615,8029488.213728445,8309989.73635136,12875689.626239356 
 01/02  20:00:00,9174551.141053155,8366301.093841653,8353741.674411269,8412312.146896131,8699789.569194464,13395888.909834903 
 01/02  21:00:00,9399218.326867651,8595867.229344165,8581711.737807713,8638689.788546655,8932062.059176221,13735722.626627779 
 01/02  22:00:00,9980249.847072378,9182190.318636099,9166786.284246858,9222448.578398384,9522097.883352999,14458142.909694223 
 01/02  23:00:00,10631803.302183673,9839427.241484515,9823053.83277155,9877630.04845227,10184203.145759258,15280068.610254426 
 01/02  24:00:00,11315107.585917762,10528886.820796223,10511784.320413414,10565546.46166095,10881808.465515498,16236872.830496948 
 01/03  01:00:00,12014388.767998513,11234752.37933516,11217175.044663727,11270392.28620616,11597896.995129481,17267838.772338584 
 01/03  02:00:00,12676806.09041942,11896136.02839351,11873564.974276844,11922993.909182418,12266258.231484298,18529632.867643576 
 01/03  03:00:00,13249935.454189152,12473932.87723472,12449609.440537468,12497648.341893027,12853737.969158873,19466827.598747086 
 01/03  04:00:00,13644633.102214128,12875678.921289273,12850925.029732574,12898395.018314468,13264662.607669534,20101666.46016268 
 01/03  05:00:00,13904698.561299708,13142756.544095593,13117720.64160607,13164687.29430894,13539775.001997884,20556369.955088582 
 01/03  06:00:00,14023546.615965333,13268376.077356579,13243127.259931816,13289589.632389793,13672278.15586413,20838485.73587632 
 01/03  07:00:00,14157190.795100883,13408485.827238457,13383156.66947297,13429224.38618074,13819285.99873302,21138052.117627006 
 01/03  08:00:00,14267439.771657208,13524523.573786959,13499178.72972493,13544949.474876264,13941152.100764398,21374566.641273905 
 01/03  09:00:00,14390016.306952525,13652455.05229538,13627145.099475566,13672689.942718834,14073970.34193005,21582102.8677171 
 01/03  10:00:00,14294146.61644547,13565286.03318314,13541915.96562969,13588414.710967325,13991480.705853023,21396677.134828474 
 01/03  11:00:00,13812796.602328133,13105039.76607177,13091931.508256413,13144605.876589797,13535663.380609332,20204502.948138937 
 01/03  12:00:00,12962420.556772167,12278406.259912232,12280481.189528655,12342575.499314431,12699951.53645151,17868945.573992386 
 01/03  13:00:00,11883779.797981512,11228175.81939638,11249048.82889304,11322900.21139035,11643407.033951264,15369762.40745241 
 01/03  14:00:00,10952488.923060814,10328205.89906968,10368426.751342725,10454503.180092223,10758247.141894942,13895468.212853312 
 01/03  15:00:00,10104201.043377409,9494056.107900526,9541654.817960124,9631802.919963995,9918110.152022675,12694874.023790535 
 01/03  16:00:00,9063426.278988078,8451880.275218548,8501273.341177737,8593231.546250787,8870267.084305419,11650287.782869916 
 01/03  17:00:00,9275570.50480771,8610696.834518235,8642876.575671041,8724652.354408994,9034480.551915029,13354815.041478423 
 01/03  18:00:00,12202354.898583373,11456614.064649085,11443495.564326301,11496481.886482138,11862938.940390956,18903401.97258921 
 01/03  19:00:00,13992480.866751917,13243752.905663408,13226675.10150552,13277752.863467162,13671533.191236991,21559447.087089714 
 01/03  20:00:00,14390929.789150398,13643698.564387063,13623853.715806965,13673403.479763998,14083653.62115498,22357288.788979545 
 01/03  21:00:00,15081630.2377228,14330187.571320029,14304765.557521038,14351038.979229083,14775088.521543138,23395337.893930607 
 01/03  22:00:00,15936755.388567299,15186485.215947617,15157466.55275182,15201720.864516366,15641928.21055898,24689402.656508487 
 01/03  23:00:00,16193438.974722575,15448564.469083717,15417660.11626039,15460675.117909074,15916226.536983188,25355507.268548705 
 01/03  24:00:00,17055210.83539702,16319337.8903457,16287842.453708012,16330651.63293008,16810496.746515278,26975226.415005054 
 01/04  01:00:00,18283002.678125504,17561770.21383679,17533193.298394743,17578300.892910533,18081165.477394544,28834140.9008365 
 01/04  02:00:00,19180594.892922014,18473956.312964395,18448676.831760637,18496206.631021254,19014835.472174004,30039378.338898733 
 01/04  03:00:00,19800965.356744952,19108667.426382143,19087158.472242016,19137154.0273975,19657784.363018434,30331829.67511878 
 01/04  04:00:00,20127794.089719385,19445186.444819428,19426004.336290777,19477153.42851473,19994550.30025478,30354264.821211897 
 01/04  05:00:00,20410288.906030998,19735828.184508912,19717451.244282685,19768926.30103072,20292880.376349278,30794616.550956234 
 01/04  06:00:00,20736914.9004995,20069072.55294849,20051145.278343428,20102808.445464563,20631678.532346774,31210771.110480417 
 01/04  07:00:00,21069623.46480103,20408906.766574893,20391537.437516227,20443392.442450367,20976449.301512875,31635981.680197347 
 01/04  08:00:00,21080232.900132347,20425956.801838305,20409226.786564324,20461270.60620311,20997549.2720786,31691003.8025549 
 01/04  09:00:00,21072186.9380722,20423146.87002761,20407146.221457675,20459454.89877547,20996276.90169183,31635195.56877055 
 01/04  10:00:00,20938626.075161327,20300947.857261334,20289791.239625312,20344999.300777726,20873253.952806022,30994475.8909211 
 01/04  11:00:00,19515111.136051934,18894613.690106474,18896770.51838036,18960182.232929606,19447622.172624696,27716773.858916935 
 01/04  12:00:00,17322080.59575613,16704860.734204087,16715977.086286256,16784139.89870826,17208488.95297294,23181636.496316627 
 01/04  13:00:00,14485752.687746193,13856347.266435355,13867084.77526078,13932239.250142314,14269946.699623058,17741248.175825197 
 01/04  14:00:00,12343016.580072269,11706402.454163633,11717356.609109264,11780820.598523624,12066454.6303143,14401196.090211663 
 01/04  15:00:00,10852235.079020027,10204193.635560974,10211995.87558261,10272007.557839645,10527653.956279432,12508229.81441645 
 01/04  16:00:00,9702304.671660544,9034466.744238157,9036346.458033402,9091716.933035882,9331613.423319923,11407129.207831716 
 01/04  17:00:00,9272369.684134107,8586788.846063415,8590105.824793797,8648732.23611746,8917125.06935233,12182603.58371178 
 01/04  18:00:00,11400596.29065971,10666674.800758706,10651698.246873664,10702494.05165543,11040444.950224437,16840308.70625858 
 01/04  19:00:00,12305334.22891814,11573308.410676068,11555790.288688285,11603163.790044595,11950560.149918996,18152556.15974415 
 01/04  20:00:00,12870590.317474985,12137729.145154364,12118957.575839931,12165903.853638964,12523848.98055793,19008188.160732757 
 01/04  21:00:00,12833854.255455263,12101414.564972954,12081578.696311885,12127921.620588722,12492456.05093877,19120696.629318763 
 01/04  22:00:00,12961958.111559736,12230140.312257988,12209425.424870582,12255328.457844486,12627532.289747424,19440379.641452767 
 01/04  23:00:00,12883839.335305702,12153571.25770554,12132142.860811595,12177653.076233158,12555504.345637528,19450721.395614356 
 01/04  24:00:00,12699998.942212505,11969888.305943575,11947508.651858019,11992387.879450608,12371982.305608068,19254469.20247375 
 01/05  01:00:00,13117114.271509564,12388836.498631315,12366132.589081746,12410911.821603224,12797659.533278355,19888195.13082033 
 01/05  02:00:00,13284217.517632898,12559551.470880963,12537069.155598782,12582059.4279489,12976314.870194724,20241559.093231503 
 01/05  03:00:00,13206498.385124633,12484233.372713597,12461781.875522448,12506766.06495074,12904885.424321536,20242110.904197607 
 01/05  04:00:00,13310436.474536803,12590919.649745798,12568718.66487765,12613917.873018788,13017316.237070287,20467301.733087227 
 01/05  05:00:00,13313327.450605854,12596149.587271951,12573927.114316393,12619133.617866188,13026258.978163458,20516668.723613936 
 01/05  06:00:00,13271856.925480302,12555967.977694469,12533539.428876286,12578581.9302856,12987197.951406023,20479788.497516327 
 01/05  07:00:00,13285689.581443727,12571655.612932222,12549310.118962515,12594390.13825149,13005261.913688188,20531075.590914965 
 01/05  08:00:00,13377610.911867838,12666349.40100311,12644516.264767116,12689946.942267459,13104274.101324864,20698492.719022356 
 01/05  09:00:00,13218148.009567501,12509312.930747151,12487806.16193566,12533405.27904501,12949088.641646454,20507374.227602724 
 01/05  10:00:00,12872816.740904482,12164919.996266562,12143453.555006236,12188871.02735174,12600252.072838904,19947925.858139616 
 01/05  11:00:00,12310202.805374326,11603494.008156357,11583096.640185984,11628746.456209807,12024774.817562388,18761076.942943886 
 01/05  12:00:00,11199598.107654454,10492915.626133364,10473853.906716205,10519580.9998812,10888383.470038338,16658071.463265192 
 01/05  13:00:00,10203496.003893679,9500439.328291716,9485326.854843182,9533317.699338371,9883974.614683898,15054709.33826496 
 01/05  14:00:00,9135271.864165641,8439334.718759943,8430904.593524083,8482759.639398947,8805181.24036039,13039671.320371388 
 01/05  15:00:00,8281831.092263835,7587970.4180229325,7583202.336811778,7637023.627222202,7944091.481061159,11845303.299314296 
 01/05  16:00:00,7844928.209208587,7145059.937402506,7139064.156944974,7191922.602623434,7498402.753325349,11649719.104824256 
 01/05  17:00:00,7523784.759057703,6825651.834086612,6821933.399077151,6876346.0882416535,7184861.065832468,11556458.624250354 
 01/05  18:00:00,8889600.141322764,8139667.068869567,8110620.161266253,8149526.582954497,8485416.641712256,14285114.9559706 
 01/05  19:00:00,9867759.611449681,9111911.305338873,9079287.125737345,9116312.852905586,9462736.362289736,15678410.145927668 
 01/05  20:00:00,10420259.569263328,9661601.909031868,9626956.444390392,9663059.199626101,10019767.966960019,16570485.52605648 
 01/05  21:00:00,10847417.855377525,10087876.886607891,10051880.324219951,10087414.264799388,10452724.344012838,17225322.012418628 
 01/05  22:00:00,10945513.422069138,10189072.691850653,10153556.492176749,10189519.713820642,10559017.094240766,17337910.922664125 
 01/05  23:00:00,10944413.136209702,10192361.251725897,10158459.605993183,10195527.122148288,10566105.342378953,17239401.611095987 
 01/05  24:00:00,10944576.392232597,10198794.899483372,10167760.646942351,10206689.918687513,10574376.41743037,16997750.86749084 
 01/06  01:00:00,10984623.766359348,10241819.612326568,10212409.901333923,10252373.721915098,10617094.836938959,16884128.099216543 
 01/06  02:00:00,11196600.9625552,10454884.708936188,10425746.912338011,10465937.075127881,10832037.176656,17152836.90213039 
 01/06  03:00:00,11469261.299290651,10728717.587927543,10699666.68973557,10739974.147740044,11108929.20441122,17518870.290025666 
 01/06  04:00:00,11569401.710654706,10826965.985730942,10796079.457998425,10835210.884183174,11209145.921265293,17848921.550825577 
 01/06  05:00:00,11602376.521879219,10862592.558872096,10832094.182393298,10871511.986313991,11248661.82391079,17915782.386448726 
 01/06  06:00:00,11704496.457928464,10968402.782880565,10939613.877419645,10980089.128679832,11355843.117370192,17930753.437820747 
 01/06  07:00:00,11623318.99660692,10889364.84745282,10860980.703201879,10901624.777445009,11278676.185063336,17875635.208344683 
 01/06  08:00:00,11670640.658893429,10938072.728678035,10910078.505167158,10950921.734115416,11329252.067103598,17971602.31500864 
 01/06  09:00:00,11636324.728512347,10905935.12616047,10878484.311376922,10919647.392968977,11299201.738075608,17936404.32287534 
 01/06  10:00:00,11521750.608960453,10796604.999262424,10771976.46265303,10814876.135590592,11189376.365682315,17559888.921172276 
 01/06  11:00:00,11002594.163932264,10291269.330092143,10275767.063037038,10324224.270978265,10672976.90771067,15950416.99432237 
 01/06  12:00:00,10153696.74599158,9456873.666826395,9452336.120734999,9507318.326255243,9814699.6906671,13580327.077772366 
 01/06  13:00:00,9463402.283167401,8785123.38137764,8793898.914250433,8857039.689309029,9127624.613633856,11714801.373374104 
 01/06  14:00:00,8735683.98467559,8066652.141069325,8082499.346436098,8149396.424606921,8386316.125429852,10162783.09504267 
 01/06  15:00:00,8315829.0393405575,7640005.953975332,7655182.849965822,7721125.957770541,7941135.658450789,9563761.01236916 
 01/06  16:00:00,8439159.809180917,7747243.367388065,7759102.975351207,7823342.169112067,8049953.523203416,10201444.466235084 
 01/06  17:00:00,8888880.48823899,8178066.610515598,8184069.072699359,8245581.694176795,8500136.810263522,11824091.489947438 
 01/06  18:00:00,10223464.332356479,9466276.815600092,9451433.891625006,9500201.706590833,9798685.404681496,14957666.461519618 
 01/06  19:00:00,11138568.805299424,10378590.176703822,10358200.0093423,10403833.151538426,10720735.936290817,16541710.63751142 
 01/06  20:00:00,12262411.358984962,11500409.362781357,11477009.280699316,11521334.912872015,11859650.735912796,18323850.172412407 
 01/06  21:00:00,13028587.818411844,12268037.339985596,12243159.978469022,12287008.667813178,12640869.4056613,19481013.62650924 
 01/06  22:00:00,13593887.598708158,12834872.488569563,12807315.173269128,12849778.282258343,13225799.497248376,20730778.464889895 
 01/06  23:00:00,14286826.376557002,13529855.269444179,13499941.888282452,13541309.166580927,13938313.847297648,22040903.33601939 
 01/06  24:00:00,14378977.530452508,13623080.372594716,13590172.700245723,13629761.517453697,14038608.40398433,22377765.22518254 
 01/07  01:00:00,13599132.78915843,12842423.935555821,12805880.854054099,12842999.990295824,13257698.471015912,21628693.551294427 
 01/07  02:00:00,13538535.605569676,12782536.297623677,12743871.726987438,12779647.94195249,13200824.42241402,21668822.034748893 
 01/07  03:00:00,13709662.477897998,12956820.501657862,12917101.413887035,12952292.763262251,13381663.2373417,21986547.126184594 
 01/07  04:00:00,13634444.171753779,12880585.625043144,12838357.776958145,12872032.451663792,13304274.10108293,21855867.43793682 
 01/07  05:00:00,13720623.292224642,12965565.597598657,12921331.584804311,12953889.576646145,13386541.782986607,21827669.795870937 
 01/07  06:00:00,13872700.609966315,13115169.061484016,13068401.677226912,13099455.011337802,13532754.081692357,21951743.713024728 
 01/07  07:00:00,13714779.12822389,12958551.23378501,12910887.855362814,12941385.160689242,13373956.237033866,21655897.565188546 
 01/07  08:00:00,13384047.89591628,12628989.989472572,12581397.683192546,12611877.398054741,13039387.256890668,21060019.426522944 
 01/07  09:00:00,13385013.39606291,12634638.848665005,12588903.462340884,12620531.792402271,13044651.314572789,20862916.76524815 
 01/07  10:00:00,12917191.655892037,12197307.859042408,12165723.427726712,12205849.882321658,12623079.065292291,19944963.53481478 
 01/07  11:00:00,10834726.56204713,10237189.289478391,10268163.887815025,10346638.688767545,10746356.566505931,16529289.137556849 
 01/07  12:00:00,8096152.1239930065,7616800.291429399,7715046.537547195,7835548.201544421,8193924.743364325,11808430.581990764 
 01/07  13:00:00,6038829.40667336,5632457.67663148,5775522.991760114,5925436.615213264,6248169.721059346,8348015.113329541 
 01/07  14:00:00,4120924.515333428,3840881.347967675,4054112.1470807386,4248027.983099252,4550952.097634975,5675126.74057422 
 01/07  15:00:00,2928951.252261299,2726448.8088770043,2974398.788751374,3191484.271782293,3488371.6532540973,4398646.161503432 
 01/07  16:00:00,3011025.9752564104,2774298.789129773,3009703.257744262,3219253.5122367325,3519147.12323148,4982123.74540435 
 01/07  17:00:00,4352919.3530661,3942579.806631812,4111655.9536420302,4279183.606635726,4581415.306344695,7149363.815976972 
 01/07  18:00:00,6730724.85253207,6040925.154431142,6090664.3049817495,6184718.610779423,6480683.420480786,10602860.843929626 
 01/07  19:00:00,7611738.625988424,6892560.611665521,6930321.950148586,7018285.6175259575,7327159.563617533,11879870.441206738 
 01/07  20:00:00,8043345.1300134985,7313491.339984368,7344630.748061498,7428586.2305554245,7742460.633515361,12398227.84768831 
 01/07  21:00:00,7890553.770457674,7140447.737031868,7159689.529885839,7235961.470899029,7549749.232318466,12334252.72362267 
 01/07  22:00:00,7660856.451388547,6885757.883079219,6890730.872172651,6958018.292603232,7273981.117487356,12266000.653998472 
 01/07  23:00:00,7721971.705496405,6934680.185737964,6930881.886395397,6992521.483370557,7309477.371101117,12374986.276745621 
 01/07  24:00:00,8087668.39606845,7301011.58069587,7294203.165598137,7353752.162483172,7673159.620754718,12760000.649330651 
 01/08  01:00:00,8072878.3834818285,7294589.719094648,7288020.396603035,7347176.807779813,7664358.71071427,12581172.99195302 
 01/08  02:00:00,7999469.826653335,7221329.987676142,7212551.182451542,7269915.355722205,7583752.18642695,12404311.744640892 
 01/08  03:00:00,8016993.207373305,7236336.562987831,7224004.366022939,7278840.730599463,7592217.648208846,12427964.79582623 
 01/08  04:00:00,8066689.986708618,7284638.210200071,7269024.370437596,7321422.9434003215,7633816.240526721,12476666.172419552 
 01/08  05:00:00,8219535.762360962,7436781.049843971,7418777.824869584,7469406.827338134,7781775.303916233,12656389.688883768 
 01/08  06:00:00,8556952.431246405,7769542.636083196,7746961.264180887,7794490.620564941,8109603.478082457,13156533.205876932 
 01/08  07:00:00,8962481.666452467,8175658.189318955,8151229.958679339,8197514.438963289,8516639.165514018,13682918.934369825 
 01/08  08:00:00,9127180.473971508,8345526.890835894,8321654.926836578,8368045.519832479,8687992.873194795,13850422.31592088 
 01/08  09:00:00,9296277.062901983,8520244.595111804,8497004.119047426,8543676.550291857,8866988.866703523,14108873.35982471 
 01/08  10:00:00,9601052.773928175,8837879.10785106,8818390.890653575,8867193.473952165,9193705.060583677,14453339.636187593 
 01/08  11:00:00,9102435.521354748,8371310.309057326,8365672.194158632,8422200.797103267,8735953.439552624,13316126.182344899 
 01/08  12:00:00,7964762.982658067,7285594.362492295,7306234.214674007,7378577.465941124,7667140.0642900355,11039634.634962624 
 01/08  13:00:00,7144753.957940023,6498395.89898403,6535785.3353668135,6617948.563365837,6889753.267672608,9643885.36507511 
 01/08  14:00:00,6544109.807188738,5939659.34726473,5998497.156204831,6093827.591543164,6351917.582742442,8569874.404500626 
 01/08  15:00:00,5902096.4175845,5310886.42086741,5378786.343895103,5480900.047903648,5715606.87743346,7301795.608924149 
 01/08  16:00:00,6581417.726140687,5909647.286520727,5945061.959628299,6026056.993156279,6272438.427789135,8886589.434156753 
 01/08  17:00:00,6376365.849771511,5727095.0436494285,5774379.85665639,5863016.228010438,6120106.080977985,9065185.280921763 
 01/08  18:00:00,7350874.080129126,6592954.1242158245,6588026.673018656,6643940.200877717,6913887.53836541,11099543.873448974 
 01/08  19:00:00,7627945.6257462595,6861289.751870506,6852012.781919766,6905518.181984261,7181311.241138039,11515966.368182898 
 01/08  20:00:00,8052865.146344667,7285073.625915868,7274189.598792012,7326754.850800935,7606647.35734221,12033052.900169726 
 01/08  21:00:00,8614425.823429175,7843390.3508515805,7829660.416953672,7880605.849892655,8167808.19293038,12813754.797514783 
 01/08  22:00:00,9025328.692172797,8243890.240446355,8223537.292417547,8270521.857500071,8567247.24696033,13572757.418594692 
 01/08  23:00:00,9342796.804540273,8552653.539371511,8526112.00920263,8569400.069046607,8875386.329934776,14200119.872981131 
 01/08  24:00:00,9728135.862364128,8937193.701214734,8908178.86865624,8950029.397232736,9263620.685881125,14772111.903354147 
 01/09  01:00:00,10022882.615457976,9223637.863449343,9188138.274372872,9226008.859988632,9550058.789488599,15444311.85251805 
 01/09  02:00:00,10489531.628705962,9683583.560393106,9641123.882285263,9674666.174848367,10016155.955480171,16554908.02756264 
 01/09  03:00:00,11921466.247508207,11121145.149376055,11077560.537405035,11110763.050295562,11475914.712899568,18728337.539029088 
 01/09  04:00:00,13287363.885306783,12495276.269780988,12451700.18398713,12485282.859439267,12872335.787626537,20733524.216234185 
 01/09  05:00:00,14396995.96855779,13610864.574210413,13565276.124172973,13597866.238959223,14011409.515976774,22697819.105405096 
 01/09  06:00:00,15847279.963587493,15071964.488970738,15026231.294821303,15059145.627047284,15503676.212062243,25133148.466471948 
 01/09  07:00:00,16975541.914739635,16213455.620093923,16169138.81467567,16203326.027922712,16673045.128318368,26954702.040101577 
 01/09  08:00:00,17402770.340918634,16652950.40801964,16610519.04768002,16646106.83486683,17129837.040494133,27557925.2249462 
 01/09  09:00:00,17498286.70694838,16760969.697126187,16721823.65440508,16759577.507985055,17241340.074559797,27167479.16627083 
 01/09  10:00:00,16963571.182315886,16254180.727352757,16228071.944562063,16273897.36045517,16741559.641928602,25646470.272078555 
 01/09  11:00:00,14989656.460802224,14345312.381085515,14355375.42352745,14423795.946555007,14862312.075653767,21973625.988686703 
 01/09  12:00:00,12345553.347461466,11753032.376475306,11799401.260161666,11892479.12751223,12280514.400442882,17083812.387265958 
 01/09  13:00:00,10280441.43233769,9711051.088387933,9780946.785114277,9888536.495662235,10218264.109682173,13064740.011968164 
 01/09  14:00:00,9536257.405348852,8986003.842583865,9062474.619876308,9174180.345623039,9488452.667600987,12083846.70547452 
 01/09  15:00:00,10249133.662519816,9702359.682557844,9782835.733904393,9905917.527249962,10231184.868414681,13457976.820216615 
 01/09  16:00:00,13656323.423591176,12970294.295413077,12986494.004076738,13058845.192838877,13453882.474881606,20333037.375384234 
 01/09  17:00:00,11773788.390996609,11225326.821254611,11317026.072219765,11438716.365127789,11832965.333170343,17443892.855649848 
 01/09  18:00:00,13585917.26992231,12861102.06401345,12858243.568561327,12923840.943215255,13333384.704785408,20919166.783552065 
 01/09  19:00:00,14369357.241521666,13639062.045689486,13628094.30065173,13684060.939609561,14106628.812707819,22277956.786930535 
 01/09  20:00:00,15055947.467539337,14325054.147357862,14309921.475076424,14363312.095001565,14798058.098657819,23320269.421185777 
 01/09  21:00:00,15724555.055119505,14996087.444465276,14977761.972332122,15029118.686356088,15477250.650443006,24370163.294230897 
 01/09  22:00:00,15868614.324592486,15146986.801521178,15127928.493263286,15178637.376832563,15636337.528058851,24722395.202318475 
 01/09  23:00:00,15910379.308177568,15189504.28408572,15168212.85071013,15217495.170722894,15676976.13390486,24625820.604361102 
 01/09  24:00:00,16266020.328995973,15540427.507885955,15514222.250840755,15560449.270574547,16020758.581355222,24975567.666762233 
 01/10  01:00:00,16600689.234203747,15874673.589389026,15845665.92977244,15890181.69578322,16353654.611636868,25328012.985165223 
 01/10  02:00:00,16855722.11340192,16131683.556313518,16100889.457355369,16144138.172027353,16609562.272942865,25627007.63364434 
