Date/Time,BATIMENT0000000240879419_PART0_F0_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879419_PART0_F1_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879419_PART0_F2_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879419_PART0_F3_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879419_PART0_F4_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879419_PART0_F5_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879419_PART0_F6_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879419_PART0_F7_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly) 
 01/20  22:00:00,3734170.613790448,3267446.527121835,3289926.4151367913,3339980.854515439,3387232.582850772,3449196.105693099,3796118.032422416,13373939.322598306 
 01/20  23:00:00,3665675.396359872,3196577.3057049476,3218182.6215432887,3268289.15293993,3316400.1970513617,3385253.4519080264,3754478.705954178,13278146.412605828 
 01/20  24:00:00,3663696.2668076493,3192949.1862423974,3213633.9420839893,3263256.9312656256,3311463.4755937653,3384726.5285399687,3771503.260885549,13263137.988557743 
 01/21  01:00:00,3770644.9403321343,3301544.971851358,3321782.115491725,3370603.295127904,3418231.7952686083,3493509.4797615753,3894645.1640026993,13418241.101683915 
 01/21  02:00:00,3720316.003024255,3252773.1841905527,3273200.390566087,3322388.331930481,3370711.2765658977,3450535.0629889285,3864333.728758133,13321204.305157593 
 01/21  03:00:00,3603785.2361373072,3133590.3990698503,3153931.5707806526,3203998.073277784,3253705.5879792604,3338893.1337535144,3763697.724488149,13157467.217220226 
 01/21  04:00:00,3625759.9839702616,3155017.461897911,3175848.6591210756,3227241.5817561643,3278779.062900791,3370251.0028703124,3811192.4789498784,13318205.593626697 
 01/21  05:00:00,3649659.2038929993,3179882.1446543727,3201327.3666055175,3253713.286645499,3306491.914566847,3402063.0968084345,3854196.900660387,13436361.840454523 
 01/21  06:00:00,3614659.4187787753,3143761.131395593,3163861.4626934594,3214523.8267280455,3265808.5850429493,3360166.814303837,3813921.2670870544,13226992.716752408 
 01/21  07:00:00,3577257.0480730925,3104480.5055656363,3121678.1991467588,3168068.1573535968,3215024.1080832947,3301847.010074405,3745480.2817886844,12817697.726996318 
 01/21  08:00:00,3575571.959117285,3102264.663398139,3117766.8439315553,3161417.007787335,3205506.8934125975,3287311.5876576123,3724121.2328487234,12593385.256152447 
 01/21  09:00:00,3589277.7175753377,3117008.0773561103,3132342.201963284,3175399.809435582,3218848.3679694077,3300212.866833685,3737505.2298410945,12594095.834343914 
 01/21  10:00:00,3524085.4385620058,3053799.310580622,3067452.9809730533,3106367.453108655,3145205.1470011706,3216945.664123267,3645736.9704647437,12467760.192306599 
 01/21  11:00:00,3258753.573651817,2793751.8506304435,2802186.4926463594,2827387.1115868334,2849819.437674466,2855134.3426824557,3192020.270290557,11636498.960355498 
 01/21  12:00:00,2878932.880068378,2430616.2656625537,2444064.0910575856,2465773.119523121,2456927.6473331535,2126441.7132373615,2246560.97048733,10228163.837835541 
 01/21  13:00:00,2586628.9526142,2157189.4040641375,2185003.3319615833,2215928.1227018903,2084765.800861754,1360003.0912600239,1357651.541520322,9024441.076603811 
 01/21  14:00:00,2403799.502450801,1985625.443873241,2025622.7475955514,2069895.3149958178,1977459.6310978602,1031571.0776265296,792686.392021821,8058957.338992581 
 01/21  15:00:00,2341734.9780130587,1919709.4552050063,1960195.3573876936,2007693.1189309699,2000664.2470322356,1258507.7925057835,598393.3630453676,7402716.739649255 
 01/21  16:00:00,2391454.4240117045,1952547.6579453927,1985174.4802296232,2027129.3752959836,2028790.3675422515,1703853.713906865,1028374.5283169635,7279891.074820443 
 01/21  17:00:00,2526615.003141104,2065059.0657688146,2085921.3376593417,2118974.1596545754,2120628.060704527,1958162.1372532384,1849942.9249207533,7993710.794028898 
 01/21  18:00:00,2757728.589052405,2273337.300767747,2287194.8478126405,2320491.80827976,2328169.214165001,2210942.5851210738,2351456.8847924247,9663563.463115755 
 01/21  19:00:00,2889694.1793175507,2400094.6188761443,2413653.715675291,2449793.7595758783,2464011.8174643945,2380580.0617272286,2569871.7526230775,10177067.728749882 
 01/21  20:00:00,3017526.5317695336,2527146.981605357,2540143.182587332,2576553.766124461,2593884.76417883,2533385.8447347796,2757487.178356347,10546348.998867996 
 01/21  21:00:00,3160682.831859702,2671085.877495958,2683941.0447935285,2720891.8167179027,2741242.860772193,2700970.7901889747,2957152.3587717605,10954258.474243768 
 01/21  22:00:00,3298775.4681217102,2810707.0797337876,2823363.2115594717,2860498.5912306737,2883187.9369989783,2859661.05495641,3143015.0628167195,11316133.229460439 
 01/21  23:00:00,3418994.3080111276,2932723.1545344284,2944963.315057316,2981929.6512578274,3006372.7167440373,2996629.1707680635,3302639.872340191,11604530.480213184 
 01/21  24:00:00,3495937.829841095,3011358.492935847,3023300.279228023,3060084.658871144,3085869.0226218584,3087439.4788037334,3411254.6863678936,11787666.839306764 
 01/22  01:00:00,3552912.8654376604,3069764.9157731375,3081378.7595287496,3118004.1941574593,3145089.819754207,3156841.3130809925,3496413.966485325,11927077.55051581 
 01/22  02:00:00,3617086.3704352262,3135697.4766237773,3147103.7392192073,3183610.403923613,3211853.6117072883,3232367.0643378925,3585826.995956116,12079390.336728033 
 01/22  03:00:00,3691274.5884141317,3212339.4393661087,3223911.7205843786,3260707.484296241,3290383.373624524,3319354.8352226065,3686610.0722855325,12276624.01221602 
 01/22  04:00:00,3740715.143019044,3263866.8310675407,3275466.2490273453,3312351.338651506,3343066.601582798,3378694.561545777,3756885.174066419,12401084.418976923 
 01/22  05:00:00,3775499.7768211938,3300013.43113649,3311375.6322987466,3347985.317371929,3379191.006407876,3419505.6056903973,3805002.1299285567,12467738.77619154 
 01/22  06:00:00,3809494.1261775354,3335628.5482249307,3346784.753761813,3383105.481049803,3414726.662254883,3459174.564216665,3851426.5086114407,12528729.343822964 
 01/22  07:00:00,3831012.451624498,3358549.1335896957,3369392.422668321,3405265.538050851,3437072.9992035935,3484804.1000133716,3882029.8119077333,12550763.123524552 
 01/22  08:00:00,3849183.3138971096,3378174.9215860656,3388257.365806453,3422916.823692207,3454115.941048316,3503299.0758419433,3902767.9961870816,12511858.550041758 
 01/22  09:00:00,3848613.192055083,3378998.8845598027,3388710.7332076933,3422606.5583810527,3453436.874894836,3503772.169076402,3904246.796099565,12482182.097818905 
 01/22  10:00:00,3806445.696733777,3340699.7402486512,3350311.8887263127,3382435.038865558,3411566.2626650417,3459222.5263427002,3858661.3984123818,12477702.048747195 
 01/22  11:00:00,3703955.8932082374,3247423.0403711437,3254548.3422602993,3277393.460694381,3295846.813459711,3309187.2483462095,3667408.3968220046,12195389.932974637 
 01/22  12:00:00,3510843.746537183,3067195.1651035105,3073396.29589228,3086939.2094051572,3087019.7464845777,2970780.2529262435,3235846.5452872673,11495756.333976286 
 01/22  13:00:00,3303874.6860934272,2865818.8260622825,2871133.2120692865,2877909.7536957627,2842201.8700311226,2638532.1427409844,2864384.57183427,10889136.043644752 
 01/22  14:00:00,3178231.689150797,2739760.872918871,2744580.7067663334,2749268.9193407786,2720186.317705821,2496979.94399019,2677002.310976534,10507827.464368219 
 01/22  15:00:00,3190100.360810084,2742201.4097689767,2744314.5106189623,2749013.2167028906,2738970.9332325347,2622189.318241861,2811856.0775636868,10538277.990519013 
 01/22  16:00:00,3132163.3414274077,2687056.1958705112,2693722.241272114,2704080.848317616,2700461.7256666967,2607332.0886228858,2610749.538349864,9936793.643380417 
 01/22  17:00:00,3186388.4684229363,2731915.5642187265,2740430.720087851,2758371.7957315575,2765393.8492501867,2738299.0430348907,2912952.3107200502,9995310.076234125 
 01/22  18:00:00,3331114.0508555956,2860790.4145775205,2867691.4513994656,2891625.5318049234,2907653.4636762207,2911220.16787141,3225745.1034862893,11013730.052293345 
 01/22  19:00:00,3367427.0610954855,2893232.4805328674,2901489.1594413277,2930078.4438159075,2952267.2928220425,2973800.957798883,3314033.762727772,11352921.51167721 
 01/22  20:00:00,3396139.012097234,2921046.703630199,2930531.1261711544,2961853.3080071383,2987722.728877858,3020271.0114444564,3377617.0369217205,11568847.470479168 
 01/22  21:00:00,3444433.6254102685,2969052.7321088337,2978944.665827942,3011473.8616784373,3039332.795039985,3078890.1181264324,3448041.940101878,11726425.985690325 
 01/22  22:00:00,3461763.2408834537,2986424.5975601855,2997071.6748969383,3031249.1949169883,3061466.0238417666,3108353.5722069056,3489061.715665906,11852183.55210147 
 01/22  23:00:00,3458062.691205862,2982316.752468081,2993699.0041956813,3029473.9231906165,3061879.662918663,3115187.0286774375,3505834.818957275,11933283.745337572 
 01/22  24:00:00,3480670.116953426,3004563.7831066037,3015836.404472259,3051778.223238156,3084903.158149625,3141518.252450672,3538116.2864988856,11968679.64875032 
 01/23  01:00:00,3524107.5412506224,3047990.240929923,3057937.538727224,3091942.6785630616,3123489.2886316692,3178311.477462324,3573624.867488902,11906684.967626143 
 01/23  02:00:00,3569981.84887244,3094080.0496630445,3102525.9820355386,3134234.648178489,3163709.2867636457,3215443.9749912824,3606682.2056306587,11832929.531973597 
 01/23  03:00:00,3586749.5400030385,3111324.5916605946,3119270.2368878736,3150238.7877494395,3179179.2637167517,3230747.2248252835,3621604.643232825,11806891.662467688 
 01/23  04:00:00,3599556.766177306,3124399.2358685094,3132771.6229810175,3164624.3343591657,3194780.0879157707,3249925.050865774,3645443.1253080387,11884142.81925948 
 01/23  05:00:00,3629952.708105095,3155798.405661612,3165509.67681114,3199700.3497236525,3232576.382463793,3294313.4940563287,3700225.3807308637,12099209.55009665 
 01/23  06:00:00,3643848.5469554784,3170331.0728913867,3181067.6303431895,3217040.0519470004,3251981.682197809,3318657.4971164195,3732319.7795673544,12242309.882310254 
 01/23  07:00:00,3635290.3272234797,3162135.449367547,3173331.2314545335,3210220.4602411343,3246335.8350257105,3316088.0182899516,3734482.1117619863,12276766.607646108 
 01/23  08:00:00,3620318.627199091,3146914.1071527656,3158084.6515116096,3195165.554496421,3231703.488161579,3302870.530754343,3723497.791911083,12246048.388764517 
 01/23  09:00:00,3604190.964531361,3131072.179263544,3141597.9807734485,3177540.766368573,3213036.08809742,3282339.058927778,3700443.0015749196,12152905.530198067 
 01/23  10:00:00,3524227.500190624,3053959.3618985247,3063081.597189392,3094824.96583726,3125640.92804733,3184312.9857171667,3590896.6690544044,11984668.594665365 
 01/23  11:00:00,3348601.1441376936,2886803.615411661,2893276.693087848,2914759.652179644,2933081.3958320185,2939753.1901959153,3275780.9847595817,11548141.797202067 
 01/23  12:00:00,3071153.224732089,2621220.988036189,2628038.941253325,2641393.748427196,2637305.4575476362,2433212.632484707,2624371.5655805296,10508677.290256992 
 01/23  13:00:00,2894292.054710173,2443166.8132978915,2445070.4967547413,2447772.064691834,2407907.972035664,2190389.9515549554,2394705.137902899,9990450.782294491 
 01/23  14:00:00,2775573.7320119073,2324745.619921521,2326175.803789257,2326069.32462142,2289345.4976925445,2030263.001553056,2171797.700187632,9532973.667472169 
 01/23  15:00:00,2826494.7412455045,2362436.2652437524,2360719.4425281766,2362096.3302960875,2349121.7324149976,2241604.396641752,2459596.362362501,9826394.65777011 
 01/23  16:00:00,2788346.7449354734,2321950.113600063,2321137.487715365,2324523.754352368,2315052.65004449,2237164.466177568,2399843.2683648225,9590733.22868587 
 01/23  17:00:00,2797850.7404585984,2323375.126727003,2324204.5176099036,2333863.6466747858,2332825.4158927766,2293270.448974357,2529614.5296437964,9500656.64526699 
 01/23  18:00:00,2916551.816361836,2429798.4526389963,2432496.4462947464,2452043.8765831934,2463745.3195106676,2459953.04010344,2773732.946353237,10084094.054972783 
 01/23  19:00:00,2972418.2014590967,2482124.351731992,2485815.7183101145,2509105.029914779,2525805.4662699713,2536703.813168374,2868106.642171158,10331492.300254602 
 01/23  20:00:00,3017131.3331783568,2525474.2396590924,2529501.8228646484,2554145.096681212,2573146.375448688,2592355.9491379904,2933334.1160113127,10462781.77542765 
 01/23  21:00:00,3059488.376814519,2567387.7359919734,2571911.2995238067,2597864.457217454,2618915.000509391,2645009.1508295853,2994620.9442110932,10600691.973295571 
 01/23  22:00:00,3094771.0229933485,2602126.176829054,2607184.108819425,2634515.9623485613,2657676.4702173416,2690529.7121370714,3048749.208566152,10733248.194318958 
 01/23  23:00:00,3210986.1663307133,2719105.6114839083,2724958.877859356,2753772.7844390883,2779039.566716982,2818124.4876364823,3186905.4115927564,11056883.365714611 
 01/23  24:00:00,3282400.0302888965,2791302.7037881794,2798123.3528337716,2828903.526007048,2856783.6321667237,2902940.3819213966,3283445.7653132374,11345610.651899764 
 01/24  01:00:00,3249924.057135145,2757408.329330586,2765430.951724267,2799250.2768706577,2831040.5906332615,2887118.6461096117,3281786.5576062114,11511335.552211404 
 01/24  02:00:00,3271937.256864243,2780091.166850619,2788185.692394733,2822009.536725252,2854122.868275539,2911852.471887809,3309901.330618817,11500118.074065357 
 01/24  03:00:00,3401195.172464217,2912014.0675026597,2919612.5618690555,2952080.828903962,2982878.183771778,3038608.795280274,3434821.7718775943,11633658.630905341 
 01/24  04:00:00,3521987.0485089463,3035684.894363351,3044039.9274834353,3077421.3871938554,3109401.719623562,3168281.375465072,3572022.5478273802,11942211.00776116 
 01/24  05:00:00,3573374.6849830295,3088933.9016893203,3100805.6828252426,3140256.316608648,3179117.996973604,3253217.5162004316,3682500.0615043063,12526468.412441868 
 01/24  06:00:00,3723045.273302529,3240703.643240895,3257107.427103671,3304777.1681353524,3353130.001149259,3448101.673267451,3916913.9940827144,13544981.517533317 
 01/24  07:00:00,3857457.153832594,3378650.9092663997,3397727.9904805883,3449985.2421591626,3503793.0398314665,3610986.9287549173,4105722.624663011,14223992.460922608 
 01/24  08:00:00,3846277.655033485,3368818.267421835,3389023.5335760126,3443558.4004500536,3500287.3541249176,3614418.0733015197,4122803.4228547476,14389377.481870165 
 01/24  09:00:00,3783323.7800165196,3304947.8930651457,3324055.356146132,3377581.192259092,3433762.599859795,3547631.7820805134,4059788.860842213,14330977.908821972 
 01/24  10:00:00,3617593.7281640363,3132400.6960715596,3141201.2090935283,3179248.2993914727,3219040.3435568204,3297135.3113550455,3746001.0467949593,13906665.050162207 
 01/24  11:00:00,3147960.777191721,2650142.6984745003,2642927.8746019243,2655612.088144779,2663635.3940630015,2519231.274874079,2595176.864013569,12130984.533612462 
 01/24  12:00:00,2614096.647500814,2116754.323809039,2109164.051510762,2114424.655136382,2058808.8482022004,1298111.5259717845,1125226.1459711648,9473288.588953422 
 01/24  13:00:00,2242061.6843584296,1750783.0714858326,1750451.7559714245,1755359.8721415557,1506150.6851007317,381170.40922058665,189821.87172421764,7743124.963792659 
 01/24  14:00:00,2017465.169757482,1535249.5717770364,1547184.7907879893,1565863.9055535058,1388457.6776522198,56849.71291180991,0.0,6496136.898487725 
 01/24  15:00:00,1938729.624727693,1462799.4548626621,1480345.626681123,1506265.508900855,1454805.882987597,432157.9172144782,0.0,5865497.867364055 
 01/24  16:00:00,1993727.8842431153,1516430.2970583797,1535309.846036548,1564317.3264786145,1534650.386937542,1016440.815962341,82948.62544608477,5687033.274136325 
 01/24  17:00:00,2153184.1281289365,1660548.569334861,1670334.4338650082,1692414.3878359087,1667450.3422661927,1372928.0769108436,975997.2171598668,6457053.538336561 
 01/24  18:00:00,2406150.0880743056,1896509.81166333,1901408.5638472405,1925415.3771589766,1909997.073346541,1679981.0567577677,1622905.1072733742,8748624.899839077 
 01/24  19:00:00,2757291.1955311103,2248584.7523660264,2260166.6793378764,2297375.491303645,2301166.975004821,2139696.532720762,2191865.6802836675,10312528.17763191 
 01/24  20:00:00,3060174.1851331545,2557337.2984827193,2571988.3877512505,2613609.387492061,2626017.663597343,2505570.760691549,2630029.725596333,11320606.35633367 
 01/24  21:00:00,3249580.284309753,2750631.195539589,2766272.423885812,2809406.126175917,2827017.7651646268,2737706.5034401165,2916551.96205102,11865635.19255163 
 01/24  22:00:00,3329379.2399884015,2831978.4398051887,2844939.2863806956,2884219.240466872,2901215.828314648,2828898.665130663,3038033.7802342717,11776522.163109515 
 01/24  23:00:00,3335852.453267877,2837880.274199152,2847854.802912999,2883165.2240546118,2898833.052895014,2839029.2428011843,3067259.262156223,11534544.405349754 
 01/24  24:00:00,3361541.349529555,2866038.675541996,2877627.3159679556,2915762.3806628836,2937117.4123369413,2902831.891601177,3170286.0463640355,11814863.468345955 
 01/25  01:00:00,3341263.164133177,2847425.422848018,2861747.884330936,2904858.519306111,2933980.1378173744,2927460.0495554763,3237798.205214536,12174176.789698878 
 01/25  02:00:00,3328827.6270343526,2834329.2978609735,2848763.945772351,2893018.208305508,2925579.278079936,2935944.580558814,3273837.668712396,12269288.22009768 
 01/25  03:00:00,3321666.7854483183,2827913.3475492164,2841498.505922009,2884635.7135397773,2917772.888825751,2937633.2923171143,3289836.6600988535,12167074.927595261 
 01/25  04:00:00,3287618.4713864285,2794463.02222723,2808362.43863404,2852170.2439159635,2887367.096752851,2917918.557067148,3284904.535953684,12138879.65134364 
 01/25  05:00:00,3304694.721780584,2811748.4656093824,2826922.7698752196,2873377.639011772,2913135.477453925,2960061.544177344,3352613.6296406044,12403514.85172075 
 01/25  06:00:00,3335239.6215978335,2842581.5093853134,2858612.8950598426,2907118.0909654377,2950457.1932858513,3010017.4803623282,3423964.954936874,12663935.518356495 
 01/25  07:00:00,3343914.7099247565,2852110.3430575957,2867910.5767353205,2916000.681378632,2959921.688490481,3024957.1676622345,3448323.1468166527,12629051.558661465 
 01/25  08:00:00,3356282.694532641,2866157.5219869427,2881557.8805600903,2928456.482973637,2971797.227268129,3038997.8699315106,3464958.479986136,12516388.086074641 
 01/25  09:00:00,3345505.5770142656,2856317.251187413,2869741.798655592,2912976.4758858634,2953078.2848218996,3016470.236118748,3436552.985196642,12246121.243310126 
 01/25  10:00:00,3230475.706175934,2741998.123263255,2748924.9738986758,2779768.9727839306,2806853.9452160667,2844700.3099459745,3231634.470521734,11606311.508557322 
 01/25  11:00:00,2991396.738785586,2507094.992878704,2505535.3574334127,2517321.839683342,2522862.311835703,2492706.0419720234,2786134.511205393,10735067.740375241 
 01/25  12:00:00,2750344.1768277218,2272577.3224407597,2267624.025364355,2267041.1195003907,2246108.1625756226,2014543.7700584386,2171910.970546723,9850032.688333726 
 01/25  13:00:00,2596721.3616389474,2122222.732320642,2116475.947980994,2108784.8025727444,2023115.7906964326,1617440.261415663,1711442.0472697443,9245460.2417145 
 01/25  14:00:00,2438801.7811223357,1966717.7996160313,1962400.4895531689,1953344.6120500271,1874403.8706928545,1320269.1339566302,1255335.990949408,8507503.18905708 
 01/25  15:00:00,2363591.964936375,1891155.8334955866,1890817.169496679,1888154.838345923,1851660.0121372635,1349442.4408045474,1001583.9155302405,7912023.709611863 
 01/25  16:00:00,2411828.6473421045,1935193.6513246896,1936506.3290393897,1939163.341574971,1915904.4861041105,1672498.4540969795,1317855.4355743006,7873335.878201803 
 01/25  17:00:00,2533226.322818908,2047564.3405679432,2049338.8322345526,2058601.527260703,2047836.5666032026,1929569.453978241,1946112.423958405,8239944.607228101 
 01/25  18:00:00,2691621.7602846376,2191614.836507263,2193304.353924079,2211449.6439221157,2213942.128010852,2144045.029196428,2346928.855310048,9420121.655980194 
 01/25  19:00:00,2733402.1297636954,2228601.5626730844,2231648.986330079,2255084.3076998303,2265490.844593004,2223985.363421165,2466566.918409398,9821887.61416693 
 01/25  20:00:00,2774757.8480023444,2269384.6718841754,2274508.2826143634,2302282.0823283074,2318970.5537235113,2299715.2081221556,2574937.3038498317,10192975.695146475 
 01/25  21:00:00,2803448.101368963,2298506.643185253,2305334.4890963556,2336357.7465501144,2357834.19555219,2355980.0380636076,2657233.0497810273,10436267.14416086 
 01/25  22:00:00,2862235.6780238715,2357312.603082593,2364380.3987306384,2396297.1066267216,2419994.2181087486,2429402.8984992113,2747559.895363054,10578137.220133914 
 01/25  23:00:00,2936048.313560421,2431904.3069126043,2438845.2605559644,2470837.504735681,2495667.401043032,2512846.3630932216,2843683.6015382376,10702205.739555119 
 01/25  24:00:00,2916107.4894387294,2411941.0231018355,2418506.94672997,2450425.756682105,2476202.8237226093,2500260.2586732735,2839978.6777750156,10623731.464053549 
 01/26  01:00:00,2907878.8433840633,2402599.1813286766,2409012.949209474,2441291.2649384756,2468366.071174747,2499278.079949098,2847395.0154526955,10605898.19491051 
 01/26  02:00:00,2955260.309807961,2450570.9866622724,2457313.4687709715,2490402.244660975,2519098.3524849117,2556841.2178650345,2915341.300280676,10748280.719251197 
 01/26  03:00:00,2993787.5194512773,2489884.508899961,2497231.590067794,2531356.9361668043,2561785.6131605334,2605934.2853451394,2974497.373382712,10882201.39938962 
 01/26  04:00:00,3046798.9239091044,2543457.151609571,2550025.8602972953,2583102.4370585997,2613041.9309422066,2658694.049419768,3030535.7767131454,10900526.765965639 
 01/26  05:00:00,3103174.7145941295,2601079.144216536,2606951.308382955,2638811.595289574,2667896.1050942065,2713805.4511776166,3085934.9490101514,10911009.252463726 
 01/26  06:00:00,3149106.281681464,2648383.820667275,2654296.497236469,2686117.1575125395,2715495.1080638906,2763602.538299934,3139283.4706234448,10990266.89561362 
 01/26  07:00:00,3181947.255754322,2683086.7309702397,2689956.1556647825,2723239.382161361,2754569.7461481476,2808454.481468767,3192830.8080454823,11150763.899902962 
 01/26  08:00:00,3233496.9909522855,2736327.9082016423,2744123.0928592924,2778748.4899804415,2811804.199165846,2870503.927524793,3263236.040808299,11342097.90346387 
 01/26  09:00:00,3269829.3364529987,2774734.0866441354,2782516.420609481,2816802.946893245,2849718.9282139954,2909063.565010993,3304199.8420112953,11403410.190396402 
 01/26  10:00:00,3250375.457780129,2758127.6783526256,2764456.13685213,2795153.640296353,2824318.1278967913,2876119.4357562256,3263810.060107301,11318143.674740624 
 01/26  11:00:00,3177659.5679742834,2692438.3706343765,2694753.1863815323,2714749.2402032632,2731882.7592248777,2754657.1269779475,3110617.1295688655,11054613.199548058 
 01/26  12:00:00,3019159.4304389087,2542502.613577645,2540044.613611169,2546143.8771786266,2545600.372004226,2501434.8440881916,2797229.716961637,10526912.025422055 
 01/26  13:00:00,3007469.503932546,2528307.7744674818,2524059.2022655495,2527907.355820687,2523756.2658819393,2491879.5141724492,2797074.4668529057,10446198.014348974 
 01/26  14:00:00,2932656.240926687,2460427.877409868,2455584.925283012,2454204.5946249105,2442995.15672495,2382066.6729185767,2659017.9614994065,10232682.342279127 
 01/26  15:00:00,2910436.7765298914,2435214.724347096,2429186.539543046,2426789.2419162267,2416799.651106293,2358076.9035395444,2612747.326376378,10140251.768268153 
 01/26  16:00:00,2888801.8645716165,2414198.611199841,2409885.0193830696,2409716.8993054708,2401908.1332566147,2349867.4268875914,2528134.549451231,9895453.528103095 
 01/26  17:00:00,2957167.9835897647,2477482.432353041,2475806.923929792,2483136.5011177924,2484450.4010587875,2469914.345933135,2733923.646962667,9993674.746486899 
 01/26  18:00:00,3099960.8430873845,2611759.328808044,2613432.908538158,2632125.344793612,2646942.0204760074,2666285.6069683116,3001547.6943356735,10586794.437544923 
 01/26  19:00:00,3192230.424921573,2701132.556311165,2704320.835262288,2728016.813847836,2748887.1078616604,2783363.17597101,3139339.741223932,10924923.742155466 
 01/26  20:00:00,3253509.1186414803,2762940.6363314674,2766541.0747272214,2791356.181872084,2813720.4873802005,2852419.096250391,3215379.396880199,11064338.941210648 
 01/26  21:00:00,3330450.517782189,2841317.3861285187,2846003.102605566,2872813.323567929,2897551.077462068,2942109.3818370155,3315130.02388441,11304248.514743155 
 01/26  22:00:00,3404724.0862334673,2917235.461762415,2922938.123282146,2951505.802652346,2978313.2506901138,3027891.2732049455,3410104.9088543197,11532278.640433371 
 01/26  23:00:00,3497771.3927641036,3012495.0751637155,3019168.0539771738,3049308.1169947814,3077972.2704315903,3132037.14910092,3523237.0482176677,11792788.871375116 
 01/26  24:00:00,3573241.7177401497,3090107.8070310894,3096900.296467887,3127172.485325736,3156157.6889331583,3211364.4981674454,3606819.805399368,11922374.144536935 
 01/27  01:00:00,3625697.997629965,3144445.748880649,3151256.7886946453,3181415.729470959,3210402.862214665,3265972.940684306,3662812.1113718194,11994305.824916573 
 01/27  02:00:00,3709352.8762898385,3230860.9554710197,3238664.648590053,3270207.483991586,3300763.8086052733,3359936.9879272096,3764470.3341213022,12236288.188870087 
 01/27  03:00:00,3789546.501013386,3314060.313244282,3322894.0181774446,3355792.698803798,3387856.0576888956,3450406.704171412,3862289.1833552094,12473923.206431765 
 01/27  04:00:00,3830670.6635847082,3357663.4982373766,3366907.104277312,3400124.3936950234,3432602.7134627085,3496130.039515755,3911406.130389276,12556747.83611086 
 01/27  05:00:00,3873527.689013104,3402463.830527425,3411761.639569592,3444837.369250135,3477233.2754240707,3540744.4602269223,3957006.027180819,12618194.277092736 
 01/27  06:00:00,3914315.862570613,3445281.054030995,3454911.613929572,3488300.3889457146,3521074.977531149,3585504.1454285765,4004514.4082584726,12709282.430621292 
 01/27  07:00:00,3944261.6542345304,3476944.633424548,3486832.899383841,3520465.4615348396,3553551.5934515484,3618771.692381543,4039765.3953484627,12773804.842197444 
 01/27  08:00:00,3988512.243893399,3523923.8197371783,3534852.4747248096,3569793.699305128,3604287.058334718,3672510.3512563203,4099340.926558708,12940895.492678411 
 01/27  09:00:00,4014075.6340063796,3552458.0364013677,3565015.78962037,3602004.185085456,3638638.7691719066,3711194.673814499,4146482.3800547617,13161874.516832652 
 01/27  10:00:00,3937521.5078574643,3481658.9999115644,3494037.215311206,3527843.19899954,3560621.0787807656,3622657.875831989,4040822.9216058766,13138664.850679003 
 01/27  11:00:00,3695044.9643386947,3250566.1071255747,3260013.2041251687,3281278.7147222897,3298204.168490109,3280963.112960092,3570853.9555182,12394779.474224538 
 01/27  12:00:00,3414917.091016503,2978564.4224140896,2985509.8022100627,2995638.730900298,2985767.076800246,2784000.6584778694,2989915.8457254553,11321850.054954395 
 01/27  13:00:00,3081319.2154446123,2654247.238350941,2663635.7672570716,2667997.3039462278,2578322.5001237905,2119396.368545848,2210283.5744376536,10065031.839115674 
 01/27  14:00:00,2895848.9975150437,2470281.115618387,2482215.384781719,2487566.304022518,2414992.443502386,1843748.0866100357,1786788.2641557853,9290242.54644336 
 01/27  15:00:00,2827519.654527559,2395045.7668121527,2404997.591740257,2409876.125397211,2381303.563133251,1948808.7961013755,1723919.6275751041,8998293.680219961 
 01/27  16:00:00,2861751.1757316156,2415300.1156893326,2420698.3568315743,2424566.171421451,2403382.0875222064,2209494.131354212,2104105.4710732615,9245342.479802754 
 01/27  17:00:00,2923886.5704684467,2466373.2697003577,2472298.719302452,2482974.469545878,2473505.787937925,2367962.531122064,2484945.8362570317,9371513.961623248 
 01/27  18:00:00,3074264.997722321,2601102.335223968,2607264.4794965116,2627277.8293046784,2631467.372613567,2572754.5845108908,2823107.4407655806,10330432.244113576 
 01/27  19:00:00,3173681.655567142,2695567.295468304,2704153.874806933,2731600.515801201,2745935.548456711,2719370.5760314153,3011710.041181563,10906635.909842279 
 01/27  20:00:00,3225109.603208473,2745720.883561948,2754903.668179464,2784390.5924557447,2802474.9160592393,2791745.8388663633,3105209.9225109653,11122011.615996296 
