cell_id,archetype_id,survey_fold,sensitivity_f,replicate,class,completed,completion_status,return_code,severe_count,fatal_count,heating_kwh,runtime_s,marker_psy,marker_inside_hb,marker_calchb,idf_sha256,error
es__ES.ME.TH.04.Gen.ReEx.001.001__f015,ES.ME.TH.04.Gen.ReEx.001.001,es,0.15,2,ATTEMPTED,False,ENGINE_FAILED,1,1,1,None,0.595,False,False,False,f13749bab7bbd20fc4e54794aa7b839f0f9763c470c83444aa0b4f978beb4498,
es__ES.ME.TH.04.Gen.ReEx.001.001__f015,ES.ME.TH.04.Gen.ReEx.001.001,es,0.15,3,ATTEMPTED,True,COMPLETED,0,0,0,36467.70421032249,4.065,True,False,False,888a2be8b8d49f9d56ffb1580243ead2d5d927c492369cce93d00ab1d509239c,
es__ES.ME.TH.04.Gen.ReEx.001.001__f030,ES.ME.TH.04.Gen.ReEx.001.001,es,0.3,1,ATTEMPTED,True,COMPLETED,0,0,0,36864.825735885956,4.129,True,False,False,e5c2545e27866deb9b3ee5cbc04368aeb44a91c4cdde270350730047b5f1112d,
es__ES.ME.TH.04.Gen.ReEx.001.001__f030,ES.ME.TH.04.Gen.ReEx.001.001,es,0.3,2,ATTEMPTED,False,ENGINE_FAILED,1,1,1,None,0.593,False,False,False,8f8cf3e81adbf061820dc534ad50a471d75f2898d4b929019a719d7c5ee9af48,
es__ES.ME.TH.04.Gen.ReEx.001.001__f030,ES.ME.TH.04.Gen.ReEx.001.001,es,0.3,3,ATTEMPTED,True,COMPLETED,0,0,0,36103.07220622486,4.119,True,False,False,aeb94642bbd9c4eb812cff4081cf9441c1c25f6c7968dca09369b7090197f6bd,
es__ES.ME.TH.04.Gen.ReEx.001.001__f050,ES.ME.TH.04.Gen.ReEx.001.001,es,0.5,1,ATTEMPTED,True,COMPLETED,0,0,0,36865.69785802133,4.069,True,False,False,4c047699b5b17996787d3e69f3cf7747a031ce0f95081e2708b418fe019527f0,
es__ES.ME.TH.04.Gen.ReEx.001.001__f050,ES.ME.TH.04.Gen.ReEx.001.001,es,0.5,2,ATTEMPTED,True,COMPLETED,0,0,0,36865.69785802133,4.13,True,False,False,fc929dd0151b076e8084787ac7a3e5ea3a7a4deb918f12e12d193c72a17a49ee,
es__ES.ME.TH.04.Gen.ReEx.001.001__f050,ES.ME.TH.04.Gen.ReEx.001.001,es,0.5,3,ATTEMPTED,True,COMPLETED,0,0,0,36865.69785802133,4.003,True,False,False,6f9cd60fc0f3946b26ec5c1ff1ac72d00626d2c28bfa8a125180ce2aa888cf63,
es__ES.ME.TH.04.Gen.ReEx.001.001__f100,ES.ME.TH.04.Gen.ReEx.001.001,es,1.0,1,ATTEMPTED,True,COMPLETED,0,0,0,36869.666059148825,3.943,True,False,False,57c9ef6b17e5d98bce54d3948752cb4def0833981dce3184e50a5aaa30e82175,
es__ES.ME.TH.04.Gen.ReEx.001.001__f100,ES.ME.TH.04.Gen.ReEx.001.001,es,1.0,2,ATTEMPTED,True,COMPLETED,0,0,0,36617.562723219075,3.995,True,False,False,cd26d4029d6b1661e1dbf330e624c8a1f7754bc5fcfda7bb337075c8fd3bc98f,
es__ES.ME.TH.04.Gen.ReEx.001.001__f100,ES.ME.TH.04.Gen.ReEx.001.001,es,1.0,3,ATTEMPTED,False,ENGINE_FAILED,1,21,1,None,2.764,True,True,False,054ce808dee0f40574b2b41189572820bf503fe28d17836ed3d59cda66b0bb42,
es__ES.ME.TH.05.Gen.ReEx.001.001__f000,ES.ME.TH.05.Gen.ReEx.001.001,es,0.0,1,ATTEMPTED,True,COMPLETED,0,0,0,16973.64121111822,3.917,True,False,False,18bfae2dcd07eacb556db3db8da00ae4fe5c4d9ed74513e2c3d1adb425ff0629,
es__ES.ME.TH.05.Gen.ReEx.001.001__f000,ES.ME.TH.05.Gen.ReEx.001.001,es,0.0,2,ATTEMPTED,True,COMPLETED,0,0,0,16973.64121111822,3.9,True,False,False,76190329bc53ca51d1240c79fb809647a4f5607d513edba100183c14eec2d8ae,
es__ES.ME.TH.05.Gen.ReEx.001.001__f000,ES.ME.TH.05.Gen.ReEx.001.001,es,0.0,3,ATTEMPTED,True,COMPLETED,0,0,0,16599.800457206158,3.918,True,False,False,9cb351b560aca6a94f7a182a699f3fb191dbcf259064887095ce33b3e412075a,
es__ES.ME.TH.05.Gen.ReEx.001.001__f015,ES.ME.TH.05.Gen.ReEx.001.001,es,0.15,1,ATTEMPTED,True,COMPLETED,0,0,0,16968.393556649993,3.924,True,False,False,eeedd799dfaf3afb2898dc29242bdbf1aee24f3f429fcfd90d3eea0068e77dee,
es__ES.ME.TH.05.Gen.ReEx.001.001__f015,ES.ME.TH.05.Gen.ReEx.001.001,es,0.15,2,ATTEMPTED,False,ENGINE_FAILED,1,1,1,None,0.542,False,False,False,a22a984d2d83818b6d8c8b2bc579509dc899b645647439d273d0ee0a2b777697,
es__ES.ME.TH.05.Gen.ReEx.001.001__f015,ES.ME.TH.05.Gen.ReEx.001.001,es,0.15,3,ATTEMPTED,True,COMPLETED,0,0,0,16968.393556649993,3.95,True,False,False,3f9ff8575c5318d07e0430568d615f7922bcef7f0058d7b54b49c96f0eaa25e7,
es__ES.ME.TH.05.Gen.ReEx.001.001__f030,ES.ME.TH.05.Gen.ReEx.001.001,es,0.3,1,ATTEMPTED,True,COMPLETED,0,0,0,16964.251499743677,3.948,True,False,False,7e009a68d41a1925f6834b582d648c0bdd69a65e30489066a2b867a78d0c9642,
es__ES.ME.TH.05.Gen.ReEx.001.001__f030,ES.ME.TH.05.Gen.ReEx.001.001,es,0.3,2,ATTEMPTED,True,COMPLETED,0,0,0,16964.251499743677,3.894,True,False,False,10ce959ad27c4be6b79192684904d24d4ea479d6b02647632ab246d10e84e327,
es__ES.ME.TH.05.Gen.ReEx.001.001__f030,ES.ME.TH.05.Gen.ReEx.001.001,es,0.3,3,ATTEMPTED,True,COMPLETED,0,0,0,16964.251499743677,3.921,True,False,False,6beaa95bcd50871afda86a02dc44e1c8ad23f516b032b2152d7028eb61497948,
es__ES.ME.TH.05.Gen.ReEx.001.001__f050,ES.ME.TH.05.Gen.ReEx.001.001,es,0.5,1,ATTEMPTED,False,ENGINE_FAILED,1,1,1,None,0.536,False,False,False,772376d408654235a90206ee1db1f6e9b6799a67c05a2d4e15276f34287f461e,
es__ES.ME.TH.05.Gen.ReEx.001.001__f050,ES.ME.TH.05.Gen.ReEx.001.001,es,0.5,2,ATTEMPTED,True,COMPLETED,0,0,0,16960.40592794378,3.989,True,False,False,dbabcf8136e73813a6bdeb16883453fff0f0f79fff10c6f38c3a73470cfc0438,
es__ES.ME.TH.05.Gen.ReEx.001.001__f050,ES.ME.TH.05.Gen.ReEx.001.001,es,0.5,3,ATTEMPTED,True,COMPLETED,0,0,0,16499.976096412873,4.079,True,False,False,60abd1f76872be8dc1494ac2a147e38e88130a1b108239de9fcf53852a30ef88,
es__ES.ME.TH.05.Gen.ReEx.001.001__f100,ES.ME.TH.05.Gen.ReEx.001.001,es,1.0,1,ATTEMPTED,True,COMPLETED,0,0,0,16960.12891234637,4.037,True,False,False,bd0e9e4df656ca7f5e600f7ccc51a332887ad027953a33196444247aa9e7f392,
es__ES.ME.TH.05.Gen.ReEx.001.001__f100,ES.ME.TH.05.Gen.ReEx.001.001,es,1.0,2,ATTEMPTED,True,COMPLETED,0,0,0,16960.12891234637,3.866,True,False,False,b95e0434c269f464c2b4f2f4f10d80f823f490dd4849ba15440689235a425d22,
es__ES.ME.TH.05.Gen.ReEx.001.001__f100,ES.ME.TH.05.Gen.ReEx.001.001,es,1.0,3,ATTEMPTED,True,COMPLETED,0,0,0,16645.537294778744,3.962,True,False,False,415330579df87fea05586fcc3748a2015796939f38f99b59d7b4a51185f3aaa6,
es__ES.ME.TH.06.Gen.ReEx.001.001__f000,ES.ME.TH.06.Gen.ReEx.001.001,es,0.0,1,ATTEMPTED,True,COMPLETED,0,0,0,8502.092195243138,4.234,True,False,False,8bf6fe5147e2430489112a61c5c031d710c9fe3a839272e845289b5fb210d22c,
es__ES.ME.TH.06.Gen.ReEx.001.001__f000,ES.ME.TH.06.Gen.ReEx.001.001,es,0.0,2,ATTEMPTED,True,COMPLETED,0,0,0,8502.092195243138,4.214,True,False,False,4892ab2c9cd126c93d963600e8017efe534cf8f5b5ad23f61792947aab68b310,
es__ES.ME.TH.06.Gen.ReEx.001.001__f000,ES.ME.TH.06.Gen.ReEx.001.001,es,0.0,3,ATTEMPTED,True,COMPLETED,0,0,0,8502.092195243138,4.141,True,False,False,bbad3cf80364c0fd07e12ecf4c37d2b45a965f9d9d60f5fe082883ef35d88ffb,
es__ES.ME.TH.06.Gen.ReEx.001.001__f015,ES.ME.TH.06.Gen.ReEx.001.001,es,0.15,1,ATTEMPTED,True,COMPLETED,0,0,0,8498.394975049547,4.139,True,False,False,8798950535286157abcfd8a3ddd7010cfa0aa106e29e625c8cd2c9fc5704e8df,
es__ES.ME.TH.06.Gen.ReEx.001.001__f015,ES.ME.TH.06.Gen.ReEx.001.001,es,0.15,2,ATTEMPTED,True,COMPLETED,0,0,0,8498.394975049547,4.211,True,False,False,f9bdf83fcc4e2489e8376769236e87046fc288e08fc6ecdf7aba9f2b55974692,
es__ES.ME.TH.06.Gen.ReEx.001.001__f015,ES.ME.TH.06.Gen.ReEx.001.001,es,0.15,3,ATTEMPTED,True,COMPLETED,0,0,0,8498.394975049547,4.143,True,False,False,e29b1a87360edca52ebe910fe1e789e2747ecffc2ad3019811cdbbb1c3b3e88b,
es__ES.ME.TH.06.Gen.ReEx.001.001__f030,ES.ME.TH.06.Gen.ReEx.001.001,es,0.3,1,ATTEMPTED,False,ENGINE_FAILED,1,1,1,None,0.61,False,False,False,dfd48292db218f97febb2eda6afb8b950b456833d8fcea1d955c73c5113a4447,
es__ES.ME.TH.06.Gen.ReEx.001.001__f030,ES.ME.TH.06.Gen.ReEx.001.001,es,0.3,2,ATTEMPTED,True,COMPLETED,0,0,0,8495.164754396546,4.134,True,False,False,92e11a260fa1c1aa3e2fe4324ad8910e8ceed7ea31636c8363a71e10f7d5c310,
es__ES.ME.TH.06.Gen.ReEx.001.001__f030,ES.ME.TH.06.Gen.ReEx.001.001,es,0.3,3,ATTEMPTED,True,COMPLETED,0,0,0,8495.164754396546,4.108,True,False,False,dc47fc947af5f9bbbb8c46bda5d5c66b5753006dd4bfde94c572108556f19823,
es__ES.ME.TH.06.Gen.ReEx.001.001__f050,ES.ME.TH.06.Gen.ReEx.001.001,es,0.5,1,ATTEMPTED,True,COMPLETED,0,0,0,8491.544194449492,4.005,True,False,False,1b2ec82f84ea0237f154059b6da651715bb9600a05a6404e37618450cee730e7,
es__ES.ME.TH.06.Gen.ReEx.001.001__f050,ES.ME.TH.06.Gen.ReEx.001.001,es,0.5,2,ATTEMPTED,True,COMPLETED,0,0,0,8491.544194449492,4.005,True,False,False,812618146ed48b641b26307f8a8bfcd25b0ccf34e255b421e829e9e3c1436043,
es__ES.ME.TH.06.Gen.ReEx.001.001__f050,ES.ME.TH.06.Gen.ReEx.001.001,es,0.5,3,ATTEMPTED,True,COMPLETED,0,0,0,8491.544194449492,4.096,True,False,False,a9a78ea33ab366a63ddb683082cd301ba2f8ec2ca7da96d8a8b92669a64403cc,
es__ES.ME.TH.06.Gen.ReEx.001.001__f100,ES.ME.TH.06.Gen.ReEx.001.001,es,1.0,1,ATTEMPTED,True,COMPLETED,0,0,0,8486.532844385672,4.093,True,False,False,b2f7e098dfbdee99d796f096c69c5bd2e4be8a06e3d85db5c03e223e0e672527,
es__ES.ME.TH.06.Gen.ReEx.001.001__f100,ES.ME.TH.06.Gen.ReEx.001.001,es,1.0,2,ATTEMPTED,True,COMPLETED,0,0,0,8486.532844385672,3.91,True,False,False,fabb3d1e53aa7dd36f26969d79d416a14a74c81ee93e10a4584473f880683291,
es__ES.ME.TH.06.Gen.ReEx.001.001__f100,ES.ME.TH.06.Gen.ReEx.001.001,es,1.0,3,ATTEMPTED,True,COMPLETED,0,0,0,8486.532844385672,3.983,True,False,False,c8e34301b365d621f7db0bd6b8803234d3ebf1be17244ee36dadd23670c86dd2,
uk__GB.ENG.AB.01.ApartmentBuildings.SyAv.001.001__f000,GB.ENG.AB.01.ApartmentBuildings.SyAv.001.001,uk,0.0,1,BUILD_REFUSED,,,,,,,0.028,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.AB.01.ApartmentBuildings.SyAv.001.001__f000,GB.ENG.AB.01.ApartmentBuildings.SyAv.001.001,uk,0.0,2,BUILD_REFUSED,,,,,,,0.029,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.AB.01.ApartmentBuildings.SyAv.001.001__f000,GB.ENG.AB.01.ApartmentBuildings.SyAv.001.001,uk,0.0,3,BUILD_REFUSED,,,,,,,0.027,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.AB.01.ApartmentBuildings.SyAv.001.001__f015,GB.ENG.AB.01.ApartmentBuildings.SyAv.001.001,uk,0.15,1,BUILD_REFUSED,,,,,,,0.037,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.AB.01.ApartmentBuildings.SyAv.001.001__f015,GB.ENG.AB.01.ApartmentBuildings.SyAv.001.001,uk,0.15,2,BUILD_REFUSED,,,,,,,0.034,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.AB.01.ApartmentBuildings.SyAv.001.001__f015,GB.ENG.AB.01.ApartmentBuildings.SyAv.001.001,uk,0.15,3,BUILD_REFUSED,,,,,,,0.033,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.AB.01.ApartmentBuildings.SyAv.001.001__f030,GB.ENG.AB.01.ApartmentBuildings.SyAv.001.001,uk,0.3,1,BUILD_REFUSED,,,,,,,0.039,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.AB.01.ApartmentBuildings.SyAv.001.001__f030,GB.ENG.AB.01.ApartmentBuildings.SyAv.001.001,uk,0.3,2,BUILD_REFUSED,,,,,,,0.039,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.AB.01.ApartmentBuildings.SyAv.001.001__f030,GB.ENG.AB.01.ApartmentBuildings.SyAv.001.001,uk,0.3,3,BUILD_REFUSED,,,,,,,0.031,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.AB.01.ApartmentBuildings.SyAv.001.001__f050,GB.ENG.AB.01.ApartmentBuildings.SyAv.001.001,uk,0.5,1,BUILD_REFUSED,,,,,,,0.033,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.AB.01.ApartmentBuildings.SyAv.001.001__f050,GB.ENG.AB.01.ApartmentBuildings.SyAv.001.001,uk,0.5,2,BUILD_REFUSED,,,,,,,0.036,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.AB.01.ApartmentBuildings.SyAv.001.001__f050,GB.ENG.AB.01.ApartmentBuildings.SyAv.001.001,uk,0.5,3,BUILD_REFUSED,,,,,,,0.032,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.AB.01.ApartmentBuildings.SyAv.001.001__f100,GB.ENG.AB.01.ApartmentBuildings.SyAv.001.001,uk,1.0,1,BUILD_REFUSED,,,,,,,0.032,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.AB.01.ApartmentBuildings.SyAv.001.001__f100,GB.ENG.AB.01.ApartmentBuildings.SyAv.001.001,uk,1.0,2,BUILD_REFUSED,,,,,,,0.032,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.AB.01.ApartmentBuildings.SyAv.001.001__f100,GB.ENG.AB.01.ApartmentBuildings.SyAv.001.001,uk,1.0,3,BUILD_REFUSED,,,,,,,0.033,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.AB.02-03.ApartmentBuildings.SyAv.002.001__f000,GB.ENG.AB.02-03.ApartmentBuildings.SyAv.002.001,uk,0.0,1,BUILD_REFUSED,,,,,,,0.027,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.AB.02-03.ApartmentBuildings.SyAv.002.001__f000,GB.ENG.AB.02-03.ApartmentBuildings.SyAv.002.001,uk,0.0,2,BUILD_REFUSED,,,,,,,0.029,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.AB.02-03.ApartmentBuildings.SyAv.002.001__f000,GB.ENG.AB.02-03.ApartmentBuildings.SyAv.002.001,uk,0.0,3,BUILD_REFUSED,,,,,,,0.028,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.AB.02-03.ApartmentBuildings.SyAv.002.001__f015,GB.ENG.AB.02-03.ApartmentBuildings.SyAv.002.001,uk,0.15,1,BUILD_REFUSED,,,,,,,0.032,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.AB.02-03.ApartmentBuildings.SyAv.002.001__f015,GB.ENG.AB.02-03.ApartmentBuildings.SyAv.002.001,uk,0.15,2,BUILD_REFUSED,,,,,,,0.03,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.AB.02-03.ApartmentBuildings.SyAv.002.001__f015,GB.ENG.AB.02-03.ApartmentBuildings.SyAv.002.001,uk,0.15,3,BUILD_REFUSED,,,,,,,0.087,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.AB.02-03.ApartmentBuildings.SyAv.002.001__f030,GB.ENG.AB.02-03.ApartmentBuildings.SyAv.002.001,uk,0.3,1,BUILD_REFUSED,,,,,,,0.031,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.AB.02-03.ApartmentBuildings.SyAv.002.001__f030,GB.ENG.AB.02-03.ApartmentBuildings.SyAv.002.001,uk,0.3,2,BUILD_REFUSED,,,,,,,0.031,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.AB.02-03.ApartmentBuildings.SyAv.002.001__f030,GB.ENG.AB.02-03.ApartmentBuildings.SyAv.002.001,uk,0.3,3,BUILD_REFUSED,,,,,,,0.032,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.AB.02-03.ApartmentBuildings.SyAv.002.001__f050,GB.ENG.AB.02-03.ApartmentBuildings.SyAv.002.001,uk,0.5,1,BUILD_REFUSED,,,,,,,0.033,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.AB.02-03.ApartmentBuildings.SyAv.002.001__f050,GB.ENG.AB.02-03.ApartmentBuildings.SyAv.002.001,uk,0.5,2,BUILD_REFUSED,,,,,,,0.034,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.AB.02-03.ApartmentBuildings.SyAv.002.001__f050,GB.ENG.AB.02-03.ApartmentBuildings.SyAv.002.001,uk,0.5,3,BUILD_REFUSED,,,,,,,0.032,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.AB.02-03.ApartmentBuildings.SyAv.002.001__f100,GB.ENG.AB.02-03.ApartmentBuildings.SyAv.002.001,uk,1.0,1,BUILD_REFUSED,,,,,,,0.084,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.AB.02-03.ApartmentBuildings.SyAv.002.001__f100,GB.ENG.AB.02-03.ApartmentBuildings.SyAv.002.001,uk,1.0,2,BUILD_REFUSED,,,,,,,0.031,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.AB.02-03.ApartmentBuildings.SyAv.002.001__f100,GB.ENG.AB.02-03.ApartmentBuildings.SyAv.002.001,uk,1.0,3,BUILD_REFUSED,,,,,,,0.034,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.AB.03.Gen.ReEx.001.001__f000,GB.ENG.AB.03.Gen.ReEx.001.001,uk,0.0,1,ATTEMPTED,True,COMPLETED,0,0,0,429473.85527543706,3.95,False,False,False,04d5824814d2ab6e8793379384cacc4cb0a6bea57fc91b87576ad0b25e97bd9c,
uk__GB.ENG.AB.03.Gen.ReEx.001.001__f000,GB.ENG.AB.03.Gen.ReEx.001.001,uk,0.0,2,ATTEMPTED,True,COMPLETED,0,0,0,429473.85527543706,3.893,False,False,False,d2573115016fecdb506413eafaeed0cb00a3517b4d0dd002169a0c54de75a2bd,
uk__GB.ENG.AB.03.Gen.ReEx.001.001__f000,GB.ENG.AB.03.Gen.ReEx.001.001,uk,0.0,3,ATTEMPTED,True,COMPLETED,0,0,0,429473.85527543706,4.059,False,False,False,f436d54d48fff033691225cb6bb7c9b0139267306a7e0501b84b8b61f11dc4ea,
uk__GB.ENG.AB.03.Gen.ReEx.001.001__f015,GB.ENG.AB.03.Gen.ReEx.001.001,uk,0.15,1,ATTEMPTED,True,COMPLETED,0,0,0,429392.13799432793,3.915,False,False,False,72f66e29d667181109bec4b147ee97dfcbbb2e21a1d94c16ace87681bec2258b,
uk__GB.ENG.AB.03.Gen.ReEx.001.001__f015,GB.ENG.AB.03.Gen.ReEx.001.001,uk,0.15,2,ATTEMPTED,True,COMPLETED,0,0,0,429392.13799432793,4.078,False,False,False,9128cf34721bdcec9393f3b9607179c4ed9581c89d0342209d51be7ead57ad9c,
uk__GB.ENG.AB.03.Gen.ReEx.001.001__f015,GB.ENG.AB.03.Gen.ReEx.001.001,uk,0.15,3,ATTEMPTED,True,COMPLETED,0,0,0,429392.13799432793,3.913,False,False,False,0b2bb9b02f20dc29755152f936e2aa0f3e216d19e0237e8fe05472a301cc79dc,
uk__GB.ENG.AB.03.Gen.ReEx.001.001__f030,GB.ENG.AB.03.Gen.ReEx.001.001,uk,0.3,1,ATTEMPTED,True,COMPLETED,0,0,0,429317.3883704744,3.993,False,False,False,9485365c789b203f348da318ed18d7296b6238536415e813c1a72d8f13f32eec,
uk__GB.ENG.AB.03.Gen.ReEx.001.001__f030,GB.ENG.AB.03.Gen.ReEx.001.001,uk,0.3,2,ATTEMPTED,True,COMPLETED,0,0,0,429317.3883704744,3.989,False,False,False,75c41c4da4e63410ffe4b90d0480ed5c11a7643af3dec6e7e0e80b4e28170719,
uk__GB.ENG.AB.03.Gen.ReEx.001.001__f030,GB.ENG.AB.03.Gen.ReEx.001.001,uk,0.3,3,ATTEMPTED,True,COMPLETED,0,0,0,429317.3883704744,4.0,False,False,False,1aaf55f86268feb5ebf1ceeded18daa0b9f5aab742237ec975a53781e26f4a6b,
uk__GB.ENG.AB.03.Gen.ReEx.001.001__f050,GB.ENG.AB.03.Gen.ReEx.001.001,uk,0.5,1,ATTEMPTED,True,COMPLETED,0,0,0,429228.3912597699,4.167,False,False,False,2936591a07b81f16bbab5ca527c7295e16a6ce0f4d3b1a5343764397dcec40b5,
uk__GB.ENG.AB.03.Gen.ReEx.001.001__f050,GB.ENG.AB.03.Gen.ReEx.001.001,uk,0.5,2,ATTEMPTED,False,ENGINE_FAILED,1,1,1,None,0.516,False,False,False,b79da5514d9e1c67eb05698a37d0bbe069f2562122839ad8557fcb40bf8b3d6d,
uk__GB.ENG.AB.03.Gen.ReEx.001.001__f050,GB.ENG.AB.03.Gen.ReEx.001.001,uk,0.5,3,ATTEMPTED,True,COMPLETED,0,0,0,429228.3912597699,3.994,False,False,False,929007930af1a5dc3d828e534b254740c6d180c0e39b393679e2c9109f7b4c3b,
uk__GB.ENG.AB.03.Gen.ReEx.001.001__f100,GB.ENG.AB.03.Gen.ReEx.001.001,uk,1.0,1,ATTEMPTED,True,COMPLETED,0,0,0,429061.3701589201,4.021,False,False,False,2b7152e8887da632e0cfab4b56cc2979f2268229a39e76fd1ca4a12b102c656c,
uk__GB.ENG.AB.03.Gen.ReEx.001.001__f100,GB.ENG.AB.03.Gen.ReEx.001.001,uk,1.0,2,ATTEMPTED,True,COMPLETED,0,0,0,429061.3701589201,4.006,False,False,False,507a9b977a505302f85c5deac17799fca603c02fa87d5a76bad18f1bb9adbeba,
uk__GB.ENG.AB.03.Gen.ReEx.001.001__f100,GB.ENG.AB.03.Gen.ReEx.001.001,uk,1.0,3,ATTEMPTED,False,ENGINE_FAILED,1,1,1,None,0.528,False,False,False,5ea9e010557ba15f458a92f3241ecdc37d46239ef1f53a5159f32da73a9a43d1,
uk__GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001__f000,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,uk,0.0,1,BUILD_REFUSED,,,,,,,0.03,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001__f000,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,uk,0.0,2,BUILD_REFUSED,,,,,,,0.028,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001__f000,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,uk,0.0,3,BUILD_REFUSED,,,,,,,0.03,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001__f015,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,uk,0.15,1,BUILD_REFUSED,,,,,,,0.033,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001__f015,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,uk,0.15,2,BUILD_REFUSED,,,,,,,0.033,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001__f015,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,uk,0.15,3,BUILD_REFUSED,,,,,,,0.033,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001__f030,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,uk,0.3,1,BUILD_REFUSED,,,,,,,0.032,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001__f030,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,uk,0.3,2,BUILD_REFUSED,,,,,,,0.028,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001__f030,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,uk,0.3,3,BUILD_REFUSED,,,,,,,0.031,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001__f050,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,uk,0.5,1,BUILD_REFUSED,,,,,,,0.038,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001__f050,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,uk,0.5,2,BUILD_REFUSED,,,,,,,0.029,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
