Date/Time,BATIMENT0000000240877159_PART0_F0_DWELLING_0 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240877159_PART0_F0_DWELLING_1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly) 
 01/02  16:00:00,2174405.6892649587,2240352.6900963997 
 01/02  17:00:00,2424551.1913025496,2481926.9224610343 
 01/02  18:00:00,2966862.2466321927,3009896.5225155777 
 01/02  19:00:00,3144640.320984296,3179833.6396694994 
 01/02  20:00:00,3205632.5691336994,3234544.3203766197 
 01/02  21:00:00,3247429.216955116,3271015.784861045 
 01/02  22:00:00,3337370.137282069,3356463.9979879414 
 01/02  23:00:00,3451568.140346795,3467095.5009329566 
 01/02  24:00:00,3629497.9847760308,3642106.439317214 
 01/03  01:00:00,3842864.1008052304,3853124.0177285266 
 01/03  02:00:00,4006931.6827623406,4013184.5352627877 
 01/03  03:00:00,4150700.3826522105,4154616.363202594 
 01/03  04:00:00,4258083.752316087,4260393.337664656 
 01/03  05:00:00,4331861.001045189,4332865.526183554 
 01/03  06:00:00,4374916.780622368,4374849.955688849 
 01/03  07:00:00,4418262.526525931,4417351.254782199 
 01/03  08:00:00,4455094.480648097,4453528.07890737 
 01/03  09:00:00,4487950.74357277,4485825.1544803735 
 01/03  10:00:00,4461797.685580399,4458493.225992197 
 01/03  11:00:00,4303930.366612494,4296925.678910801 
 01/03  12:00:00,3999469.720199301,4005101.797267623 
 01/03  13:00:00,3637862.563575185,3753226.4112637336 
 01/03  14:00:00,3310609.532152293,3599010.528295182 
 01/03  15:00:00,2985288.800675514,3505313.8363631163 
 01/03  16:00:00,2730086.31743427,3481212.9235809417 
 01/03  17:00:00,3375931.957011068,3754676.7498208587 
 01/03  18:00:00,4354005.597455557,4445265.291140505 
 01/03  19:00:00,4808735.730327198,4882299.321538728 
 01/03  20:00:00,4944275.4066476375,5004487.173983857 
 01/03  21:00:00,5141778.950688564,5190872.763474039 
 01/03  22:00:00,5380839.5632518,5420875.735242723 
 01/03  23:00:00,5505629.23535841,5538542.06453136 
 01/03  24:00:00,5802984.307681939,5830435.012177195 
 01/04  01:00:00,6077181.732344892,6098581.824615866 
 01/04  02:00:00,6210437.6506357575,6226101.800589634 
 01/04  03:00:00,6113967.7084776,6124534.199584103 
 01/04  04:00:00,6016741.493973346,6026707.219142288 
 01/04  05:00:00,6075222.361746482,6085357.044231676 
 01/04  06:00:00,6146883.78044636,6156571.619715215 
 01/04  07:00:00,6222487.5737438975,6227221.023737502 
 01/04  08:00:00,6224759.408787362,6232584.429870789 
 01/04  09:00:00,6215061.952811064,6222654.102482806 
 01/04  10:00:00,6152007.055432552,6161105.090140406 
 01/04  11:00:00,5712067.767352171,5732895.083518653 
 01/04  12:00:00,4974483.638349837,5146232.401179751 
 01/04  13:00:00,3949327.5051969998,4504598.3106464185 
 01/04  14:00:00,3344103.368443137,3988945.1087470655 
 01/04  15:00:00,2976284.5437907795,3657705.8875926603 
 01/04  16:00:00,2741193.9997477634,3474184.9883477273 
 01/04  17:00:00,3062141.184726535,3529892.6019943077 
 01/04  18:00:00,3806952.7558537945,3928068.1682561953 
 01/04  19:00:00,4002200.1353004687,4101043.7316248002 
 01/04  20:00:00,4129994.3354580104,4211205.881092068 
 01/04  21:00:00,4131240.524051817,4197892.546895827 
 01/04  22:00:00,4162143.723285882,4216251.252283538 
 01/04  23:00:00,4151049.327451102,4195410.083192337 
 01/04  24:00:00,4103558.871980986,4140724.6794299637 
 01/05  01:00:00,4196180.660726604,4226151.4454531595 
 01/05  02:00:00,4242724.259022452,4267531.655111872 
 01/05  03:00:00,4226651.171147575,4247212.334129933 
 01/05  04:00:00,4251614.983652328,4267985.510435835 
 01/05  05:00:00,4252469.9508757545,4266067.723956708 
 01/05  06:00:00,4240274.6268465165,4251943.450336523 
 01/05  07:00:00,4240486.59077374,4250203.672827505 
 01/05  08:00:00,4255525.978436837,4263037.3024806 
 01/05  09:00:00,4215022.106017107,4221074.327751212 
 01/05  10:00:00,4123602.1280929507,4128932.352733557 
 01/05  11:00:00,3962040.5510070487,3966451.946475889 
 01/05  12:00:00,3668651.846565368,3669437.037386603 
 01/05  13:00:00,3410883.884900208,3408159.519088989 
 01/05  14:00:00,3105819.091100992,3099365.185145409 
 01/05  15:00:00,2949739.5212855306,2944611.3974210354 
 01/05  16:00:00,2957683.9561898694,2963876.4955995725 
 01/05  17:00:00,2955539.0212710574,2996653.1057819966 
 01/05  18:00:00,3375538.7542838766,3380958.0024435045 
 01/05  19:00:00,3627042.643322519,3631441.8166619916 
 01/05  20:00:00,3797361.199561324,3801514.540358202 
 01/05  21:00:00,3905598.4825915773,3909292.3751881574 
 01/05  22:00:00,3887829.516448985,3890537.30681812 
 01/05  23:00:00,3815009.8222369435,3816455.64765555 
 01/05  24:00:00,3696297.701469198,3695946.342716743 
 01/06  01:00:00,3636144.9948351486,3634860.4517021216 
 01/06  02:00:00,3677083.532705538,3675438.953932179 
 01/06  03:00:00,3737952.0695610736,3735966.8241328727 
 01/06  04:00:00,3838149.067890328,3836727.280446221 
 01/06  05:00:00,3835094.656802641,3833331.1007838543 
 01/06  06:00:00,3800901.6338443984,3798360.964852794 
 01/06  07:00:00,3786533.051409798,3783886.6716764653 
 01/06  08:00:00,3791388.9709744337,3791694.302822099 
 01/06  09:00:00,3782939.871764396,3785162.3141516005 
 01/06  10:00:00,3733980.7921977825,3737412.71967282 
 01/06  11:00:00,3549489.595301314,3548958.443087527 
 01/06  12:00:00,3247088.0894303834,3263996.686579576 
 01/06  13:00:00,2957317.5963623533,3052381.4534848216 
 01/06  14:00:00,2647958.0017672647,2889509.2543863035 
 01/06  15:00:00,2512177.239718045,2828203.206956636 
 01/06  16:00:00,2641268.3408040367,2916613.011140624 
 01/06  17:00:00,2993855.7262555594,3143835.444830707 
 01/06  18:00:00,3437429.393965518,3481862.4897792526 
 01/06  19:00:00,3731132.8091011187,3766995.2304264903 
 01/06  20:00:00,4064413.653922805,4093945.7860067375 
 01/06  21:00:00,4262324.057326512,4287051.813609283 
 01/06  22:00:00,4527986.860466038,4547501.147395631 
 01/06  23:00:00,4795079.768986637,4810425.596686521 
 01/06  24:00:00,4884557.185052694,4896355.682111433 
 01/07  01:00:00,4796115.25120246,4804078.827221195 
 01/07  02:00:00,4801617.482639179,4807145.666829694 
 01/07  03:00:00,4858502.705439706,4862506.768452047 
 01/07  04:00:00,4838799.430122436,4841392.110795769 
 01/07  05:00:00,4825764.456432208,4827653.785375024 
 01/07  06:00:00,4853108.675517344,4854377.489019861 
 01/07  07:00:00,4790575.91441864,4791491.481880581 
 01/07  08:00:00,4661541.216810805,4662443.489611461 
 01/07  09:00:00,4595605.279124529,4596658.7148350105 
 01/07  10:00:00,4414599.8008578755,4432109.115462908 
 01/07  11:00:00,3637675.2436014516,3919862.8963042614 
 01/07  12:00:00,2433951.7263009027,3272807.822766105 
 01/07  13:00:00,1637548.0731632186,2739800.3715350237 
 01/07  14:00:00,732543.310994115,2345855.8580113887 
 01/07  15:00:00,309628.8318591309,2173390.669438936 
 01/07  16:00:00,780965.1228123418,2225661.6038320763 
 01/07  17:00:00,1809567.3271615147,2470613.6016466813 
 01/07  18:00:00,2596323.4272376304,2894055.602319792 
 01/07  19:00:00,2863193.2895940593,3107389.069726811 
 01/07  20:00:00,2918121.914635071,3117439.5334774097 
 01/07  21:00:00,2954178.1683233464,3116728.0213331743 
 01/07  22:00:00,3026886.9238344547,3160992.083804885 
 01/07  23:00:00,3053168.302453527,3162635.3658691254 
 01/07  24:00:00,3067582.6676305225,3155760.8877303516 
 01/08  01:00:00,2955461.925736356,3026321.1468321243 
 01/08  02:00:00,2895419.324450269,2953188.6150868926 
 01/08  03:00:00,2897255.0099654403,2944158.8692141618 
 01/08  04:00:00,2897838.002716352,2936306.557644816 
 01/08  05:00:00,2924125.7252364764,2955099.4981684797 
 01/08  06:00:00,3039132.725945998,3064089.17140878 
 01/08  07:00:00,3125212.3408738184,3145674.0449069636 
 01/08  08:00:00,3127164.3491818784,3144207.0062151295 
 01/08  09:00:00,3212311.6651022807,3225942.456183113 
 01/08  10:00:00,3299423.1571088764,3310979.2287551966 
 01/08  11:00:00,3057900.564824086,3071418.2584292796 
 01/08  12:00:00,2677365.8032825943,2726342.2184415176 
 01/08  13:00:00,2453143.5891392194,2544416.9487560694 
 01/08  14:00:00,2174857.1084789764,2394598.5436188793 
 01/08  15:00:00,1842711.4042620873,2245579.356030502 
 01/08  16:00:00,2306042.2853128607,2448893.459769493 
 01/08  17:00:00,2356798.7884666384,2511227.02238687 
 01/08  18:00:00,2741888.1189686866,2783888.429815044 
 01/08  19:00:00,2794468.590366105,2828177.5205951123 
 01/08  20:00:00,2847093.330486144,2874747.9281164077 
 01/08  21:00:00,2979958.710854198,3002533.803362048 
 01/08  22:00:00,3171933.8709478956,3190144.7892682105 
 01/08  23:00:00,3329924.5907439343,3344610.1648429073 
 01/08  24:00:00,3430486.484814546,3442444.0155148897 
 01/09  01:00:00,3618981.6306299465,3628146.4756211024 
 01/09  02:00:00,3904542.6327911494,3910296.575305243 
 01/09  03:00:00,4297875.661877017,4301703.430972415 
 01/09  04:00:00,4650351.1772709405,4653370.327288105 
 01/09  05:00:00,5054335.381539559,5055492.603298744 
 01/09  06:00:00,5522283.425431328,5522236.577906514 
 01/09  07:00:00,5843230.205618501,5842942.329998415 
 01/09  08:00:00,5906296.662967609,5906548.671026776 
 01/09  09:00:00,5744122.863375454,5746620.986308032 
 01/09  10:00:00,5418481.17269995,5424707.556587103 
 01/09  11:00:00,4778174.694194993,4879432.649383652 
 01/09  12:00:00,3800613.9080822105,4384239.73487001 
 01/09  13:00:00,2989535.3037615097,3981961.9846612085 
 01/09  14:00:00,2769017.6840161346,3634046.746951502 
 01/09  15:00:00,2936248.449128089,3879807.267333193 
 01/09  16:00:00,4750917.434844981,4911688.212702504 
 01/09  17:00:00,3984945.106357136,4399043.866298074 
 01/09  18:00:00,4753264.718020443,4874749.726518675 
 01/09  19:00:00,5002910.493931418,5101618.647367411 
 01/09  20:00:00,5168713.398352075,5248736.571903678 
 01/09  21:00:00,5334474.314452216,5398968.916449259 
 01/09  22:00:00,5355142.935309293,5406767.76901869 
 01/09  23:00:00,5297933.869192617,5339209.787037681 
 01/09  24:00:00,5376996.222094029,5410250.934378045 
 01/10  01:00:00,5438333.727240209,5465305.9469012935 
 01/10  02:00:00,5486302.941024825,5507828.850327237 
 01/10  03:00:00,5490837.061304433,5507790.906455034 
 01/10  04:00:00,5515193.888729015,5527663.077272357 
 01/10  05:00:00,5605087.184716112,5613734.91257666 
 01/10  06:00:00,5809052.165007263,5815880.051051829 
 01/10  07:00:00,6093255.091937383,6097947.320582421 
 01/10  08:00:00,5965451.56306502,5966755.8078725105 
 01/10  09:00:00,6088355.276998514,6091007.4730576435 
 01/10  10:00:00,6359868.338284204,6375593.49906572 
 01/10  11:00:00,5698016.128333898,5877382.644553952 
 01/10  12:00:00,4498847.978633356,5136568.020538732 
 01/10  13:00:00,3237249.950647326,4437825.271244876 
 01/10  14:00:00,2103828.414656217,3885339.239305066 
 01/10  15:00:00,1955099.290250588,4010051.0110434527 
 01/10  16:00:00,3099495.396602636,4287825.843718824 
 01/10  17:00:00,3876992.2315806644,4353946.394515665 
 01/10  18:00:00,4227089.367810477,4489188.717035309 
 01/10  19:00:00,4328659.01176494,4541341.948558383 
 01/10  20:00:00,4469272.307718401,4642299.595700733 
 01/10  21:00:00,4561651.4806641685,4702465.494217256 
 01/10  22:00:00,4655387.648135679,4769362.448322175 
 01/10  23:00:00,4734898.383586769,4828098.257869182 
 01/10  24:00:00,4726634.379712832,4802683.419519699 
 01/11  01:00:00,4975722.752801427,5037184.020435602 
 01/11  02:00:00,5144976.014867475,5196117.588568283 
 01/11  03:00:00,5198803.680786553,5241521.382664284 
 01/11  04:00:00,5184859.51651965,5220417.672091545 
 01/11  05:00:00,5138367.448481489,5168102.943277955 
 01/11  06:00:00,5334404.860773122,5359411.646474784 
 01/11  07:00:00,5411206.125751904,5432783.291522132 
 01/11  08:00:00,5419679.072403216,5438052.790724656 
 01/11  09:00:00,5546855.877552349,5562447.858406518 
 01/11  10:00:00,5369061.278662739,5384565.403415607 
 01/11  11:00:00,4706715.690920166,4737423.819311027 
 01/11  12:00:00,4201911.582318769,4263040.5864527775 
 01/11  13:00:00,4051013.71635971,4095947.043493596 
 01/11  14:00:00,4301926.970611016,4317750.757652685 
 01/11  15:00:00,4493987.059757562,4504944.404976778 
 01/11  16:00:00,3958615.8906820165,4044109.5507769133 
 01/11  17:00:00,3744199.8776038284,3898391.4340701047 
 01/11  18:00:00,4253705.210539526,4273537.744039638 
 01/11  19:00:00,4783416.5682968,4797158.284318591 
 01/11  20:00:00,5365793.56591184,5374658.938689075 
 01/11  21:00:00,5713756.639090411,5720704.017765264 
 01/11  22:00:00,5802789.279652424,5808763.628739812 
 01/11  23:00:00,5933932.873668368,5939139.005865188 
 01/11  24:00:00,6126706.991428522,6133349.325770418 
 01/12  01:00:00,6398892.335667237,6405829.956825465 
 01/12  02:00:00,6601673.9103763625,6606695.230774219 
 01/12  03:00:00,6875454.494912559,6879345.073691701 
 01/12  04:00:00,6970480.433307184,6975412.190043252 
 01/12  05:00:00,6722527.997626169,6729296.306159773 
 01/12  06:00:00,6515059.250242838,6522619.273407186 
 01/12  07:00:00,6733805.156286848,6739557.224491409 
 01/12  08:00:00,6852908.250855025,6857552.36847808 
 01/12  09:00:00,6497703.729918362,6503930.848906998 
 01/12  10:00:00,6075898.325754555,6084179.656957001 
 01/12  11:00:00,5601394.363978025,5615610.807540657 
 01/12  12:00:00,4673123.463604595,4748057.534764065 
 01/12  13:00:00,3866147.9692945792,3994203.98581466 
 01/12  14:00:00,3409503.403470934,3576620.8195789736 
 01/12  15:00:00,3270264.8921342287,3399315.8606702806 
 01/12  16:00:00,3078712.107000463,3307032.110794778 
 01/12  17:00:00,3241641.659548819,3451659.445210746 
 01/12  18:00:00,3818267.0471678013,3856198.833898411 
 01/12  19:00:00,4064934.491703083,4095564.16199396 
 01/12  20:00:00,4221325.432453025,4246998.191234362 
 01/12  21:00:00,4336383.367732917,4357748.206070676 
 01/12  22:00:00,4479635.959640687,4497758.154984687 
 01/12  23:00:00,4591930.157847901,4607477.113783055 
 01/12  24:00:00,4679131.849115272,4692477.90318668 
 01/13  01:00:00,4710235.077081898,4721672.242274802 
 01/13  02:00:00,4729453.182622472,4739317.142648033 
 01/13  03:00:00,4724010.887545918,4732513.509056777 
 01/13  04:00:00,4671551.368957629,4678856.394741407 
 01/13  05:00:00,4612954.172785955,4619347.797791404 
 01/13  06:00:00,4653885.652423622,4658710.890404535 
 01/13  07:00:00,4660718.510595107,4664557.814453983 
 01/13  08:00:00,4532370.382649273,4536237.1227872325 
 01/13  09:00:00,4430117.55164194,4433753.687811735 
 01/13  10:00:00,4368140.55625976,4372428.884953531 
 01/13  11:00:00,4222347.512925015,4229447.093211316 
 01/13  12:00:00,3929866.2788695404,3957532.707756487 
 01/13  13:00:00,3087667.600765183,3426776.5016505388 
 01/13  14:00:00,2022274.2670005723,2995265.5830627563 
 01/13  15:00:00,2008498.908104068,2939917.7997636143 
 01/13  16:00:00,1799858.2161421154,2807309.149465162 
 01/13  17:00:00,2257356.140636923,2836165.764174924 
 01/13  18:00:00,3631765.356598786,3805317.8069161484 
 01/13  19:00:00,4241622.095565876,4383659.384031483 
 01/13  20:00:00,4291207.888791816,4409297.109572578 
 01/13  21:00:00,4532358.064778507,4628529.160771686 
 01/13  22:00:00,4981367.9489414375,5058609.032258752 
 01/13  23:00:00,5169083.527358858,5232735.115706906 
 01/13  24:00:00,5190575.870781618,5242845.969421517 
 01/14  01:00:00,5274058.995333925,5316202.445533138 
 01/14  02:00:00,5302230.049718107,5336727.047460498 
 01/14  03:00:00,5353221.5584509345,5381062.029611518 
 01/14  04:00:00,5302537.9788063895,5326731.7898594905 
 01/14  05:00:00,5321064.71623774,5342664.480573176 
 01/14  06:00:00,5556656.543012064,5574765.594936816 
 01/14  07:00:00,5711356.201696973,5727215.114837563 
 01/14  08:00:00,5771365.344065043,5786016.249257881 
 01/14  09:00:00,5854958.161098262,5868342.749563385 
 01/14  10:00:00,5812077.576826226,5826878.086324252 
 01/14  11:00:00,5319242.906153022,5362156.202296006 
 01/14  12:00:00,4494494.471752184,4725723.951758986 
 01/14  13:00:00,3403994.826078515,4092289.776366275 
 01/14  14:00:00,2606609.166137143,3521503.957229743 
 01/14  15:00:00,2367696.083931155,3137576.498068369 
 01/14  16:00:00,2588967.878992972,3056316.4014583887 
 01/14  17:00:00,3020470.225697836,3229040.2795638326 
 01/14  18:00:00,3382250.1680965577,3489704.646445998 
 01/14  19:00:00,3491604.45578056,3578290.843917429 
 01/14  20:00:00,3584258.0062567806,3654662.3494017185 
 01/14  21:00:00,3699097.5593927107,3756369.946958554 
 01/14  22:00:00,3757073.802388653,3803822.5212663393 
 01/14  23:00:00,3780003.403140772,3817882.5565077206 
 01/14  24:00:00,3694762.5946868043,3725116.9607660454 
 01/15  01:00:00,3612607.9223201354,3637729.0894430736 
 01/15  02:00:00,3623828.725651932,3644074.4951305883 
 01/15  03:00:00,3646799.180486434,3663027.8492055535 
 01/15  04:00:00,3657179.0958993463,3670548.0037118327 
 01/15  05:00:00,3672394.471308923,3683010.6600674265 
 01/15  06:00:00,3736722.4976297272,3745221.565460932 
 01/15  07:00:00,3829435.137817297,3836191.1680377983 
 01/15  08:00:00,3858405.7259512264,3863749.6873554913 
 01/15  09:00:00,3806747.2450808603,3811267.6189129166 
 01/15  10:00:00,4038149.5181999393,4042490.84037742 
 01/15  11:00:00,4624248.768081605,4627194.355463435 
 01/15  12:00:00,4925666.435339006,4928051.425150993 
 01/15  13:00:00,4861098.951551961,4859194.730723001 
 01/15  14:00:00,4583538.496925659,4606113.477114662 
 01/15  15:00:00,4080582.068963399,4495830.563960711 
 01/15  16:00:00,3595696.3531739563,4445348.59529103 
 01/15  17:00:00,4148701.924767598,4668573.629406326 
 01/15  18:00:00,5374431.423759757,5460576.665852603 
 01/15  19:00:00,5608757.380552964,5679722.2909082575 
 01/15  20:00:00,5673597.995110308,5732980.070237819 
 01/15  21:00:00,5928485.078847645,5976018.28600355 
 01/15  22:00:00,6208444.254740441,6246031.428052993 
 01/15  23:00:00,6432541.097666352,6462788.503290168 
 01/15  24:00:00,6652166.590175508,6676719.939232908 
 01/16  01:00:00,6802284.320730511,6822484.975499285 
 01/16  02:00:00,6847543.806257487,6865193.863421366 
 01/16  03:00:00,6812557.454966914,6827700.539313409 
 01/16  04:00:00,6803309.977077963,6815431.382171005 
 01/16  05:00:00,6591048.485539777,6599935.949427704 
 01/16  06:00:00,6249050.656769529,6255703.103855967 
 01/16  07:00:00,5948421.502716215,5953528.823089336 
 01/16  08:00:00,5715952.851392432,5719319.166060721 
 01/16  09:00:00,5631340.000124807,5633112.024310017 
 01/16  10:00:00,5719305.091885747,5719470.4950233055 
 01/16  11:00:00,5528386.723985889,5577679.665973051 
 01/16  12:00:00,4662864.394789175,5037935.014712257 
 01/16  13:00:00,3897250.232093848,4560845.424359046 
 01/16  14:00:00,3297580.239893171,4105264.6544042537 
 01/16  15:00:00,2932115.2467604466,3791000.5774345174 
 01/16  16:00:00,3088174.807248233,3879939.120142319 
 01/16  17:00:00,3686551.5083003603,4220728.742102485 
 01/16  18:00:00,4611383.227757131,4751078.280968133 
 01/16  19:00:00,5005448.532592787,5117485.368929917 
 01/16  20:00:00,5448078.130092746,5539676.554774478 
 01/16  21:00:00,5819228.344083493,5893956.075311469 
 01/16  22:00:00,5981279.603793724,6042888.738695662 
 01/16  23:00:00,6121567.58875429,6172550.7633181475 
 01/16  24:00:00,6469784.166571357,6511664.15677485 
 01/17  01:00:00,6792253.552007506,6826737.497538306 
 01/17  02:00:00,6746787.785192979,6777324.468982669 
 01/17  03:00:00,6642001.144390254,6668839.844960726 
 01/17  04:00:00,6657912.858182164,6679844.673551679 
 01/17  05:00:00,6517966.459600473,6537032.294119746 
 01/17  06:00:00,6323051.031013208,6340136.358077301 
 01/17  07:00:00,6205281.2597382665,6220162.917597933 
 01/17  08:00:00,6129967.82365115,6142986.4037646605 
 01/17  09:00:00,6233775.619910315,6245295.774537855 
 01/17  10:00:00,6392033.007995467,6402419.079659675 
 01/17  11:00:00,6216572.919721951,6227555.435690008 
 01/17  12:00:00,5702545.038136968,5735112.794842343 
 01/17  13:00:00,4945536.439172762,5164831.084786958 
 01/17  14:00:00,4011793.8931152103,4664615.514971431 
 01/17  15:00:00,3507139.3980885157,4355009.629544337 
 01/17  16:00:00,2782252.603848963,4030703.6922176667 
 01/17  17:00:00,3624259.8558352496,4243957.35235169 
 01/17  18:00:00,4818583.495147276,4976870.757005162 
 01/17  19:00:00,5266464.246333702,5395205.194330187 
 01/17  20:00:00,5410344.802492005,5516401.73129938 
 01/17  21:00:00,5539350.808745864,5624934.427235508 
 01/17  22:00:00,5749459.90859997,5819254.312328972 
 01/17  23:00:00,5992635.188284701,6050916.2259856425 
 01/17  24:00:00,6173751.285934407,6223022.311877789 
 01/18  01:00:00,6249172.26654695,6290374.032321945 
 01/18  02:00:00,6391315.9989338815,6425079.771296855 
 01/18  03:00:00,6475999.208963282,6504974.2218018435 
 01/18  04:00:00,6512122.969481328,6535923.3695448125 
 01/18  05:00:00,6608471.668744309,6627139.329698292 
 01/18  06:00:00,6719252.3192242775,6734418.164335091 
 01/18  07:00:00,6802707.2572335,6815856.073537484 
 01/18  08:00:00,6836143.976147758,6848258.837990381 
 01/18  09:00:00,6866068.860514361,6877518.553863122 
 01/18  10:00:00,6714282.781732324,6721796.137582027 
 01/18  11:00:00,6524503.036784127,6518651.725438515 
 01/18  12:00:00,6679314.471955689,6678326.67179903 
 01/18  13:00:00,6853530.361154256,6855829.082209073 
 01/18  14:00:00,6945783.525558382,6947601.287228912 
 01/18  15:00:00,6770979.232545257,6787871.457779721 
 01/18  16:00:00,6453573.234928359,6506271.181428386 
 01/18  17:00:00,6575740.5316337,6618090.878594975 
 01/18  18:00:00,6915917.421320302,6919520.419986403 
 01/18  19:00:00,7237384.03922868,7239515.805669777 
 01/18  20:00:00,7581719.32612668,7582969.006002038 
 01/18  21:00:00,8022218.06285394,8022407.055714072 
 01/18  22:00:00,8357017.22798126,8356420.322700635 
 01/18  23:00:00,8464215.581966558,8462904.61405564 
 01/18  24:00:00,8247565.342102022,8244435.92487861 
 01/19  01:00:00,8079163.524543365,8075561.790406908 
 01/19  02:00:00,8360838.987005232,8357300.717532108 
 01/19  03:00:00,8582624.245889854,8578699.147446826 
 01/19  04:00:00,8602581.785261052,8598991.666120697 
 01/19  05:00:00,8796476.37418728,8793586.182228444 
 01/19  06:00:00,9021715.228486711,9020552.393333375 
 01/19  07:00:00,9115126.027915766,9118282.595799029 
 01/19  08:00:00,8919041.83226533,8921838.013434134 
 01/19  09:00:00,8621869.953745477,8623612.381047813 
 01/19  10:00:00,8208859.809928721,8203172.332144573 
 01/19  11:00:00,7608776.009683754,7615644.04316602 
 01/19  12:00:00,7027367.122462093,7153136.490395275 
 01/19  13:00:00,6550256.9687938895,6897653.819746537 
 01/19  14:00:00,5607087.617618485,6564614.267809864 
 01/19  15:00:00,5248550.174739173,6352033.737710748 
 01/19  16:00:00,5123345.461729266,6193982.90669152 
 01/19  17:00:00,5837252.1050439915,6363517.689717536 
 01/19  18:00:00,6742958.223595652,6882685.897798534 
 01/19  19:00:00,7026697.529621027,7146617.547907392 
 01/19  20:00:00,7603218.916723779,7695958.624870652 
 01/19  21:00:00,8032324.5615916,8102755.699786381 
 01/19  22:00:00,8269192.509562237,8325269.371487719 
 01/19  23:00:00,8811297.669880688,8855221.387168296 
 01/19  24:00:00,9002600.68271498,9036825.888861798 
 01/20  01:00:00,8871170.098483656,8897361.398003142 
 01/20  02:00:00,8873222.950576782,8892719.55897786 
 01/20  03:00:00,8839708.76639295,8854031.249395102 
 01/20  04:00:00,8720019.460049033,8730382.139164252 
 01/20  05:00:00,8458080.939457627,8464900.91031607 
 01/20  06:00:00,8285438.623308946,8290297.694172441 
 01/20  07:00:00,8356178.523629559,8359752.934856149 
 01/20  08:00:00,8588376.077949213,8591159.869785458 
 01/20  09:00:00,8785933.856500685,8787620.897898858 
 01/20  10:00:00,8443876.255731758,8519265.30065739 
 01/20  11:00:00,7135389.013214827,7753138.200063721 
 01/20  12:00:00,5950964.686684181,7137446.498564901 
 01/20  13:00:00,4909277.780800673,6765253.134467451 
 01/20  14:00:00,4736397.712889705,6511987.799905512 
 01/20  15:00:00,4249834.766654596,6324308.079289119 
 01/20  16:00:00,4809827.588182793,6295860.911825372 
 01/20  17:00:00,5877430.114428048,6560749.38577899 
 01/20  18:00:00,6885957.403712413,7165668.081557489 
 01/20  19:00:00,7397691.4517995715,7622276.589273389 
 01/20  20:00:00,7746995.555338483,7926487.215122865 
 01/20  21:00:00,8050438.995318778,8193297.146990876 
 01/20  22:00:00,8131844.481479882,8245076.387890335 
 01/20  23:00:00,8004814.443350339,8093831.5278724665 
