Date/Time,BATIMENT0000000240877527_PART0_F0_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240877527_PART0_F1_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240877527_PART0_F2_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240877527_PART0_F3_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240877527_PART0_F4_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly) 
 01/02  12:00:00,1850360.8475537505,608207.1029393249,363549.7037739842,735110.7218194404,6937178.731494227 
 01/02  13:00:00,1473241.4782883541,176845.10825997932,0.0,35262.03360907457,5853874.615682607 
 01/02  14:00:00,1613393.268916812,323176.7395519302,109394.25892015424,573550.2657532416,6572230.39695253 
 01/02  15:00:00,2021221.1844241656,756106.6143545046,594885.9704980488,1233139.2015302868,7793278.687779943 
 01/02  16:00:00,2442775.0874737957,1205907.4415067467,1084979.1798288012,1821276.3723353427,8986414.553826692 
 01/02  17:00:00,2778875.609522562,1569978.426715119,1482983.2412837562,2298851.0761001054,9970768.620172173 
 01/02  18:00:00,4111183.5956794648,2946513.464180314,2872797.236448276,3791355.0395301096,12755839.000462059 
 01/02  19:00:00,4524715.217837487,3387639.085774787,3321127.9299195847,4268745.98854713,13568122.87437897 
 01/02  20:00:00,4653928.2859749,3543066.1568638305,3488836.9667758774,4457363.987492552,13826996.311647404 
 01/02  21:00:00,4760174.671260092,3673025.5598240253,3629668.223974158,4614376.038360675,14033788.399877826 
 01/02  22:00:00,4903793.856543739,3840264.0214498267,3807032.261948776,4810789.657914907,14366171.873143116 
 01/02  23:00:00,5084345.849192023,4045279.080094936,4021820.2931393455,5048686.628106152,14824329.876687562 
 01/02  24:00:00,5389002.034174193,4381256.02098552,4368922.321527379,5435001.704135735,15674198.856237475 
 01/03  01:00:00,5760166.004422514,4786768.172421862,4786000.785101828,5899236.171052426,16741243.014191005 
 01/03  02:00:00,5468371.579316252,4546845.072887256,4600426.465354466,5815254.576229533,17285929.165330403 
 01/03  03:00:00,5532319.482992401,4641535.393878716,4718951.969847039,5990203.592339278,17907246.239122003 
 01/03  04:00:00,5673729.292493942,4806159.095623006,4896848.678229943,6205041.388439549,18431811.883069567 
 01/03  05:00:00,5771687.756316922,4923296.844157802,5025293.56679178,6363759.762094122,18813024.87140222 
 01/03  06:00:00,5817467.885778983,4981900.813609054,5092579.72700161,6454125.207907582,19051022.957691263 
 01/03  07:00:00,5859403.316675445,5033493.820545352,5151928.768811174,6537089.361499199,19287874.961559534 
 01/03  08:00:00,5901109.587107135,5085403.060266012,5210546.782128639,6614315.3433825355,19485576.032427397 
 01/03  09:00:00,5952755.612189961,5148758.257539647,5280226.330559041,6698998.223469438,19667887.46004645 
 01/03  10:00:00,5926856.009063875,5128001.51265586,5258761.662245953,6675375.667123794,19609701.136188637 
 01/03  11:00:00,5702067.5965710925,4875924.120052207,4974123.652949549,6328130.255963033,19050443.901406206 
 01/03  12:00:00,5254578.224463596,4354920.141956371,4367937.707928518,5574689.502296788,17955762.897675328 
 01/03  13:00:00,4763045.766180235,3797916.8897126364,3671070.6264094347,4702874.096379455,17022371.529076036 
 01/03  14:00:00,4502817.600191492,3528211.7043724842,3326725.662980731,4196510.13077636,16231513.68493726 
 01/03  15:00:00,4343161.894046796,3370978.769730271,3206648.031786196,3831072.1980543463,15427863.053149955 
 01/03  16:00:00,4270654.810628636,3320191.904449204,3280120.605251006,3921833.3376558777,14664168.975394377 
 01/03  17:00:00,4481726.514785197,3552378.130424917,3588298.2391339988,4762735.154971367,16447055.991864754 
 01/03  18:00:00,5208036.714218729,4352402.601220779,4475629.871270761,5928795.171545738,20101809.475568343 
 01/03  19:00:00,5753330.50828989,4941021.213923695,5094514.466034064,6667874.596931818,22111471.357458897 
 01/03  20:00:00,5915016.767009865,5127776.012271803,5300965.479582741,6937868.06841449,22792808.476053365 
 01/03  21:00:00,6163879.996218437,5406520.875861388,5599372.8253173055,7298975.0425824225,23662482.954575524 
 01/03  22:00:00,6479710.586375549,5758878.298113096,5972342.024542593,7741110.063817989,24767559.090452056 
 01/03  23:00:00,6585709.216047467,5887092.625159379,6119657.60890356,7953189.186311126,25500733.07007792 
 01/03  24:00:00,6849195.786309952,6179096.259353162,6437985.113368382,8381865.20255599,27104451.505702373 
 01/04  01:00:00,7234667.408523565,6590412.194833752,6863357.758131269,8882396.240125822,28411512.36135756 
 01/04  02:00:00,7539425.34945296,6911951.895486426,7184771.304013987,9225214.793423485,28918033.757321894 
 01/04  03:00:00,7775270.199179837,7150595.1812277,7398666.619732056,9356383.606605833,27907429.6501669 
 01/04  04:00:00,7917935.869880286,7290784.4913260415,7515025.912566517,9394483.41765895,27001795.76963309 
 01/04  05:00:00,8043465.1366607705,7426568.616224364,7649028.309197315,9531166.323305853,27230309.39087326 
 01/04  06:00:00,8203920.471580252,7610690.039217112,7838818.423726824,9729921.465557575,27563039.540952966 
 01/04  07:00:00,8361510.133440055,7792220.024590297,8026077.618988911,9926387.247489536,27901495.19144866 
 01/04  08:00:00,8402868.133904152,7843808.17880287,8078126.524385303,9978452.617579537,27928007.613405082 
 01/04  09:00:00,8426523.620919608,7875681.116375875,8109432.010279432,10001637.175991582,27902863.052060895 
 01/04  10:00:00,8383638.580580473,7829295.514478713,8043779.15828189,9895863.575230477,27713195.89806146 
 01/04  11:00:00,7822773.983640064,7197466.408152057,7331559.805430884,9008855.671296455,26053798.539947852 
 01/04  12:00:00,6976208.98028325,6233166.9327527,6187012.772800144,7521747.575658405,23383277.53437685 
 01/04  13:00:00,5990520.188541693,5108711.688200705,4655204.041293234,5543929.422107801,19981826.729333967 
 01/04  14:00:00,5268946.569403385,4317280.372227761,3839512.329469953,4481032.032232329,17488004.21146606 
 01/04  15:00:00,4836292.290475387,3860377.15409012,3545438.440122175,3986898.9193197065,15743160.32686166 
 01/04  16:00:00,4637576.464179889,3667809.5539121144,3518311.0214220006,4079677.295928982,14389139.467003511 
 01/04  17:00:00,4730878.86440364,3801082.7400404736,3745901.793979634,4742230.135328049,14837556.831498733 
 01/04  18:00:00,5167395.764786527,4307665.794219645,4346858.837904688,5569537.6147965975,17268289.325170554 
 01/04  19:00:00,5392382.543122066,4548332.727569867,4607939.626253214,5878653.36758501,17963354.759015217 
 01/04  20:00:00,5546061.792241035,4715241.654947351,4790819.3987210225,6096635.325567328,18424883.82727308 
 01/04  21:00:00,5516038.761653468,4687253.568228208,4774040.619912888,6096718.14110729,18387425.226255402 
 01/04  22:00:00,5515949.779775916,4683501.328153155,4778283.419469834,6118671.105520558,18477855.89001481 
 01/04  23:00:00,5485764.205740256,4656514.738341278,4759967.575086235,6111764.682287262,18414402.14652452 
 01/04  24:00:00,5415516.679647866,4584047.063440579,4692347.794944487,6042066.895859752,18180202.461586714 
 01/05  01:00:00,5508235.261303742,4676941.909234898,4790762.196780719,6160548.109863289,18526098.083953723 
 01/05  02:00:00,5547815.656640517,4717586.466862088,4836016.284456766,6225048.226703691,18730571.533921797 
 01/05  03:00:00,5506288.372778007,4670776.767557648,4790910.727509719,6183647.022385439,18674871.705920834 
 01/05  04:00:00,5518633.931202179,4679438.525307275,4801163.831717185,6203876.779157869,18775821.76730175 
 01/05  05:00:00,5516891.800941363,4678233.418672462,4802573.407060625,6211239.474061995,18772471.199140366 
 01/05  06:00:00,5501778.178913641,4663461.329048511,4790029.603864273,6198939.981993773,18713781.68671587 
 01/05  07:00:00,5498213.763577361,4658433.893043707,4785804.103608935,6196706.8874097075,18706135.852907483 
 01/05  08:00:00,5509775.777568477,4665845.251000537,4792429.143770174,6206572.19902448,18758793.710338484 
 01/05  09:00:00,5458442.769426227,4611441.467927016,4737243.207076871,6146367.5620215945,18578762.894239366 
 01/05  10:00:00,5336708.004008014,4479523.958701167,4598792.294593025,5985108.081917928,18186660.55564012 
 01/05  11:00:00,5111127.886916005,4223160.862737495,4315565.080777914,5643070.777693108,17508821.65011541 
 01/05  12:00:00,4694501.173160194,3758657.4160397677,3812568.8145337915,5047924.4277411215,16289283.099792343 
 01/05  13:00:00,4341254.984438752,3379585.2669102554,3417254.7314826148,4587012.92369696,15169737.928967984 
 01/05  14:00:00,3909618.3980974383,2901801.6874408755,2901390.3072490627,3969045.519421317,13860614.1157674 
 01/05  15:00:00,3591928.4644141546,2562616.7603464574,2553868.8317980357,3590221.3178549553,13311228.977069058 
 01/05  16:00:00,3452002.0331200026,2424974.9098701812,2438906.696971952,3516583.7467999137,13507076.63745048 
 01/05  17:00:00,3415912.207906419,2393263.8035333073,2430921.7244529813,3550521.9827890955,13518150.457766684 
 01/05  18:00:00,3876319.5085499724,2904267.4631515983,3003634.4847134994,4262664.334697393,15050085.435039774 
 01/05  19:00:00,4172786.112051851,3221820.8706861967,3336920.1901879515,4654677.9668851495,16137964.690186353 
 01/05  20:00:00,4350615.794948763,3415922.690253211,3544831.8717227625,4914055.205351798,16949448.607095886 
 01/05  21:00:00,4489594.906613877,3566196.517884798,3704411.592660221,5107703.918180764,17447956.46809978 
 01/05  22:00:00,4539604.466320514,3621954.810872409,3760912.4048664058,5160887.798574898,17327574.92642037 
 01/05  23:00:00,4544511.066198477,3624100.8882104843,3757554.9352048337,5132001.242185695,16904136.855920196 
 01/05  24:00:00,4555298.722908523,3629840.493591395,3750766.3521923427,5070796.201535126,16178445.198824536 
 01/06  01:00:00,4582466.1209929865,3655599.060951374,3768186.074342219,5051418.390466681,15784361.992273025 
 01/06  02:00:00,4659775.734277846,3738747.2440567734,3851778.580600029,5134650.85601923,15940279.64857811 
 01/06  03:00:00,4756741.342981158,3843312.945259141,3958121.375252042,5247753.642798304,16193361.672558427 
 01/06  04:00:00,4807005.5975801535,3905265.2798846546,4029965.0814139917,5356265.487499773,16767579.547341423 
 01/06  05:00:00,4819932.10172428,3919684.872370075,4045463.729295278,5374444.074232235,16745589.247896012 
 01/06  06:00:00,4857150.338023709,3954827.4651766997,4072944.463153798,5374864.653287348,16487662.204943508 
 01/06  07:00:00,4838248.318191224,3935621.0360481525,4052859.0644188,5353244.276735364,16431721.945956795 
 01/06  08:00:00,4838943.239974173,3932344.1509154392,4047966.7718314948,5347366.64036788,16452795.359983448 
 01/06  09:00:00,4834331.680531129,3928702.862167356,4043275.76946473,5340569.04799167,16424339.833562791 
 01/06  10:00:00,4771145.549836427,3854156.9672797704,3955134.525297067,5225983.686874051,16239226.163847845 
 01/06  11:00:00,4496688.100145886,3528996.428159641,3573240.374351074,4745921.34382407,15543573.332351731 
 01/06  12:00:00,4060167.864697216,3016716.439766661,2968688.596689381,3979777.377610858,14457105.422955139 
 01/06  13:00:00,3716224.1759251785,2615921.2143773516,2451308.9727050066,3311554.1656314805,13543408.151793275 
 01/06  14:00:00,3468113.138677795,2328547.0174516225,2067412.6950899772,2741603.348131002,12595474.727817288 
 01/06  15:00:00,3396093.3390577026,2246517.9469659375,2026358.437217123,2584863.9023822364,12075223.111357259 
 01/06  16:00:00,3543828.685163735,2415219.153707992,2290068.8561632605,2994192.9769495963,12308568.62360048 
 01/06  17:00:00,3856011.45076402,2775988.138084513,2721488.922968487,3681634.1012504436,13343195.880494026 
 01/06  18:00:00,4322010.92034359,3312119.087173003,3338151.3045770153,4465063.55735936,14905740.79058948 
 01/06  19:00:00,4608727.390830198,3628574.3220646256,3681449.031945319,4901604.734607895,16308444.423772115 
 01/06  20:00:00,4987253.112497015,4045122.2996131345,4125727.8762084083,5443502.738084342,17878409.167980056 
 01/06  21:00:00,5276292.75973504,4366156.175457835,4464559.927553529,5837587.188239342,18772837.00873046 
 01/06  22:00:00,5485849.474556892,4607853.857595109,4734985.174078387,6213623.546063691,20235184.356778897 
 01/06  23:00:00,5742154.45234973,4898542.872400716,5053435.566273231,6631431.850157326,21648905.28619794 
 01/06  24:00:00,5843819.95647176,5030566.610672198,5204532.807244337,6832225.854236361,22193094.26152239 
 01/07  01:00:00,5658035.756800613,4857797.016074863,5047809.429590764,6704043.135443756,22014384.53444286 
 01/07  02:00:00,5639852.880646429,4845910.842234429,5045354.446265306,6724485.442503206,22106801.249175895 
 01/07  03:00:00,5719518.316253692,4941862.817844246,5151227.661771287,6857072.216471397,22401415.41113579 
 01/07  04:00:00,5725379.731581267,4957494.177592648,5172130.79130033,6882023.503425291,22281919.661906667 
 01/07  05:00:00,5790187.05540031,5032450.918316988,5247597.291746544,6946350.896605543,22126999.75744249 
 01/07  06:00:00,5877225.588822611,5131811.411165233,5349349.889733766,7046988.007413909,22210588.268597405 
 01/07  07:00:00,5866855.228002736,5127583.0834936965,5344226.389331249,7025699.439981521,21892460.705730196 
 01/07  08:00:00,5793768.425135072,5050615.328346048,5259618.206317072,6900893.256930747,21238219.792092126 
 01/07  09:00:00,5809633.338709906,5064238.164657772,5264607.230734771,6871656.4759998135,20859235.15490272 
 01/07  10:00:00,5647133.924848453,4890851.401063842,5070778.155722926,6609588.7683548285,20169115.006927058 
 01/07  11:00:00,4944878.212317606,4143635.224356703,4256448.163320346,5429527.393570195,17852334.052007094 
 01/07  12:00:00,4045570.079285888,3172246.5730558555,2951684.1549360217,3558400.210178271,14400071.104792042 
 01/07  13:00:00,3326240.145755495,2368689.068265805,1760072.9345178693,2220193.2301588515,11666601.3210519 
 01/07  14:00:00,2870460.1380103314,1879573.437078577,1157550.9308546863,1074393.6963560446,9139169.736614963 
 01/07  15:00:00,2659015.189616142,1676146.4595160624,1219857.8428299807,759449.1059447981,7869882.412564756 
 01/07  16:00:00,2706234.7686647223,1715833.54380593,1571876.359004438,1623970.8556488664,8190215.216473491 
 01/07  17:00:00,2974244.826832029,1947068.4596984105,1844944.7646294707,2514473.0573455724,10003639.324403048 
 01/07  18:00:00,3515161.8503425852,2495611.4612757405,2443371.6746074185,3287013.9656066806,12034889.04294872 
 01/07  19:00:00,3760084.3908973583,2754609.4820801187,2730285.470832593,3658637.577661067,13026491.522637058 
 01/07  20:00:00,3881623.364873875,2880497.1651532184,2868271.2220933987,3817621.9629411073,13064030.316609375 
 01/07  21:00:00,3826835.22390864,2826385.2887722584,2829997.114599864,3813185.0693905056,13153511.566704338 
 01/07  22:00:00,3737071.998152895,2737945.025334511,2763514.820417889,3805982.6143897027,13468948.289675068 
 01/07  23:00:00,3728832.187554516,2727874.7401879807,2763861.7563545653,3827734.510809712,13494884.766292263 
 01/07  24:00:00,3813047.324067127,2813358.071315714,2853759.594545795,3921370.0427843956,13425760.139572002 
 01/08  01:00:00,3796931.9144521607,2793191.0253814743,2828995.2317382502,3859799.5594921745,12797180.274078686 
 01/08  02:00:00,3759771.501013297,2750085.870618828,2784106.1105031497,3795488.795032896,12442496.389124528 
 01/08  03:00:00,3758874.59533892,2749649.73622813,2787187.882735067,3801110.8456236864,12403094.637567874 
 01/08  04:00:00,3756458.0080841626,2746095.4974919423,2786165.5000865823,3799386.6133508543,12359797.832733016 
 01/08  05:00:00,3795949.805373767,2787189.7654680293,2829735.26072102,3846184.5297296373,12431490.224242233 
 01/08  06:00:00,3899616.1621319046,2899156.031247233,2949843.0302128005,3996350.4348153956,12940128.179634158 
 01/08  07:00:00,4025813.5485251434,3033531.3600336206,3089626.4251471134,4156635.6442894754,13294478.912054146 
 01/08  08:00:00,4084561.761940752,3096443.7693803958,3151802.076753051,4212199.096394574,13274142.239779629 
 01/08  09:00:00,4379333.286598111,3394338.328466134,3442814.5380779235,4508489.065043443,13791543.671175886 
 01/08  10:00:00,4639273.035869915,3659392.2286383314,3699155.9971481743,4766727.295786951,14320261.263717964 
 01/08  11:00:00,3991934.5976523543,2998798.496446849,3025349.5749571985,4041838.419099049,13250584.538483288 
 01/08  12:00:00,3466970.2054790733,2421254.4110692,2381030.2304534987,3256517.68262635,11946127.242903927 
 01/08  13:00:00,3128186.175371604,2054652.0122565352,1959609.8533622276,2765852.4226423986,11272289.156063708 
 01/08  14:00:00,2918767.7386312746,1823692.4177836226,1664773.0281539566,2335000.5096481857,10465889.519424496 
 01/08  15:00:00,2729402.07425479,1606229.7193666762,1420692.6098666245,1859358.8877064106,9394975.5900353 
 01/08  16:00:00,2978440.067278548,1862461.8905237946,1787803.8514502908,2528231.263092432,10384056.721186426 
 01/08  17:00:00,3104202.7742724214,2007098.9498330026,1964255.337208868,2788366.627493194,10456411.055589076 
 01/08  18:00:00,3425123.5314904805,2360061.412200529,2367490.7830908173,3314728.587151301,11701919.921036633 
 01/08  19:00:00,3513469.288416777,2455288.3863193206,2470610.0428432017,3435430.5799329015,11870861.517900012 
 01/08  20:00:00,3654946.4911353234,2603584.2357305456,2620784.9657619814,3587089.8652215013,12019103.89827523 
 01/08  21:00:00,3852747.124478386,2816814.5209495113,2842318.7565403846,3837670.8161524814,12578572.745314699 
 01/08  22:00:00,4011162.2708690786,2995981.1326734563,3039231.776865973,4098332.9293045383,13505232.881962255 
 01/08  23:00:00,4129635.9306986383,3131675.744616236,3191647.4232214955,4308908.003352258,14289946.370649168 
 01/08  24:00:00,4277001.713322848,3294053.323892158,3362688.160774396,4510672.489555611,14758476.315572534 
 01/09  01:00:00,4392587.416920984,3432115.683111871,3521235.0040219524,4743071.204753953,15734499.78019137 
 01/09  02:00:00,4521203.980264637,3587249.0667037554,3707929.119673992,5047336.025075268,17266575.156079102 
 01/09  03:00:00,4955270.265051834,4058407.9437309285,4205547.756032338,5659154.878878796,19157176.576612465 
 01/09  04:00:00,5421436.996216081,4567087.916183511,4736594.097074309,6286037.039429402,20848087.019170355 
 01/09  05:00:00,5805340.768512568,4994876.284020153,5197063.553257663,6883772.360296933,22971821.551130194 
 01/09  06:00:00,6299583.447680965,5539017.3093885295,5775665.420271941,7612702.883833712,25405466.01278584 
 01/09  07:00:00,6716879.9305264875,6000659.4688372705,6261407.259499538,8202674.582714274,27077195.373922873 
 01/09  08:00:00,6923325.839409972,6233058.295557086,6501197.488162126,8471570.994275741,27387654.998497237 
 01/09  09:00:00,7046663.510039749,6372150.0721913,6624719.644611886,8524586.307471344,26380323.807249434 
 01/09  10:00:00,6932444.100179063,6252408.594803957,6466185.918386413,8237852.952780874,24827518.526068166 
 01/09  11:00:00,6234490.0746536385,5497206.56532122,5634067.3040232565,7148841.15479274,22600680.16963945 
 01/09  12:00:00,5334262.946565225,4509288.953632995,4352707.754215337,5347271.701066543,20087428.07799501 
 01/09  13:00:00,4633519.362884212,3719428.6558589274,3079974.29409492,3840517.081295202,17773476.58545262 
 01/09  14:00:00,4369652.470882722,3436959.4400873967,2979894.217390311,3627071.782963705,16221198.811222458 
 01/09  15:00:00,4942831.633403048,4060628.4444563994,3807233.0409568227,4330908.345418874,17030431.92551533 
 01/09  16:00:00,7490655.897056406,6703799.2815738125,6697267.216726456,8055640.399339264,22845273.53683542 
 01/09  17:00:00,5757526.360062722,4978230.552818385,5022066.40194171,6342592.178353243,19623299.15707535 
 01/09  18:00:00,6076910.894480038,5335270.383599953,5453959.174568318,6997507.218317211,22196831.40191116 
 01/09  19:00:00,6268146.6605357565,5549857.654006337,5701748.525537176,7337379.997435726,23336842.22693899 
 01/09  20:00:00,6471885.514678054,5775319.185940113,5948551.632983372,7637896.984723927,24028253.003613587 
 01/09  21:00:00,6668809.631522439,5992794.840048474,6185949.883044517,7930726.644502146,24756445.864638746 
 01/09  22:00:00,6705835.335750607,6038391.4571890095,6243437.278405096,8014587.270513607,24860389.316884562 
 01/09  23:00:00,6737088.439231201,6075691.492837673,6283755.058613451,8038868.195870649,24452776.317489345 
 01/09  24:00:00,6914848.59478796,6276628.124529941,6492524.035525232,8254049.702680692,24729044.297353942 
 01/10  01:00:00,7077105.407773734,6455909.108623923,6677613.407346237,8449378.971054751,24952452.022316 
 01/10  02:00:00,7200527.442231458,6595558.658253361,6821938.235666461,8597186.260493357,25147561.016585175 
 01/10  03:00:00,7252139.623662446,6657438.719257733,6888244.215093386,8665397.719583027,25132798.186753932 
 01/10  04:00:00,7358453.2322643055,6771387.026540209,7002634.153781596,8772229.82537689,25150627.267349746 
 01/10  05:00:00,7491535.113683762,6916269.998887151,7152659.948940616,8937395.155195188,25511066.69605079 
 01/10  06:00:00,7634121.829353648,7078484.524004674,7332321.288481809,9183068.715212945,26558309.01763695 
 01/10  07:00:00,7906213.57060624,7369168.585895243,7639124.824610443,9567622.175674902,27930285.81048225 
 01/10  08:00:00,7904700.927371067,7355829.2981793685,7611025.995988043,9493369.642063595,27158088.57022444 
 01/10  09:00:00,8199190.594535607,7647858.111733976,7886180.554525407,9750249.829983188,27399665.17350296 
 01/10  10:00:00,8419050.76251481,7877006.693268207,8104705.784453299,10012622.634358376,29031559.05576577 
 01/10  11:00:00,7462414.610473603,6820661.140959985,6947698.825947905,8550949.670283247,27414471.121310327 
 01/10  12:00:00,6243111.992140787,5475388.465553499,5256913.004065982,6301302.857734644,23875692.646541644 
 01/10  13:00:00,5336781.466654353,4446205.333557323,3579735.9149142504,4194377.257091116,19586952.702894226 
 01/10  14:00:00,4884900.535353622,3967388.5456827655,2932886.3696741434,2744803.770412056,15586311.43775336 
 01/10  15:00:00,4826156.752788514,3979407.8928010846,3359839.447297748,2799607.498459341,15789326.559982184 
 01/10  16:00:00,5006267.865252014,4168292.4796173447,4031928.745060348,4585226.224481962,18461248.887553826 
 01/10  17:00:00,5326414.288335505,4493053.179098153,4432235.782970491,5601957.181663304,19467343.87346353 
 01/10  18:00:00,5747800.086821549,4958751.14284447,4969755.936065445,6254017.645381309,19942305.803085443 
 01/10  19:00:00,5917932.890170721,5139305.759299959,5173334.000656089,6488199.736796936,20081530.41592894 
 01/10  20:00:00,6090005.483355071,5328157.603078522,5387960.80586982,6751598.127467703,20541337.700348645 
 01/10  21:00:00,6204407.39359641,5456467.582908731,5537212.187678472,6938118.693839065,20834408.48979154 
 01/10  22:00:00,6334685.593717837,5601987.800241044,5701749.778547495,7136028.942967748,21157315.43652844 
 01/10  23:00:00,6450186.830314394,5731751.656442845,5847052.209091887,7309712.127725093,21444884.339644004 
 01/10  24:00:00,6420208.646127559,5707183.341742828,5835429.546080469,7314717.472387144,21369900.459502347 
 01/11  01:00:00,6636581.610053367,5941071.752140727,6091283.174823823,7644890.710747544,22499021.373496197 
 01/11  02:00:00,6886007.419510902,6212166.965948737,6377265.288463465,7974475.700571666,23206041.420469046 
 01/11  03:00:00,7048269.5828194935,6385551.951616942,6553744.490386039,8153066.594245048,23338756.454812165 
 01/11  04:00:00,7041766.716891284,6388257.068325593,6564206.634955556,8174356.380640683,23304959.123540126 
 01/11  05:00:00,6965875.5680302875,6307201.037758557,6485782.638566779,8095018.320478872,23100332.21180188 
 01/11  06:00:00,7240504.92452575,6600855.148881905,6788392.784859292,8435710.694357097,23923574.68133985 
 01/11  07:00:00,7377897.491300857,6758055.335980872,6954201.505876534,8621768.18240638,24288460.653727375 
 01/11  08:00:00,7412405.351003641,6799693.272457965,6999658.2491550045,8671586.396753212,24345004.038459994 
 01/11  09:00:00,7513054.38957795,6919318.645366807,7131373.438071124,8845436.107045675,25061086.48200701 
 01/11  10:00:00,7219034.765960844,6609525.089079272,6806980.7681295145,8489023.239065556,24531979.6200455 
 01/11  11:00:00,6424520.903101249,5735227.5695982,5856897.843991993,7331824.750228473,21829117.394603424 
