osm_id,crs_utm,building_tag,function_tag,levels,height_m,year_built,postcode,underground,roof_shape,roof_height_m,footprint_area_m2,perimeter_m,surplus_tags,provenance_levels,provenance_height_m,provenance_year_built,provenance_building_tag,provenance_function_tag,provenance_postcode,provenance_geometry,data_quality_flag,source_fixture
29608515,EPSG:32619,yes,,2.0,20.0,,02109,0,gabled,7.0,414.8971592256096,95.91777250360181,"{""addr:state"": ""MA"", ""building"": ""yes"", ""ele"": ""8"", ""gnis:feature_id"": ""618412"", ""name"": ""Old State House"", ""source"": ""esri/Boston_MA_Addresses"", ""wikidata"": ""Q1320533"", ""tourism"": ""museum"", ""addr:housenumber"": ""208"", ""addr:street"": ""Washington Street"", ""historic"": ""building"", ""addr:city"": ""Boston"", ""website"": ""https://revolutionaryspaces.org/"", ""addr:postcode"": ""02109"", ""nodes"": ""[2481136188, 2481136184, 325775622, 2481136191, 2481136199, 2481136198, 2481136214, 2481136216, 2481136228, 325731539, 2481136231, 2481136234, 2481136236, 2481136237, 2481136235, 2481136238, 326052199, 2481136233, 2481136225, 2481136226, 2481136210, 2481136209, 2481136195, 325960564, 2481136193, 7675912985, 2481136190, 2481136187, 2481136186, 2481136185, 2481136188]"", ""building:levels"": ""2"", ""building:material"": ""brick"", ""height"": ""20"", ""roof:shape"": ""gabled"", ""check_date:opening_hours"": ""2023-07-28"", ""fee"": ""yes"", ""opening_hours"": ""Mo-Su 10:00-17:00; Jan 01 off; Nov Th[4] off; Dec 25 off"", ""roof:height"": ""7"", ""roof:levels"": ""1"", ""height_raw"": ""20""}",OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,OSM_GENERIC,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,"generic_tag,no_function,no_year",boston_downtown_500m
29608517,EPSG:32619,yes,,12.0,47.6,,02108,0,flat,,835.438792269059,116.42455267764466,"{""addr:state"": ""MA"", ""building"": ""yes"", ""source"": ""esri/Boston_MA_Addresses"", ""addr:housenumber"": ""30"", ""addr:street"": ""Winter Street"", ""addr:city"": ""Boston"", ""addr:postcode"": ""02108"", ""nodes"": ""[325982512, 325888735, 326001516, 4779201921, 4779201114, 325982512]"", ""building:levels"": ""12"", ""height"": ""47.6"", ""roof:material"": ""concrete"", ""roof:shape"": ""flat"", ""height_raw"": ""47.6""}",OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,OSM_GENERIC,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,"generic_tag,no_function,no_year",boston_downtown_500m
29609883,EPSG:32619,yes,,12.0,,,02110,0,,,774.0621051645503,112.78584409764265,"{""addr:state"": ""MA"", ""building"": ""yes"", ""source"": ""esri/Boston_MA_Addresses"", ""addr:housenumber"": ""45"", ""addr:street"": ""High Street"", ""addr:city"": ""Boston"", ""addr:postcode"": ""02110"", ""nodes"": ""[4106648449, 4106648446, 4106648452, 4106648456, 4106648449]"", ""building:levels"": ""12""}",OSM_OBSERVED,OSM_MISSING,OSM_MISSING,OSM_GENERIC,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,"generic_tag,no_function,no_height,no_year",boston_downtown_500m
29609893,EPSG:32619,yes,,13.0,,,02109,0,flat,,1177.6043164959187,137.99992242586762,"{""addr:state"": ""MA"", ""building"": ""yes"", ""name"": ""One Liberty Square"", ""source"": ""esri/Boston_MA_Addresses"", ""wikidata"": ""Q132929366"", ""addr:housenumber"": ""1"", ""addr:street"": ""Liberty Square"", ""addr:city"": ""Boston"", ""addr:postcode"": ""02109"", ""nodes"": ""[325328189, 325804329, 325750090, 325457412, 325956153, 325379130, 325349131, 325340091, 325849595, 326065974, 325993265, 325973741, 325455127, 325942456, 325915901, 325893476, 325339863, 325324475, 325802178, 325758845, 325973404, 325968649, 325378370, 325355204, 325891743, 325833257, 326065430, 326000261, 325375534, 325323383, 325336460, 325795247, 326087801, 325967000, 325988066, 325346329, 325939801, 325829484, 325880530, 326060209, 325800757, 325400104, 325442717, 325913543, 325348045, 325370563, 325324581, 325745626, 326062818, 326083814, 325965380, 325985060, 325910379, 325937392, 325860151, 325898800, 325482065, 325777337, 325423168, 325475265, 325747910, 325794140, 325388970, 325428489, 325985038, 325345485, 325321509, 325332644, 325908305, 326060070, 326078516, 325963737, 325435050, 325328189]"", ""building:levels"": ""13"", ""building:material"": ""stone"", ""building:colour"": ""#EEEEEE"", ""roof:material"": ""concrete"", ""roof:shape"": ""flat""}",OSM_OBSERVED,OSM_MISSING,OSM_MISSING,OSM_GENERIC,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,"generic_tag,no_function,no_height,no_year",boston_downtown_500m
29611612,EPSG:32619,yes,,,121.0,,,0,flat,,2648.643838712954,217.72164376825512,"{""building"": ""yes"", ""name"": ""Leverett Saltonstall State Office Building"", ""nodes"": ""[325419559, 325951705, 325881527, 325983406, 1153869711, 1153869741, 325419559]"", ""fixme"": ""height and levels estimated"", ""height"": ""121m"", ""building:colour"": ""#EEEEDD"", ""roof:material"": ""concrete"", ""roof:shape"": ""flat"", ""height_raw"": ""121m""}",OSM_MISSING,OSM_OBSERVED,OSM_MISSING,OSM_GENERIC,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,"generic_tag,no_floors,no_function,no_year",boston_downtown_500m
29613450,EPSG:32619,yes,,,30.0,,,0,,,657.5365177719768,124.96667278292345,"{""building"": ""yes"", ""addr:housenumber"": ""80"", ""addr:street"": ""Essex Street"", ""nodes"": ""[325444031, 325916399, 325942790, 11887410844, 325381824, 11887420396, 11887420395, 11887420394, 11887420393, 11887420392, 325324674, 11887410843, 325336230, 325444031]"", ""height"": ""30"", ""height_raw"": ""30""}",OSM_MISSING,OSM_OBSERVED,OSM_MISSING,OSM_GENERIC,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,"generic_tag,no_floors,no_function,no_year",boston_downtown_500m
29615691,EPSG:32619,yes,,6.0,,,02109,0,,,3133.6724291127975,239.723982076916,"{""addr:state"": ""MA"", ""building"": ""yes"", ""name"": ""The Langham Boston"", ""source"": ""esri/Boston_MA_Addresses"", ""wikidata"": ""Q6486058"", ""tourism"": ""hotel"", ""addr:housenumber"": ""27-47"", ""addr:street"": ""Oliver Street"", ""addr:city"": ""Boston"", ""website"": ""https://www.langhamhotels.com/en/the-langham/boston"", ""addr:postcode"": ""02109"", ""nodes"": ""[329560034, 325911382, 325935152, 2495471241, 325927562, 2495471243, 2495471245, 2495471252, 325951787, 2495471258, 2495471256, 2495471266, 2495501589, 329560034]"", ""building:levels"": ""6"", ""building:colour"": ""white"", ""old_name"": ""Federal Reserve Bank of Boston""}",OSM_OBSERVED,OSM_MISSING,OSM_MISSING,OSM_GENERIC,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,"generic_tag,no_function,no_height,no_year",boston_downtown_500m
29616110,EPSG:32619,yes,,11.0,39.0,,02108,0,flat,,2031.023526423455,182.234000197588,"{""addr:state"": ""MA"", ""building"": ""yes"", ""source"": ""esri/Boston_MA_Addresses"", ""addr:housenumber"": ""18-32"", ""addr:street"": ""Tremont Street"", ""addr:city"": ""Boston"", ""addr:postcode"": ""02108"", ""nodes"": ""[4106650754, 325854660, 326078132, 325422245, 325951929, 4106650758, 4106650757, 4106650756, 4106650755, 4106650754]"", ""building:levels"": ""11"", ""fixme"": ""height and levels estimated"", ""height"": ""39"", ""building:colour"": ""white"", ""roof:shape"": ""flat"", ""height_raw"": ""39""}",OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,OSM_GENERIC,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,"generic_tag,no_function,no_year",boston_downtown_500m
29619653,EPSG:32619,yes,,6.0,,,,0,,,571.9081786275303,95.66072179007713,"{""building"": ""yes"", ""nodes"": ""[7288598123, 325752668, 325770191, 325798697, 7288598121, 7288598123]"", ""building:levels"": ""6"", ""building:material"": ""stone"", ""building:colour"": ""#FFBBBB""}",OSM_OBSERVED,OSM_MISSING,OSM_MISSING,OSM_GENERIC,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,"generic_tag,no_function,no_height,no_year",boston_downtown_500m
29620426,EPSG:32619,yes,,,,,02108,0,,,640.4233009745127,114.66092360659589,"{""addr:state"": ""MA"", ""building"": ""yes"", ""name"": ""Old South Meeting Place"", ""source"": ""esri/Boston_MA_Addresses"", ""tourism"": ""museum"", ""addr:housenumber"": ""2"", ""addr:street"": ""Milk Street"", ""historic"": ""building"", ""addr:city"": ""Boston"", ""addr:postcode"": ""02108"", ""nodes"": ""[7623660120, 7623660127, 7623660124, 7623660121, 325806697, 326023650, 2446260253, 783623568, 2480609651, 6100302365, 2480609653, 2446260262, 2480609652, 326048790, 7623660123, 326042544, 7623660120]"", ""building:material"": ""brick"", ""wikipedia"": ""en:Old South Meeting House"", ""fee"": ""yes"", ""opening_hours"": ""Mo-Su 10:00-17:00""}",OSM_MISSING,OSM_MISSING,OSM_MISSING,OSM_GENERIC,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,"generic_tag,no_floors,no_function,no_height,no_year",boston_downtown_500m
29620770,EPSG:32619,yes,,5.0,31.7,,,0,,,1999.8558075482997,208.88170047123674,"{""building"": ""yes"", ""name"": ""Kingston Street Substation"", ""nodes"": ""[325899239, 326011670, 326078438, 325407452, 325444992, 325915809, 325942475, 325319893, 325331244, 325484055, 325775340, 326087875, 325968910, 325987749, 325352069, 325949097, 325860177, 325895514, 326011386, 325799379, 325391028, 325430584, 325920245, 325353330, 325734008, 325324253, 325339562, 12642846242, 326009463, 326071210, 325899239]"", ""building:levels"": ""5"", ""operator"": ""Eversource"", ""height"": ""31.7"", ""frequency"": ""60"", ""location"": ""outdoor"", ""operator:wikidata"": ""Q3344199"", ""power"": ""substation"", ""substation"": ""transmission"", ""voltage"": ""345000;115000"", ""height_raw"": ""31.7""}",OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,OSM_GENERIC,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,"generic_tag,no_function,no_year",boston_downtown_500m
29623670,EPSG:32619,yes,,11.0,,,02110,0,,,736.3119692367776,129.74027808972232,"{""addr:state"": ""MA"", ""building"": ""yes"", ""name"": ""Kraft Family Building"", ""source"": ""esri/Boston_MA_Addresses"", ""addr:housenumber"": ""126-138"", ""addr:street"": ""High Street"", ""addr:city"": ""Boston"", ""addr:postcode"": ""02110"", ""nodes"": ""[325728730, 326026059, 2495527068, 7623522423, 326038318, 326163096, 326055430, 325985991, 326019207, 326009502, 2495527069, 2495527064, 325728730]"", ""building:levels"": ""11"", ""building:material"": ""brick""}",OSM_OBSERVED,OSM_MISSING,OSM_MISSING,OSM_GENERIC,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,"generic_tag,no_function,no_height,no_year",boston_downtown_500m
29624882,EPSG:32619,yes,,5.0,,,,0,,,114.18990863403398,45.556524188072515,"{""building"": ""yes"", ""nodes"": ""[2778694302, 2484163643, 325969355, 326328084, 2778694302]"", ""building:levels"": ""5""}",OSM_OBSERVED,OSM_MISSING,OSM_MISSING,OSM_GENERIC,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,"generic_tag,no_function,no_height,no_year",boston_downtown_500m
29625335,EPSG:32619,yes,,11.0,,1984.0,02109,0,,,5610.641548654074,372.92482090737275,"{""addr:state"": ""MA"", ""building"": ""yes"", ""name"": ""Boston Marriott Long Wharf"", ""tourism"": ""hotel"", ""addr:housenumber"": ""296"", ""addr:street"": ""State Street"", ""addr:city"": ""Boston"", ""website"": ""https://www.marriott.com/hotels/travel/boslw-boston-marriott-long-wharf/"", ""addr:postcode"": ""02109"", ""nodes"": ""[325370391, 2480297788, 2480297818, 2480297862, 2480297953, 2480298080, 2480298193, 325354717, 2480298319, 2480298338, 2480298342, 2480298363, 2480298365, 2480298384, 2480298388, 2480298413, 2480298416, 2480298436, 2480298443, 2480298473, 2480298497, 2480298515, 2480298517, 2480298529, 2480298531, 2480298541, 2480298543, 2480298550, 2480298552, 2480298562, 2480298564, 2480298570, 2480298573, 2480298579, 2480298580, 2480298585, 2480298588, 2480298590, 2480298592, 2480298594, 2480298596, 2480298598, 2480298600, 325891245, 2286247211, 2286247212, 2286247210, 2286247209, 325848601, 2480298052, 2480298039, 2480298007, 2480298000, 2480297972, 2480297969, 2480297943, 2480297938, 2480297916, 2480297910, 2480297887, 2480297882, 2480297864, 2480297860, 2480297849, 2480297848, 2480297842, 2480297839, 2480297830, 2480297828, 2480297822, 2480297821, 2480297812, 2480297809, 2480297803, 2480297801, 2480297795, 2480297792, 2480297787, 2480297785, 2480297782, 2480297780, 2480297777, 2480297770, 2480297767, 325370391]"", ""building:levels"": ""11"", ""building:material"": ""brick"", ""layer"": ""1"", ""phone"": ""+1-617-227-0800"", ""start_date"": ""1984"", ""opening_hours"": ""24/7"", ""bar"": ""yes"", ""brand"": ""Marriott Hotels & Resorts"", ""contact:facebook"": ""https://www.facebook.com/BostonMarriottLongWharf/"", ""contact:instagram"": ""https://www.instagram.com/marriottlongwharf/"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""customers"", ""payment:credit_cards"": ""only"", ""reservation"": ""required"", ""swimming_pool"": ""yes""}",OSM_OBSERVED,OSM_MISSING,OSM_OBSERVED,OSM_GENERIC,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,"generic_tag,no_function,no_height",boston_downtown_500m
29626135,EPSG:32619,yes,,41.0,160.0,,02109,0,flat,,2134.823875019112,190.56464323027933,"{""addr:state"": ""MA"", ""building"": ""yes"", ""name"": ""One Post Office Square"", ""source"": ""esri/Boston_MA_Addresses"", ""wikidata"": ""Q2024085"", ""addr:housenumber"": ""1"", ""addr:street"": ""Post Office Square"", ""addr:city"": ""Boston"", ""addr:postcode"": ""02109"", ""nodes"": ""[329535777, 2482217888, 2482217883, 329180839, 326002808, 325951787, 2495471252, 2495471245, 2495471243, 325927562, 325989544, 325754813, 2495501584, 325738484, 325808554, 325788250, 2482217890, 329535777]"", ""building:levels"": ""41"", ""wikipedia"": ""en:One Post Office Square"", ""height"": ""160"", ""building:colour"": ""#DDDDCC"", ""roof:material"": ""concrete"", ""roof:shape"": ""flat"", ""architect"": ""Jung Brannen Associates, Inc."", ""height_raw"": ""160""}",OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,OSM_GENERIC,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,"generic_tag,no_function,no_year",boston_downtown_500m
29626992,EPSG:32619,yes,,5.0,,,,0,gabled,,3262.437860878753,371.59775769837387,"{""building"": ""yes"", ""name"": ""South Market"", ""nodes"": ""[326043119, 6474458919, 6474458920, 6474458921, 6474458918, 325815034, 325837972, 325981278, 326043119]"", ""building:levels"": ""5"", ""roof:shape"": ""gabled"", ""roof:colour"": ""#555555""}",OSM_OBSERVED,OSM_MISSING,OSM_MISSING,OSM_GENERIC,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,"generic_tag,no_function,no_height,no_year",boston_downtown_500m
29628384,EPSG:32619,yes,,10.0,,,02109,0,flat,,426.9514313923065,84.75980836702163,"{""addr:state"": ""MA"", ""building"": ""yes"", ""name"": ""Newport Building"", ""source"": ""esri/Boston_MA_Addresses"", ""addr:housenumber"": ""56,68"", ""addr:street"": ""Devonshire Street"", ""addr:city"": ""Boston"", ""addr:postcode"": ""02109"", ""nodes"": ""[2495141914, 325980945, 326010744, 7634061560, 2495141913, 2495141914]"", ""building:levels"": ""10"", ""roof:material"": ""concrete"", ""roof:shape"": ""flat""}",OSM_OBSERVED,OSM_MISSING,OSM_MISSING,OSM_GENERIC,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,"generic_tag,no_function,no_height,no_year",boston_downtown_500m
29650679,EPSG:32619,yes,,10.0,,,02109,0,flat,,334.435210727293,73.62328912308993,"{""addr:state"": ""MA"", ""building"": ""yes"", ""source"": ""esri/Boston_MA_Addresses"", ""addr:housenumber"": ""19,21"", ""addr:street"": ""Congress Street"", ""addr:city"": ""Boston"", ""addr:postcode"": ""02109"", ""nodes"": ""[4106650753, 326328056, 9278682782, 4106650752, 4106650753]"", ""building:levels"": ""10"", ""roof:material"": ""concrete"", ""roof:shape"": ""flat""}",OSM_OBSERVED,OSM_MISSING,OSM_MISSING,OSM_GENERIC,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,"generic_tag,no_function,no_height,no_year",boston_downtown_500m
29650683,EPSG:32619,yes,,22.0,105.0,,,0,,,4194.576075236306,259.8427987589977,"{""addr:state"": ""MA"", ""building"": ""yes"", ""ele"": ""7"", ""gnis:feature_id"": ""1971406"", ""name"": ""John W. McCormack Post Office and Courthouse"", ""source"": ""USGS Geonames"", ""wikidata"": ""Q16892943"", ""addr:housenumber"": ""5"", ""addr:street"": ""Post Office Square"", ""historic"": ""building"", ""addr:city"": ""Boston"", ""nodes"": ""[326328071, 326328072, 326328073, 4776976634, 4776976632, 326328074, 326328071]"", ""building:levels"": ""22"", ""wikipedia"": ""en:John W. McCormack Post Office and Courthouse"", ""height"": ""105"", ""alt_name"": ""John W. McCormack Post Office and Courthouse"", ""addr:housename"": ""Federal Building & J.W. McCormack Post Office"", ""height_raw"": ""105""}",OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,OSM_GENERIC,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,"generic_tag,no_function,no_year",boston_downtown_500m
29650685,EPSG:32619,yes,,11.0,,,,0,,,222.07182654323748,59.74710578403276,"{""addr:state"": ""MA"", ""building"": ""yes"", ""addr:housenumber"": ""45"", ""addr:street"": ""Bromfield Street"", ""addr:city"": ""Boston"", ""nodes"": ""[2778694301, 4106646674, 326328085, 326328086, 2778694301]"", ""building:levels"": ""11""}",OSM_OBSERVED,OSM_MISSING,OSM_MISSING,OSM_GENERIC,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,"generic_tag,no_function,no_height,no_year",boston_downtown_500m
29650692,EPSG:32619,yes,,4.0,18.0,,,0,,,535.7864990518044,115.74860784935024,"{""addr:state"": ""MA"", ""building"": ""yes"", ""addr:housenumber"": ""52"", ""addr:street"": ""Temple Place"", ""addr:city"": ""Boston"", ""nodes"": ""[4106650519, 329820790, 326328125, 4779111912, 2406431580, 4779111914, 4779111913, 4779111915, 4106650524, 4106650519]"", ""building:levels"": ""4"", ""height"": ""18"", ""height_raw"": ""18""}",OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,OSM_GENERIC,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,"generic_tag,no_function,no_year",boston_downtown_500m
