Date/Time,BATIMENT0000000240877151_PART0_F0_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240877151_PART0_F1_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240877151_PART0_F2_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240877151_PART0_F3_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240877151_PART0_F4_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240877151_PART0_F5_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly) 
 01/02  10:00:00,2541855.436179891,1344830.4606082705,1215245.5976512728,1325922.6846321914,2137847.2618724247,8719472.27407159 
 01/02  11:00:00,2323339.536725511,1129593.5829663854,984911.040910391,1039822.5124359953,1728302.4002632755,8187278.880563175 
 01/02  12:00:00,1911907.9380799602,711134.7598211629,541231.7746041233,387129.4519693016,869258.2067509373,6917412.990642714 
 01/02  13:00:00,1553815.052825663,334956.55629175965,123575.56321035736,0.0,148492.63253945246,5862062.405347132 
 01/02  14:00:00,1693386.429185024,458399.85527506936,265037.25947194034,158343.79417403325,682333.4965591457,6541486.1024074145 
 01/02  15:00:00,2081089.0535862949,857014.3068353034,684006.9787899402,658875.8334551532,1317792.6459538562,7736363.6190260295 
 01/02  16:00:00,2482458.4163582795,1279127.0823308057,1122975.951264138,1141248.712108528,1893742.266111987,8913411.766231405 
 01/02  17:00:00,2799808.6422394416,1617210.3252021766,1477257.18493933,1532444.0211591828,2360814.894515564,9884065.110729907 
 01/02  18:00:00,4126227.7036582646,2984325.794800793,2841920.545658893,2911638.1450943192,3842486.39995664,12665489.656100389 
 01/02  19:00:00,4541550.480843445,3426481.023005928,3284223.5594406556,3357919.4459586684,4316107.018460825,13477101.43677913 
 01/02  20:00:00,4669100.279177166,3578383.1719254884,3441571.5044645965,3524398.0217940314,4501402.019084008,13733720.427136442 
 01/02  21:00:00,4773836.51828052,3705125.7407051567,3573481.8681503595,3664104.1784618446,4655461.805374619,13938622.50539947 
 01/02  22:00:00,4916097.484629965,3869490.3652217537,3742824.6002471345,3840494.6892973697,4849203.763124727,14267864.713760704 
 01/02  23:00:00,5095420.821834986,4071916.8505659644,3950168.6083660666,4054453.6287806877,5084646.03475022,14721605.20185953 
 01/02  24:00:00,5398865.250210511,4405374.05889628,4289216.486823141,4400879.9408972645,5468436.890274303,15563257.136969876 
 01/03  01:00:00,5768909.415552589,4808583.696868027,4698240.52277961,4817416.833939456,5930210.793158782,16619816.700244103 
 01/03  02:00:00,5458169.802590545,4540981.256182461,4470222.954865913,4639410.211111692,5847232.206446238,17140175.62673348 
 01/03  03:00:00,5515501.573997298,4625304.68781355,4570369.997584781,4760330.87513338,6021581.747275424,17750246.77504825 
 01/03  04:00:00,5654364.384154497,4785422.264499721,4738540.114214315,4938874.597567235,6235240.095268151,18268522.788203467 
 01/03  05:00:00,5750084.718372683,4898490.803534696,4858342.001148697,5067564.247334646,6392722.914844776,18644666.471442938 
 01/03  06:00:00,5793767.843566514,4953223.470692675,4917842.628972266,5134331.861272293,6481601.922687592,18878364.219033908 
 01/03  07:00:00,5833544.690090744,5000720.502506755,4968991.930252031,5192426.881207484,6562640.464995988,19110793.048545465 
 01/03  08:00:00,5873488.688964346,5049453.842858157,5021299.104251623,5250316.819100179,6638448.492067907,19304942.53586912 
 01/03  09:00:00,5922165.144357589,5108833.34378571,5084829.717553614,5318568.853688786,6721011.893189455,19483530.210989587 
 01/03  10:00:00,5899448.134913435,5092144.35077688,5067863.739534185,5298179.704542747,6697799.592333099,19425145.027357373 
 01/03  11:00:00,5698210.931177752,4873135.45343995,4827870.538235184,5019020.41012077,6355790.595406384,18870028.653054535 
 01/03  12:00:00,5300113.494322998,4423064.19752285,4326287.667531842,4419439.77750486,5614392.564312308,17782235.836750336 
 01/03  13:00:00,4856403.086291637,3937643.8840231053,3795628.183746675,3726896.698960396,4774418.059086775,16861427.96698253 
 01/03  14:00:00,4603493.386100765,3683303.709665628,3539903.65378798,3396453.427598974,4282829.837725504,16079760.526853934 
 01/03  15:00:00,4431191.23526944,3509392.7124189655,3380849.5967613156,3309008.0451271515,3911755.811705276,15237786.096327726 
 01/03  16:00:00,4313127.748818431,3396451.3178183953,3302595.779160946,3355591.8121204344,4063563.8059455506,14334454.531087121 
 01/03  17:00:00,4495292.6724564815,3581553.2329311254,3511825.2697283984,3645163.653133772,4809159.325412362,16203360.293192249 
 01/03  18:00:00,5174104.146195467,4311595.269597995,4288508.8389860615,4519527.900762284,5957011.6572355395,19837017.24545485 
 01/03  19:00:00,5710821.073830814,4886122.968839536,4878231.96656163,5137953.422534102,6691813.57444777,21826840.630673446 
 01/03  20:00:00,5866617.010329149,5063057.517672476,5064847.253288317,5343114.457091034,6958118.003611847,22500302.06446344 
 01/03  21:00:00,6108351.8256543595,5331581.774507441,5344604.306728026,5640492.0792149315,7314972.873891527,23350002.334970426 
 01/03  22:00:00,6417300.504767587,5674212.585440646,5699362.072664328,6012971.708470904,7753698.061866722,24438352.493495457 
 01/03  23:00:00,6516755.390196125,5791200.395968047,5825790.248883652,6157937.476592772,7961229.275593461,25158446.94895923 
 01/03  24:00:00,6773398.431842427,6069796.723263295,6116117.043660666,6475103.689626127,8386836.44139769,26744474.267574918 
 01/04  01:00:00,7157882.654559201,6476974.764122356,6527438.4078345075,6899511.105483087,8886339.755341306,28057085.77319016 
 01/04  02:00:00,7465220.149178839,6800806.373723593,6847891.32996116,7217801.164675431,9227106.75637485,28578415.649552327 
 01/04  03:00:00,7714406.492821977,7058356.967558222,7088844.246228289,7428835.790957893,9357862.777333647,27603191.272650868 
 01/04  04:00:00,7870896.182356004,7218510.039931861,7234524.238490833,7547305.841225739,9399924.86558738,26724735.850368254 
 01/04  05:00:00,7995660.028800811,7352875.809597512,7365797.978951927,7675742.846187384,9531668.75892183,26950703.20621935 
 01/04  06:00:00,8156485.566128419,7537564.305716046,7555697.814397696,7867876.669689033,9731954.916274821,27285112.180466577 
 01/04  07:00:00,8315780.679481973,7721379.843455365,7745174.4954058165,8059467.8404469555,9931720.494405989,27626063.327981755 
 01/04  08:00:00,8356308.631158818,7771774.343559694,7795421.575538611,8108704.74339192,9981117.768616576,27652064.148608815 
 01/04  09:00:00,8382030.5749391345,7806581.000094476,7830863.9907318745,8141509.513450686,10005619.443573989,27629654.322516512 
 01/04  10:00:00,8351345.7599758515,7778637.592206556,7792114.041508762,8077150.674050067,9900509.910879036,27440668.932285145 
 01/04  11:00:00,7840388.351327049,7220282.811613891,7184287.357373538,7374758.121634265,9025042.996550506,25796107.811875567 
 01/04  12:00:00,7048007.921934508,6340501.3236553855,6232003.486979029,6212902.797760526,7569524.113893089,23144852.182394393 
 01/04  13:00:00,6099206.142536903,5293361.196913198,5102309.371434137,4629031.901172043,5634277.115439091,19792724.018293407 
 01/04  14:00:00,5388734.834554123,4521916.739732845,4309086.757950036,3838567.688630367,4530224.447619118,17297704.720457792 
 01/04  15:00:00,4945947.608737922,4043101.760217198,3845804.282124387,3605518.876397634,4008472.1471866565,15500924.256725185 
 01/04  16:00:00,4720703.074894676,3804882.9813618306,3638694.138516141,3564551.8877121364,4195987.063480771,14067761.41901868 
 01/04  17:00:00,4776520.054210305,3880699.7697819956,3759996.3585735266,3785815.221085526,4781635.840468723,14611675.664742533 
 01/04  18:00:00,5166273.066134845,4317622.3296798365,4252181.410414737,4382281.128449942,5599054.017706489,17083938.03087312 
 01/04  19:00:00,5385486.073700952,4548807.02572036,4493368.178944832,4644812.568354012,5906752.409075932,17776650.471304074 
 01/04  20:00:00,5533914.7910080645,4707487.6768234745,4659817.878305469,4827746.753291526,6122715.270554625,18236896.949895512 
 01/04  21:00:00,5503074.855458925,4675944.012881308,4632492.443703262,4812995.778291283,6123142.606534841,18202412.04642257 
 01/04  22:00:00,5495313.054051687,4661124.274165371,4619788.830899422,4811301.313363422,6139364.723507544,18290582.88144234 
 01/04  23:00:00,5462267.884307589,4629037.467201278,4591598.284145666,4792634.34707116,6131263.958760204,18228330.023115534 
 01/04  24:00:00,5390200.5786361415,4553446.366215786,4518476.109347959,4725183.528424338,6061101.2768800305,17996660.186311234 
 01/05  01:00:00,5482266.820922636,4643822.900928532,4609954.866205153,4823782.588826429,6179357.215753779,18341517.95020585 
 01/05  02:00:00,5519195.883304387,4679652.978142138,4645856.009796698,4865753.196237947,6240724.810992949,18544256.827871576 
 01/05  03:00:00,5475972.677115048,4629459.153952248,4594727.445451044,4818030.576231858,6197149.238486351,18489675.887277342 
 01/05  04:00:00,5487290.045277398,4635805.321011425,4599804.682224871,4826232.246697972,6215546.1169186635,18590191.417101417 
 01/05  05:00:00,5485157.56827009,4633436.260707095,4598139.651149496,4827746.103475547,6223002.800160971,18587769.80024064 
 01/05  06:00:00,5468572.84038426,4616315.955873758,4582089.166984932,4813977.105442718,6209267.832731644,18528598.408194322 
 01/05  07:00:00,5464464.7544017825,4610034.3085177,4575467.549530836,4808808.736836696,6206211.011880382,18521496.286762685 
 01/05  08:00:00,5475705.706757094,4616378.799421389,4579563.493327184,4813298.4998780005,6214460.061396645,18574830.671516288 
 01/05  09:00:00,5424898.031263584,4562347.957755542,4524374.07515748,4757830.12293529,6154311.009639911,18397495.109890535 
 01/05  10:00:00,5306139.11555263,4434641.937170636,4392587.538824228,4619294.165128511,5993242.479344172,18008213.95286788 
 01/05  11:00:00,5094741.938873545,4199193.300827378,4139466.9424252026,4337551.54605248,5653440.708986791,17335584.619352266 
 01/05  12:00:00,4698531.465651108,3764999.7863775278,3680758.8406733586,3838210.1935269525,5062953.369849209,16126236.623511525 
 01/05  13:00:00,4353829.099470506,3398596.7292306167,3306348.378497171,3445797.033743253,4604565.580994407,15012293.362891294 
 01/05  14:00:00,3944917.333611412,2953786.619910429,2839050.377625147,2936447.997032152,3993130.988018716,13713166.725823177 
 01/05  15:00:00,3633164.188640293,2623154.9135109913,2505147.3111276166,2595239.3426201902,3620815.945707296,13162595.367699724 
 01/05  16:00:00,3479781.7237055423,2466354.324765432,2363394.417830049,2480799.9726627534,3547643.19761185,13338408.429087572 
 01/05  17:00:00,3426869.9058332387,2411173.3531796252,2323426.1765574496,2470219.1595143266,3576763.5919503206,13345127.20998349 
 01/05  18:00:00,3844461.539909976,2862747.7807581406,2813963.0433934308,3032281.882219625,4276347.830483907,14847126.354793724 
 01/05  19:00:00,4134690.5660507847,3171361.5610960918,3132238.015333865,3366109.2654525186,4667203.231369309,15919516.117600312 
 01/05  20:00:00,4307353.333828532,3357353.31137219,3326246.98649251,3574126.8094421863,4925243.351404202,16717526.89442692 
 01/05  21:00:00,4443409.777509821,3502795.1402166644,3476799.1533457055,3733884.209960905,5118185.47730457,17210989.30991009 
 01/05  22:00:00,4494797.588823059,3559787.078141445,3534285.493792109,3791170.7199029885,5172404.556279057,17101258.043676797 
 01/05  23:00:00,4503363.691716866,3566500.224250213,3537748.4377381545,3788498.365829669,5145267.159469032,16695835.020691449 
 01/05  24:00:00,4521488.3188478565,3582393.6296539577,3546901.9009728655,3783417.9727051076,5087472.4037126675,15997646.649784075 
 01/06  01:00:00,4553156.427788769,3614686.9085718375,3575509.979117118,3802364.680938838,5070586.270948201,15619544.212341908 
 01/06  02:00:00,4630500.32119176,3697967.9198062173,3659756.2186990664,3886475.5915700356,5154448.724489733,15776946.51171913 
 01/06  03:00:00,4723502.192530601,3798892.768373524,3762881.6538428366,3991335.4734439636,5266846.500430821,16029808.131004944 
 01/06  04:00:00,4773500.971157175,3857809.223178381,3827069.5641368073,4064991.6925179577,5375176.811803203,16588397.010021273 
 01/06  05:00:00,4786679.260017086,3872082.657988465,3841323.8613948533,4080275.1789501416,5393622.957600566,16570220.191603081 
 01/06  06:00:00,4826569.95495713,3911597.640230884,3876778.7768473253,4107430.802499338,5394864.694377283,16323936.257891556 
 01/06  07:00:00,4806614.158212317,3890937.3296736437,3855139.1725413725,4085304.7014578483,5371618.184782391,16268288.019272208 
 01/06  08:00:00,4807214.012714159,3887224.6182632325,3849470.4897070173,4079016.3332376573,5364986.194998855,16289853.591477878 
 01/06  09:00:00,4800698.656476682,3881336.801855225,3842744.557632088,4071226.528562393,5355675.790721623,16260836.591847079 
 01/06  10:00:00,4749762.375065491,3823135.68848426,3775890.133420189,3988712.2695580223,5246748.905862853,16080579.692766692 
 01/06  11:00:00,4506472.081162246,3543721.358616434,3458697.2284315503,3607467.6993793566,4767947.359895959,15385488.613380885 
 01/06  12:00:00,4121036.363873504,3105665.8858306934,2967063.79643367,3010111.7541583064,4017998.315897676,14307801.90260841 
 01/06  13:00:00,3819532.078120461,2768483.4873140957,2589839.5131836287,2500248.478672029,3376810.645463279,13416393.283588186 
 01/06  14:00:00,3587181.1512679197,2510142.074719976,2308575.261739667,2121986.041545015,2814030.8407607083,12478452.264523428 
 01/06  15:00:00,3507888.29340517,2418762.906546502,2220413.255438068,2100750.147741248,2648937.5192517536,11936946.853723425 
 01/06  16:00:00,3632296.924792984,2551528.6386484923,2374919.2549521457,2349283.2426511454,3079168.5058962554,12146258.059910048 
 01/06  17:00:00,3904339.3486978323,2854661.478667558,2716113.919296908,2767204.4872623016,3721418.1929045394,13203268.113744235 
 01/06  18:00:00,4325404.679012272,3325196.9519571764,3236653.9255164913,3378685.596846744,4497954.513690718,14757266.381733742 
 01/06  19:00:00,4599691.47270071,3623269.0531429877,3549361.6220156252,3719236.924242458,4929574.253753575,16137294.131583571 
 01/06  20:00:00,4968662.827233835,4025206.786540548,3966797.6207223535,4163385.870458782,5468519.917693939,17685086.47776776 
 01/06  21:00:00,5253084.817004705,4338979.602122408,4291245.816985068,4503169.831864455,5861478.479150018,18570632.991908852 
 01/06  22:00:00,5451035.388811118,4562519.159571893,4530073.338230461,4771209.628390084,6232620.875487055,20004835.297658034 
 01/06  23:00:00,5698036.466126013,4838452.292073106,4821024.261182391,5089286.465975661,6647497.746418083,21393869.801953025 
 01/06  24:00:00,5792737.609219678,4960329.195775176,4955243.444683479,5239858.975329425,6844975.226616484,21918866.376433026 
 01/07  01:00:00,5599365.785745671,4776319.588932266,4781257.748146803,5081298.081733382,6712894.72555167,21722742.31897254 
 01/07  02:00:00,5577159.012729171,4757881.020619857,4767992.423357904,5077399.467006081,6730758.452943922,21807184.715192594 
 01/07  03:00:00,5653995.89610008,4849298.704047889,4865407.211375233,5183156.203114812,6862006.40476031,22095141.470324807 
 01/07  04:00:00,5658051.571765465,4862649.990003531,4882717.066777414,5203912.17722278,6885580.136865455,21969716.610174675 
 01/07  05:00:00,5723435.009437046,4939186.663636866,4960869.058495597,5279988.801718556,6949606.213188311,21814639.40366789 
 01/07  06:00:00,5809783.135566168,5038311.507423772,5062622.826128959,5381964.998908875,7049535.001494381,21893892.10503566 
 01/07  07:00:00,5800833.436715751,5036143.611091789,5060703.7107847,5377125.329637159,7028596.0218965635,21581629.848077305 
 01/07  08:00:00,5730921.4595925035,4964021.194970811,4984877.73747893,5292242.982334454,6903759.135214529,20938792.515747596 
 01/07  09:00:00,5751132.761980348,4984689.883247308,5001286.669315451,5298340.910687098,6876449.748999031,20574232.49396012 
 01/07  10:00:00,5606555.639920611,4832575.312700516,4837162.882241961,5107874.851149995,6617127.277163497,19898287.162061706 
 01/07  11:00:00,4944097.513389915,4134298.7678632527,4108853.868756293,4275610.405805795,5465849.659345187,17636000.857138876 
 01/07  12:00:00,4074081.280471161,3222462.593642355,3153792.4592915177,2920446.7780068377,3718303.06521933,14267766.852946982 
 01/07  13:00:00,3375200.045261644,2484669.367816828,2370859.961634587,1761147.0277257354,2452868.277794029,11629308.953970259 
 01/07  14:00:00,2902975.1229795157,1987556.7748748576,1867343.877824857,1153725.5410216139,1297726.9498094786,9101689.31532252 
 01/07  15:00:00,2668163.325819964,1748037.4886925917,1673671.2834185914,1354377.6854121424,972637.1919843545,7799924.987950616 
 01/07  16:00:00,2712683.0554634216,1758986.2980085178,1695636.0134987503,1667035.7720869244,1856840.3179243892,8045912.78745451 
 01/07  17:00:00,2993155.371898048,1999149.7461487004,1914044.8550920542,1917983.0084883333,2618223.243766947,9905374.36658725 
 01/07  18:00:00,3496785.7079075356,2496686.9151703054,2423717.1434696876,2490699.999651851,3355589.020381932,11895140.944653481 
 01/07  19:00:00,3735863.629821361,2745620.658386663,2679717.695162229,2775563.5234331037,3718064.8381193453,12867807.959787223 
 01/07  20:00:00,3861088.9031155547,2873857.97335217,2807252.0648724474,2914186.567293322,3874160.4499336965,12922354.505607555 
 01/07  21:00:00,3801527.824813593,2811804.988234884,2748414.5298596486,2872706.807363913,3861791.16386545,12995775.176055625 
 01/07  22:00:00,3701488.5762187284,2708168.308613266,2651573.867134345,2800701.962116033,3843936.5884250384,13277350.154307995 
 01/07  23:00:00,3691158.70789845,2693667.809182043,2638243.767973787,2798747.1376559273,3860395.7838272415,13297961.706112681 
 01/07  24:00:00,3778880.606102544,2781879.0693035033,2725000.0593992765,2888869.004327015,3953249.5287601966,13247680.468962204 
 01/08  01:00:00,3771598.8857569057,2771881.9534600833,2709696.880473937,2867099.4162430414,3894550.883948062,12652023.239795342 
 01/08  02:00:00,3737655.8693317845,2732058.837167474,2666695.658692124,2822201.3373228055,3829886.644289693,12310396.31657191 
 01/08  03:00:00,3736751.380545283,2729001.1333868303,2663178.629524847,2822219.620196716,3832248.613252389,12272837.630501935 
 01/08  04:00:00,3734638.240235934,2726555.969314299,2661091.974582218,2822794.014849678,3830927.652531909,12231988.190436598 
 01/08  05:00:00,3774676.575475567,2767928.0395893287,2702733.2830839306,2866701.7404849315,3877340.646484558,12305716.261505356 
 01/08  06:00:00,3875213.3919363334,2875307.5070235906,2813739.8279719492,2985969.384778775,4025197.1986204586,12801720.877356812 
 01/08  07:00:00,4001480.817529702,3009088.9830018375,2949483.5851238095,3126197.872874267,4184930.8576903623,13156003.455133041 
 01/08  08:00:00,4063128.167663424,3075433.2357717073,3014984.478180313,3189700.0597080784,4241984.3144045565,13146065.27395307 
 01/08  09:00:00,4362916.658069868,3379364.9740055082,3311412.4701056075,3478751.363382797,4537232.297130257,13667435.501158945 
 01/08  10:00:00,4631499.334731819,3655322.7437685844,3579777.8667601147,3735832.0635012873,4796579.167722463,14199453.247609248 
 01/08  11:00:00,4005476.5954495748,3023256.6517824475,2943632.2952070637,3077564.3828700036,4084801.37389742,13133776.972053744 
 01/08  12:00:00,3529570.212547047,2508379.12380815,2391794.4496969813,2443964.638286502,3317877.947834843,11845192.825525101 
 01/08  13:00:00,3208735.672900944,2170554.16825982,2038972.449793934,2030855.461149951,2844078.1845299345,11180405.126584118 
 01/08  14:00:00,3010591.8615844613,1958895.3997547515,1816731.0930985464,1745552.5095086053,2427291.6179029606,10394272.635980377 
 01/08  15:00:00,2825341.9197529657,1751011.579875633,1600017.1134027578,1521874.4552652747,1955159.6264813563,9324329.207050867 
 01/08  16:00:00,3044011.439669755,1962068.8626006288,1827278.2142174626,1858753.8735571806,2604545.9230657895,10292387.409340993 
 01/08  17:00:00,3148173.1932392847,2077133.8641001894,1960043.776798714,2027832.1459365136,2847116.313691606,10376078.166576182 
 01/08  18:00:00,3427465.9851424405,2373398.16144131,2284182.9688534318,2413649.189428333,3355006.1121565066,11584278.085563399 
 01/08  19:00:00,3511777.6101495023,2463156.0065564043,2377577.3617254323,2515384.0580697474,3473731.5458533093,11753270.486279361 
 01/08  20:00:00,3653153.168299321,2611628.798816705,2526976.11185528,2666135.8912254632,3625985.5494290935,11910504.290735794 
 01/08  21:00:00,3848389.171298807,2820992.1648381115,2740716.5572684137,2887382.254244746,3875516.8856932735,12466593.175581215 
 01/08  22:00:00,3997577.2074954086,2987468.611603648,2917034.003966314,3081753.5568125965,4131411.068023066,13365278.263327165 
 01/08  23:00:00,4107543.369295311,3111191.585312937,3049737.812476618,3231588.149364475,4337329.811541694,14124386.066428967 
 01/08  24:00:00,4252378.823959176,3269566.6115869153,3212695.207634867,3402116.0141961975,4537545.666556847,14587092.597562453 
 01/09  01:00:00,4357537.711342331,3393038.5721916407,3347756.339092611,3557867.6357128248,4764522.438512076,15529086.048975106 
 01/09  02:00:00,4470813.378338994,3525609.294602481,3497514.1903075534,3740850.2738655224,5061712.209634554,17013967.204312842 
 01/09  03:00:00,4898722.222380638,3985157.784171442,3970631.2650697194,4238854.182059679,5671234.12709917,18883033.0492373 
 01/09  04:00:00,5361419.011076538,4486935.757152612,4484532.179529277,4771482.834276269,6297149.100224415,20559977.831780557 
 01/09  05:00:00,5733688.364294988,4896623.878430193,4911603.339866121,5230310.649999056,6890130.159354478,22647560.80916083 
 01/09  06:00:00,6216694.83533884,5422647.024428472,5455271.052238847,5807138.141607309,7614571.892321804,25050237.90873614 
 01/09  07:00:00,6629183.1066959,5875161.415008537,5919925.876484116,6292658.762628531,8202261.123504531,26708172.52004234 
 01/09  08:00:00,6836838.1478952635,6107996.139053599,6156053.334651662,6532081.483261485,8470466.020122904,27026143.055507734 
 01/09  09:00:00,6983435.607418815,6276306.787381412,6315802.321902043,6666295.375023371,8531900.111729369,26050925.090064935 
 01/09  10:00:00,6901022.96662522,6199735.647455242,6218578.995304863,6517734.464919686,8256066.921671243,24540622.881452482 
 01/09  11:00:00,6245646.395493693,5510942.711435311,5491113.096686395,5689813.393511405,7195254.40083858,22353613.547228154 
 01/09  12:00:00,5380087.85684494,4588323.148248573,4516009.136189109,4356837.135126722,5489114.057692373,19873014.265785005 
 01/09  13:00:00,4700233.6421189075,3863164.7480597817,3733518.2481082017,3067038.3233878994,4020086.4521673433,17617797.76521919 
 01/09  14:00:00,4454971.660029604,3593954.47569115,3465556.48749631,3032425.0821863515,3756939.6204317394,16079742.93578662 
 01/09  15:00:00,5007395.43836762,4179132.8751740144,4085963.9058992015,3923851.8893524893,4449500.14018676,16843742.767395265 
 01/09  16:00:00,7503829.3569756765,6739836.949940146,6662955.651449738,6737630.155782802,8103066.881557658,22647129.79113374 
 01/09  17:00:00,5767356.212962951,5008638.105554128,4973380.097042292,5090288.021265937,6406149.477754987,19427857.80395494 
 01/09  18:00:00,6036446.909964603,5294517.897767865,5292750.755214047,5498984.646410643,7030447.633187218,21908908.815057512 
 01/09  19:00:00,6217129.893652254,5491503.557189019,5503688.718275403,5744740.067207292,7363274.892548904,23026030.1125539 
 01/09  20:00:00,6416667.567835901,5709019.901198489,5729666.870683808,5991359.918942119,7659851.505785966,23711378.34698061 
 01/09  21:00:00,6612614.562697258,5920635.7195273535,5948506.071637315,6229106.138936659,7949571.57663946,24433926.573817015 
 01/09  22:00:00,6649665.031594719,5962902.208885111,5993546.571525386,6285950.850148223,8031193.646125328,24545431.047200803 
