Date/Time,BATIMENT0000000240879681_PART0_F0_DWELLING_0 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879681_PART0_F0_DWELLING_1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly) 
 01/02  22:00:00,6927584.136785773,7640635.900330677 
 01/02  23:00:00,7155954.575589812,7893262.024756452 
 01/02  24:00:00,7529760.354271351,8305465.099097604 
 01/03  01:00:00,7984603.9520983845,8806769.52622416 
 01/03  02:00:00,7981515.313772574,8802075.447328318 
 01/03  03:00:00,8173843.847950864,9013900.334122345 
 01/03  04:00:00,8363188.254419127,9222564.824958047 
 01/03  05:00:00,8489609.364039496,9361967.059836514 
 01/03  06:00:00,8550385.555650737,9429213.65698909 
 01/03  07:00:00,8612572.852795698,9498314.039283242 
 01/03  08:00:00,8668752.5432606,9560609.039099663 
 01/03  09:00:00,8727269.790487623,9625236.101349099 
 01/03  10:00:00,8664052.913065182,9555983.56331865 
 01/03  11:00:00,8329065.258150716,9189711.543723028 
 01/03  12:00:00,7683195.130252023,8490751.84329918 
 01/03  13:00:00,7001601.156850789,7742253.768541144 
 01/03  14:00:00,6540817.542736981,7095075.195732204 
 01/03  15:00:00,6269292.953846533,6408139.835056398 
 01/03  16:00:00,6325924.162555388,5826541.206884871 
 01/03  17:00:00,7218126.362242868,7067494.478187537 
 01/03  18:00:00,8626603.946765495,9383230.508549502 
 01/03  19:00:00,9485953.583200522,10358550.668275401 
 01/03  20:00:00,9727575.905873746,10646163.104075106 
 01/03  21:00:00,10124453.644032331,11102494.192093818 
 01/03  22:00:00,10593547.921328576,11633860.324164981 
 01/03  23:00:00,10815600.655819234,11891216.609581117 
 01/03  24:00:00,11372367.597938169,12515706.274894059 
 01/04  01:00:00,11866821.257937966,13068723.972546915 
 01/04  02:00:00,12087988.585990248,13319474.589724913 
 01/04  03:00:00,11845003.79481049,13056282.734476086 
 01/04  04:00:00,11618483.661241196,12809381.952361465 
 01/04  05:00:00,11718479.01765319,12924631.060082743 
 01/04  06:00:00,11866044.177265394,13085495.862609288 
 01/04  07:00:00,12011020.81373485,13245018.423310604 
 01/04  08:00:00,12009395.888477677,13244772.441995904 
 01/04  09:00:00,11991496.495990923,13225310.83352587 
 01/04  10:00:00,11859908.245563567,13088181.697523784 
 01/04  11:00:00,10982799.515915522,12135823.556407299 
 01/04  12:00:00,9543300.03682304,10611877.865019577 
 01/04  13:00:00,7696537.727145857,8562260.517901797 
 01/04  14:00:00,6731993.40781673,7231578.742309695 
 01/04  15:00:00,6263039.829576099,6363471.0093814405 
 01/04  16:00:00,6141326.224419888,5771832.469724037 
 01/04  17:00:00,6589368.738008885,6311046.219475224 
 01/04  18:00:00,7470246.903944458,8118432.174673824 
 01/04  19:00:00,7832463.562323651,8546835.107553877 
 01/04  20:00:00,8068273.664869745,8829407.277003068 
 01/04  21:00:00,8047268.514244497,8820813.068149216 
 01/04  22:00:00,8093674.373132648,8876685.756469425 
 01/04  23:00:00,8059202.389252541,8849499.871201567 
 01/04  24:00:00,7964221.075789655,8753085.961239373 
 01/05  01:00:00,8134593.389400613,8944020.83694884 
 01/05  02:00:00,8203617.202884598,9029160.343070364 
 01/05  03:00:00,8161604.33579877,8990001.599345071 
 01/05  04:00:00,8199450.961456671,9036013.081414156 
 01/05  05:00:00,8197839.690353888,9034909.902047921 
 01/05  06:00:00,8170803.0526066,9009394.72552741 
 01/05  07:00:00,8166253.209352833,9006551.682896975 
 01/05  08:00:00,8187988.8481757045,9033754.379032359 
 01/05  09:00:00,8101552.008942497,8942422.410677765 
 01/05  10:00:00,7919870.534166025,8745288.751431108 
 01/05  11:00:00,7597534.279386129,8389977.096686397 
 01/05  12:00:00,7014864.755754108,7751260.783922325 
 01/05  13:00:00,6517783.824492796,7200625.703641769 
 01/05  14:00:00,5914663.116958805,6536256.570778931 
 01/05  15:00:00,5631976.1488955235,6221010.43480212 
 01/05  16:00:00,5699028.48985377,6272871.951667909 
 01/05  17:00:00,5795920.929125034,6267105.008267924 
 01/05  18:00:00,6588515.508147389,7262185.098091429 
 01/05  19:00:00,7089051.767862906,7816733.086739223 
 01/05  20:00:00,7427542.35264938,8191595.6446686275 
 01/05  21:00:00,7638145.2870122325,8424950.338124068 
 01/05  22:00:00,7587527.212959794,8369453.801586499 
 01/05  23:00:00,7426301.926043412,8191639.145990598 
 01/05  24:00:00,7174613.972251595,7913219.258045841 
 01/06  01:00:00,7055345.457162265,7781192.262827255 
 01/06  02:00:00,7136593.780300431,7870620.688523252 
 01/06  03:00:00,7253938.827479133,8005046.797662261 
 01/06  04:00:00,7452373.785671735,8231197.541302962 
 01/06  05:00:00,7433964.8262857925,8211885.215618797 
 01/06  06:00:00,7352373.206349706,8127924.406401476 
 01/06  07:00:00,7309214.111580966,8081914.304162422 
 01/06  08:00:00,7317710.071206259,8090038.259963399 
 01/06  09:00:00,7298076.83794583,8066253.156315971 
 01/06  10:00:00,7196325.340567794,7957356.436730366 
 01/06  11:00:00,6796737.524027554,7533162.522820013 
 01/06  12:00:00,6161197.381547734,6864341.791855228 
 01/06  13:00:00,5621982.668620765,6262910.804555624 
 01/06  14:00:00,5151206.111498659,5631660.498448059 
 01/06  15:00:00,5039137.079519641,5320295.075966669 
 01/06  16:00:00,5369295.540580598,5563045.401070323 
 01/06  17:00:00,5974584.522726215,6313765.5771297105 
 01/06  18:00:00,6693111.739203003,7350297.583697439 
 01/06  19:00:00,7265534.521682512,7991854.259516964 
 01/06  20:00:00,7921666.666742943,8723287.3747445 
 01/06  21:00:00,8308444.382887058,9156945.585168391 
 01/06  22:00:00,8825469.267078891,9731771.579544034 
 01/06  23:00:00,9350045.80771641,10314778.743643036 
 01/06  24:00:00,9538850.849614114,10526562.74734286 
 01/07  01:00:00,9377266.687180117,10349688.344854916 
 01/07  02:00:00,9393041.63730301,10369168.314199433 
 01/07  03:00:00,9503515.12980035,10492971.773093918 
 01/07  04:00:00,9481409.945607107,10469299.708282638 
 01/07  05:00:00,9479939.840435488,10468075.299879523 
 01/07  06:00:00,9561528.46040911,10558057.731436662 
 01/07  07:00:00,9450759.96481284,10435834.51569554 
 01/07  08:00:00,9213912.129644824,10174195.32266886 
 01/07  09:00:00,9097741.074147658,10045996.826591766 
 01/07  10:00:00,8731194.581683796,9665497.753574248 
 01/07  11:00:00,7216403.484831268,8202562.015084788 
 01/07  12:00:00,4985034.879347372,5908652.527982576 
 01/07  13:00:00,3596603.23955407,4073220.4406156084 
 01/07  14:00:00,2428641.323452331,2044223.6996158396 
 01/07  15:00:00,2291720.450032477,884827.2757553875 
 01/07  16:00:00,3388542.215064251,1734464.5340165654 
 01/07  17:00:00,4526246.783649998,3913720.910732818 
 01/07  18:00:00,5494979.86609119,5812204.169284057 
 01/07  19:00:00,5974607.033420546,6388700.942758588 
 01/07  20:00:00,6021597.930421839,6479773.35138675 
 01/07  21:00:00,6067507.664597489,6562292.470556383 
 01/07  22:00:00,6199592.923969976,6732673.45783326 
 01/07  23:00:00,6231584.418736706,6789697.438380497 
 01/07  24:00:00,6213164.058460098,6787195.221343496 
 01/08  01:00:00,5944440.497542732,6505459.522059464 
 01/08  02:00:00,5808153.948762149,6366235.58966086 
 01/08  03:00:00,5796650.4774726145,6362114.617102171 
 01/08  04:00:00,5785719.519397272,6357046.89827283 
 01/08  05:00:00,5827381.2745236885,6408566.844123439 
 01/08  06:00:00,6059242.163102214,6668694.138422149 
 01/08  07:00:00,6218142.1913789455,6847377.889252937 
 01/08  08:00:00,6206809.221785683,6837650.596933665 
 01/08  09:00:00,6452669.310213395,7109328.941789864 
 01/08  10:00:00,6676429.501720145,7358037.426186006 
 01/08  11:00:00,6001348.351358661,6623088.442279231 
 01/08  12:00:00,5205627.461301196,5782586.600312108 
 01/08  13:00:00,4777031.930246369,5310638.225767287 
 01/08  14:00:00,4339948.239877175,4734945.0795323 
 01/08  15:00:00,3924737.3922141283,4035097.7559927604 
 01/08  16:00:00,4621656.415535914,4961911.51579962 
 01/08  17:00:00,4827590.725083118,5018661.601032919 
 01/08  18:00:00,5449337.307987465,5973364.357483951 
 01/08  19:00:00,5547502.216750436,6089409.201923808 
 01/08  20:00:00,5649776.846870698,6208476.6732044965 
 01/08  21:00:00,5912362.687946704,6502974.998254481 
 01/08  22:00:00,6304356.886311615,6939290.31130521 
 01/08  23:00:00,6626354.404309292,7297962.990606628 
 01/08  24:00:00,6826635.849335859,7521886.754023011 
 01/09  01:00:00,7203926.181344369,7940553.975674775 
 01/09  02:00:00,7751176.341036968,8546846.687757097 
 01/09  03:00:00,8499150.959032793,9372065.738782069 
 01/09  04:00:00,9175112.372014008,10116877.855653318 
 01/09  05:00:00,9955640.55260306,10980746.88670506 
 01/09  06:00:00,10852081.130710572,11972634.255956862 
 01/09  07:00:00,11461617.65237496,12646462.970953953 
 01/09  08:00:00,11559704.107227564,12755759.382801928 
 01/09  09:00:00,11233541.677219853,12403359.360450948 
 01/09  10:00:00,10595675.166160183,11704546.16747284 
 01/09  11:00:00,9330658.215465449,10374391.825679231 
 01/09  12:00:00,7524544.3337252075,8565413.101364862 
 01/09  13:00:00,6180752.527414727,6943358.645325469 
 01/09  14:00:00,5942909.031380486,6289395.7342247665 
 01/09  15:00:00,6688920.688661287,6645141.792299663 
 01/09  16:00:00,10001382.92967607,10955063.848569473 
 01/09  17:00:00,8499469.178353464,8542268.429060003 
 01/09  18:00:00,9505637.339945165,10408223.545437507 
 01/09  19:00:00,9958370.775317434,10926153.904497003 
 01/09  20:00:00,10255131.774692956,11266050.735874183 
 01/09  21:00:00,10546457.776259674,11597488.450375954 
 01/09  22:00:00,10533179.471302954,11590835.99233574 
 01/09  23:00:00,10425584.77226464,11479071.606990296 
 01/09  24:00:00,10628674.165780438,11709776.352840718 
 01/10  01:00:00,10780732.881487193,11883090.385184633 
 01/10  02:00:00,10888956.349118195,12006736.054561608 
 01/10  03:00:00,10865546.728788145,11982806.530990047 
 01/10  04:00:00,10864092.695186555,11980998.440038033 
 01/10  05:00:00,11000716.86219939,12131306.668688787 
 01/10  06:00:00,11390400.93631641,12562544.861087983 
 01/10  07:00:00,11910282.478550877,13136932.460357485 
 01/10  08:00:00,11590187.331591567,12784502.56515392 
 01/10  09:00:00,11785692.419878937,13022401.726797715 
 01/10  10:00:00,12315577.016349914,13623854.928619906 
 01/10  11:00:00,11044483.248335632,12360425.623398544 
 01/10  12:00:00,8819079.461701576,10063674.310258845 
 01/10  13:00:00,6635943.489692861,7499385.667303423 
 01/10  14:00:00,5108014.448421547,4978178.019159248 
 01/10  15:00:00,5624361.084586695,4447645.011990713 
 01/10  16:00:00,7471638.503733521,6820730.704575494 
 01/10  17:00:00,8107818.241932236,8364397.851090338 
 01/10  18:00:00,8479988.217258072,9190104.440922186 
 01/10  19:00:00,8631837.726858202,9395823.444307422 
 01/10  20:00:00,8879035.059332546,9697521.248637408 
 01/10  21:00:00,9036888.239860237,9894798.686302554 
 01/10  22:00:00,9206477.119024461,10100549.537504256 
 01/10  23:00:00,9346950.769589802,10270533.802877406 
 01/10  24:00:00,9295635.663208898,10226995.108899469 
 01/11  01:00:00,9767621.531911854,10757765.264230832 
 01/11  02:00:00,10071053.92618181,11101867.769892927 
 01/11  03:00:00,10159775.599044718,11207259.86234141 
 01/11  04:00:00,10111541.288004402,11159626.71382072 
 01/11  05:00:00,10004288.859074567,11043721.562899867 
 01/11  06:00:00,10385319.122337187,11452060.308887633 
 01/11  07:00:00,10533603.13488667,11614617.0809928 
 01/11  08:00:00,10553312.287962433,11639013.292192172 
 01/11  09:00:00,10808074.341445202,11927853.94446944 
 01/11  10:00:00,10454260.636301974,11553953.013499614 
 01/11  11:00:00,9121014.836914899,10114987.82317545 
 01/11  12:00:00,8098557.722662627,9008502.301165521 
 01/11  13:00:00,7784084.791087024,8648140.084644284 
 01/11  14:00:00,8453498.818361253,9358005.705195477 
 01/11  15:00:00,9034717.90998042,9985239.146241318 
 01/11  16:00:00,7695854.567029595,8407375.004382515 
 01/11  17:00:00,7456957.273881154,7878463.152552454 
 01/11  18:00:00,8245923.141529998,9084849.46212429 
 01/11  19:00:00,9301943.707196796,10248600.226774776 
 01/11  20:00:00,10459139.271004645,11526923.061023701 
 01/11  21:00:00,11137090.485378219,12277487.310606863 
 01/11  22:00:00,11289559.243503753,12448655.168445406 
 01/11  23:00:00,11535840.839986812,12723448.277542606 
 01/11  24:00:00,11898123.02159739,13122808.151800042 
 01/12  01:00:00,12432198.734804664,13712003.768223131 
 01/12  02:00:00,12850655.155316701,14173085.013643565 
 01/12  03:00:00,13388102.15981118,14774141.786154978 
 01/12  04:00:00,13555883.193261776,14959720.163943276 
 01/12  05:00:00,13042696.915944174,14393140.716235675 
 01/12  06:00:00,12619397.589093935,13925756.131266125 
 01/12  07:00:00,13085011.136238705,14440453.50627876 
 01/12  08:00:00,13348265.515379034,14731205.893967075 
 01/12  09:00:00,12642718.428382916,13952431.832835533 
 01/12  10:00:00,11803635.00318278,13048500.285876723 
 01/12  11:00:00,10873631.144771643,12043388.655768408 
 01/12  12:00:00,9013547.890878113,10032792.382754289 
 01/12  13:00:00,7427697.752458896,8272129.053338109 
 01/12  14:00:00,6590503.52256606,7286959.777872872 
 01/12  15:00:00,6348435.304940143,6968467.773115898 
 01/12  16:00:00,6170346.004299895,6531627.460519899 
 01/12  17:00:00,6587076.702357268,6821173.793592603 
 01/12  18:00:00,7460223.83921337,8204015.019235615 
 01/12  19:00:00,7933667.962243539,8735651.31840921 
 01/12  20:00:00,8235809.94303427,9076088.110590808 
 01/12  21:00:00,8464655.82198389,9334122.663125291 
 01/12  22:00:00,8743947.3006716,9636692.538109062 
 01/12  23:00:00,8959367.515103191,9872793.693589725 
 01/12  24:00:00,9136336.297555348,10070240.7525895 
 01/13  01:00:00,9207663.579466606,10150875.354705293 
 01/13  02:00:00,9248390.74617717,10197592.608843455 
 01/13  03:00:00,9239300.772847459,10188998.616933031 
 01/13  04:00:00,9137583.97719316,10078198.60781334 
 01/13  05:00:00,9019241.434284072,9948752.166509613 
 01/13  06:00:00,9258522.24407366,10215545.09053834 
 01/13  07:00:00,9316351.218897812,10283970.200670144 
 01/13  08:00:00,8905843.092398018,9836455.047999345 
 01/13  09:00:00,8693410.756327527,9603450.48178092 
 01/13  10:00:00,8557297.161591833,9457014.416390512 
 01/13  11:00:00,8237903.908764078,9112735.773736676 
 01/13  12:00:00,7624420.399244389,8458895.73979344 
 01/13  13:00:00,6066296.081745995,6737014.003364423 
 01/13  14:00:00,4492187.374168299,4600942.757346282 
 01/13  15:00:00,4753881.3590382105,4426667.13213367 
 01/13  16:00:00,4830083.409800482,3838041.714423937 
 01/13  17:00:00,5293501.425959614,4629129.631565995 
 01/13  18:00:00,7276162.782478482,7817028.99271781 
 01/13  19:00:00,8425700.944536157,9127963.144585341 
 01/13  20:00:00,8473570.147135908,9223363.882019185 
 01/13  21:00:00,8939115.65893122,9765168.876641428 
 01/13  22:00:00,9811869.064520141,10749187.644601583 
 01/13  23:00:00,10138779.465816468,11118842.969860008 
 01/13  24:00:00,10153182.608268889,11147743.957768878 
 01/14  01:00:00,10309662.076452963,11332509.31132681 
 01/14  02:00:00,10352748.32723253,11389230.611794332 
 01/14  03:00:00,10449041.194610309,11503419.3214333 
 01/14  04:00:00,10312053.363056768,11357925.916092789 
 01/14  05:00:00,10330405.881207008,11392700.682174323 
 01/14  06:00:00,10800733.722927053,11914048.713920552 
 01/14  07:00:00,11088960.964874212,12225673.703828432 
 01/14  08:00:00,11212294.61758462,12370974.445417307 
 01/14  09:00:00,11400344.077965472,12594880.816266127 
 01/14  10:00:00,11306188.724434488,12501295.67652679 
 01/14  11:00:00,10307191.914637033,11437480.745041978 
 01/14  12:00:00,8721529.470435983,9768518.805383313 
 01/14  13:00:00,6806801.988281667,7631787.006147916 
 01/14  14:00:00,5592498.865571268,5930430.798657819 
 01/14  15:00:00,5257340.954590405,5247608.650821888 
 01/14  16:00:00,5541584.759463203,5578371.86227952 
 01/14  17:00:00,6136815.256302686,6493590.581993317 
 01/14  18:00:00,6739233.277493577,7368243.395121373 
 01/14  19:00:00,6946686.663603181,7611086.141519273 
 01/14  20:00:00,7118216.874590181,7810901.771602586 
 01/14  21:00:00,7336748.243232131,8061848.747325447 
 01/14  22:00:00,7447250.354875177,8193196.564311117 
 01/14  23:00:00,7492421.624167547,8248632.707567342 
 01/14  24:00:00,7316458.718631223,8058143.664826463 
 01/15  01:00:00,7151075.309400029,7878975.597563309 
 01/15  02:00:00,7173487.674350901,7906722.385365793 
 01/15  03:00:00,7219694.086492343,7960211.75052982 
 01/15  04:00:00,7241822.20568272,7986869.928845981 
 01/15  05:00:00,7275507.33786986,8024983.25285881 
 01/15  06:00:00,7406935.781219421,8171104.900045125 
 01/15  07:00:00,7600114.303430619,8385402.318111408 
 01/15  08:00:00,7662662.007597429,8455527.767838098 
 01/15  09:00:00,7541585.83917453,8322339.319433299 
 01/15  10:00:00,8100680.9236846985,8934568.949879358 
 01/15  11:00:00,9582403.857344888,10566242.732323572 
 01/15  12:00:00,10228628.106289838,11280044.037722804 
 01/15  13:00:00,9851639.33080206,10867894.794705851 
 01/15  14:00:00,8985005.524015998,9899794.491554461 
 01/15  15:00:00,8381611.249720965,8810738.469759833 
 01/15  16:00:00,8248278.341324072,7726751.364498533 
 01/15  17:00:00,9055927.238471698,8674625.861998884 
 01/15  18:00:00,10647340.343484104,11604222.764629234 
 01/15  19:00:00,11087660.722905176,12124200.206247197 
 01/15  20:00:00,11207552.149989827,12284564.870552832 
 01/15  21:00:00,11719872.339012798,12869273.34135709 
 01/15  22:00:00,12284085.214504864,13507328.470830373 
 01/15  23:00:00,12721173.986467328,14003392.359379536 
 01/15  24:00:00,13140499.487146076,14478123.58536588 
 01/16  01:00:00,13424265.751396924,14801025.955483925 
 01/16  02:00:00,13510182.079750028,14903576.92761815 
 01/16  03:00:00,13452445.23756176,14844663.71135166 
 01/16  04:00:00,13465977.391881619,14861141.911498073 
 01/16  05:00:00,13071305.784458278,14424968.35531243 
 01/16  06:00:00,12396168.41682873,13680712.05173929 
 01/16  07:00:00,11798392.291515302,13022707.567719538 
 01/16  08:00:00,11356508.401244648,12538006.382109445 
 01/16  09:00:00,11209884.43110995,12378533.453840025 
 01/16  10:00:00,11401638.348512122,12593610.125630824 
 01/16  11:00:00,10989268.127868265,12192073.81117497 
 01/16  12:00:00,9277699.237122532,10447903.463542579 
 01/16  13:00:00,7877845.232783395,8796182.971401159 
 01/16  14:00:00,6958296.890730018,7434623.755357532 
 01/16  15:00:00,6535292.982208602,6525640.174897647 
 01/16  16:00:00,7071046.87084972,6688834.886941501 
 01/16  17:00:00,8120367.548009176,7822194.758722822 
 01/16  18:00:00,9272167.049650768,10083285.261231355 
 01/16  19:00:00,9990786.288518231,10905352.34908748 
 01/16  20:00:00,10816605.386598736,11838739.539614383 
 01/16  21:00:00,11513201.08985887,12626036.515303107 
 01/16  22:00:00,11795404.337742029,12952985.030471988 
 01/16  23:00:00,12045738.028419124,13241595.755620664 
 01/16  24:00:00,12725676.630184988,14002524.756115954 
 01/17  01:00:00,13348669.880232785,14697303.377024263 
 01/17  02:00:00,13213227.28187574,14567599.713138439 
 01/17  03:00:00,13010230.473878976,14360845.888590634 
 01/17  04:00:00,13067424.336766573,14427538.531047476 
 01/17  05:00:00,12747034.986415582,14079471.487731263 
 01/17  06:00:00,12325482.24315047,13618186.181254486 
 01/17  07:00:00,12092677.834149374,13363304.551763227 
 01/17  08:00:00,11957529.943731043,13215280.997416 
 01/17  09:00:00,12190007.373495584,13472507.922298403 
 01/17  10:00:00,12544688.259582037,13865636.243328724 
 01/17  11:00:00,12198136.741373772,13493113.794209886 
 01/17  12:00:00,11162555.248450093,12368544.615991073 
 01/17  13:00:00,9741640.332379637,10789049.055221457 
 01/17  14:00:00,8256026.944893007,8889208.221013611 
 01/17  15:00:00,7704441.970647306,7730439.9926084615 
 01/17  16:00:00,7182176.185616743,5994953.890635336 
 01/17  17:00:00,8078479.201736297,7545229.5664498275 
 01/17  18:00:00,9585983.15931562,10366920.96345622 
 01/17  19:00:00,10439507.964052675,11365037.838602679 
 01/17  20:00:00,10699217.110237665,11676573.716819078 
 01/17  21:00:00,10923303.630449662,11942143.165919775 
 01/17  22:00:00,11307731.97843244,12388569.566342706 
 01/17  23:00:00,11752837.362427365,12896469.212279517 
 01/17  24:00:00,12091725.776956104,13283420.309540806 
 01/18  01:00:00,12237748.369655792,13477883.53417452 
 01/18  02:00:00,12520314.946136542,13802632.010383017 
 01/18  03:00:00,12653716.381565014,13958963.311704174 
 01/18  04:00:00,12735873.641925987,14055769.94997932 
 01/18  05:00:00,12946975.057848278,14292634.397260148 
 01/18  06:00:00,13167399.977383671,14537949.618529407 
 01/18  07:00:00,13309969.921687007,14680750.675685877 
 01/18  08:00:00,13334213.073701866,14708254.878346076 
 01/18  09:00:00,13358362.84061764,14728537.58785742 
 01/18  10:00:00,13047745.49262005,14386254.204971474 
 01/18  11:00:00,12689523.346860394,13997451.076045064 
 01/18  12:00:00,13506491.113068944,14900801.864104532 
 01/18  13:00:00,14165930.066023264,15628797.307939526 
 01/18  14:00:00,14393101.65224123,15880411.705774622 
 01/18  15:00:00,13761306.375396876,15177542.712928556 
 01/18  16:00:00,12826400.745395042,14084669.285460584 
 01/18  17:00:00,13096324.610797264,14327217.84051403 
 01/18  18:00:00,13714152.312723137,15123979.008148212 
 01/18  19:00:00,14346915.657451356,15824057.242852243 
 01/18  20:00:00,15021814.050820237,16569746.150750645 
 01/18  21:00:00,15864415.297259554,17499407.147633806 
 01/18  22:00:00,16496240.697555209,18197307.07268001 
 01/18  23:00:00,16650599.463859765,18369132.838931575 
 01/18  24:00:00,16158538.531907493,17827256.822507136 
 01/19  01:00:00,15824704.671887668,17459906.833603155 
 01/19  02:00:00,16378356.140495399,18071285.24343883 
 01/19  03:00:00,16803974.220230103,18541135.611801777 
 01/19  04:00:00,16825898.874201212,18567223.530211303 
 01/19  05:00:00,17159437.05053769,18939803.136946473 
 01/19  06:00:00,17550397.067108486,19395091.06397128 
 01/19  07:00:00,17712872.256726258,19575417.00987625 
 01/19  08:00:00,17284778.83874987,19101319.246345352 
 01/19  09:00:00,16669880.766376961,18411569.564559314 
 01/19  10:00:00,15827977.649386272,17480359.582778424 
 01/19  11:00:00,14607899.059050627,16154513.785538469 
 01/19  12:00:00,13489327.405073479,14979186.833983073 
 01/19  13:00:00,12704185.983687103,14062614.249785174 
 01/19  14:00:00,11408787.505366294,12232102.160425292 
 01/19  15:00:00,11202548.669152452,11340149.338867364 
 01/19  16:00:00,11308296.816056343,10906252.7467805 
 01/19  17:00:00,12145565.269383535,12252697.06780133 
 01/19  18:00:00,13252868.937063143,14488573.543550642 
 01/19  19:00:00,13806163.960292738,15127167.57149621 
 01/19  20:00:00,14910712.825642403,16381366.114780867 
 01/19  21:00:00,15751000.88537937,17326660.96185348 
 01/19  22:00:00,16253441.856463559,17885587.608469427 
 01/19  23:00:00,17332039.52781115,19072259.06418237 
 01/19  24:00:00,17694802.635276034,19483542.441286467 
 01/20  01:00:00,17436858.59225764,19208381.599493563 
 01/20  02:00:00,17451532.708557807,19231266.421947967 
 01/20  03:00:00,17393202.85941454,19172682.124424793 
 01/20  04:00:00,17161715.24948415,18922325.102436446 
 01/20  05:00:00,16647193.598175064,18358698.79938859 
 01/20  06:00:00,16321880.714186437,18003599.44604444 
 01/20  07:00:00,16485934.479645904,18187615.445706647 
 01/20  08:00:00,16964852.67189209,18718036.706315074 
 01/20  09:00:00,17346153.33545304,19140473.938634552 
 01/20  10:00:00,16635974.588878099,18456081.175868902 
 01/20  11:00:00,14145925.636826204,16131267.279388387 
 01/20  12:00:00,11956827.1342537,13762521.694621583 
 01/20  13:00:00,10283963.611984575,11640181.194195298 
 01/20  14:00:00,10484019.60862265,11021019.680235744 
 01/20  15:00:00,10388801.265573245,9679689.099278873 
 01/20  16:00:00,11382252.564592063,10579974.675335398 
 01/20  17:00:00,12560283.86547203,12660821.484603098 
 01/20  18:00:00,13881047.214563398,15100970.217310935 
 01/20  19:00:00,14817110.463204142,16176213.52282225 
 01/20  20:00:00,15428442.862805534,16884554.48099929 
 01/20  21:00:00,15970939.16237163,17511107.70344162 
 01/20  22:00:00,16074983.444761656,17648672.17023374 
 01/20  23:00:00,15762068.256273238,17322841.364122577 
 01/20  24:00:00,15682787.972867604,17250068.208133638 
 01/21  01:00:00,15906608.37758293,17507702.995301183 
 01/21  02:00:00,15726328.365942486,17318548.121840715 
 01/21  03:00:00,15462193.435005773,17035608.92264683 
 01/21  04:00:00,15628602.696653487,17225394.15824734 
 01/21  05:00:00,15751345.002493113,17365276.1506378 
 01/21  06:00:00,15466818.690449953,17054524.455547947 
 01/21  07:00:00,15010568.70164581,16552648.41961723 
