Date/Time,BATIMENT0000000240877130_PART0_F0_DWELLING_0 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240877130_PART0_F0_DWELLING_1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240877130_PART0_F0_DWELLING_2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly) 
 01/03  23:00:00,3487755.7331095748,3168886.428226962,3536455.5209717685 
 01/03  24:00:00,3675221.7556552617,3338672.9794832245,3719962.1244769273 
 01/04  01:00:00,3850625.824275597,3488623.739321675,3890689.8136530207 
 01/04  02:00:00,3937775.6368465777,3555080.6490483684,3972993.6576132034 
 01/04  03:00:00,3883326.3090881365,3482158.824377664,3913691.0359926866 
 01/04  04:00:00,3825989.5184868397,3414430.5006333212,3857017.622167074 
 01/04  05:00:00,3865037.5389924455,3445566.962375968,3894130.7198085333 
 01/04  06:00:00,3913154.6552010914,3483736.6756579373,3941932.338627947 
 01/04  07:00:00,3961004.064224008,3522313.196413642,3989564.813953775 
 01/04  08:00:00,3964204.338855955,3523516.593578203,3991738.835158653 
 01/04  09:00:00,3957504.453877154,3517012.6499363463,3984614.6474927096 
 01/04  10:00:00,3910453.6226451257,3487517.39089136,3938759.443636556 
 01/04  11:00:00,3604912.844681781,3267563.9574015816,3641551.3720625024 
 01/04  12:00:00,3081394.7681585923,2945101.559475549,3235733.9758308902 
 01/04  13:00:00,2317151.1598887723,2588293.004372102,2806401.1197375124 
 01/04  14:00:00,1895836.930034682,2348470.4280647435,2502277.5141015644 
 01/04  15:00:00,1628507.1102230733,2135493.700529236,2305134.8552687974 
 01/04  16:00:00,1469610.7650657198,1993824.5942668985,2218738.7101012976 
 01/04  17:00:00,1774843.951016991,2008060.6711077755,2272592.5496769734 
 01/04  18:00:00,2391542.4411608335,2238171.7968206285,2513890.891758829 
 01/04  19:00:00,2525384.903712672,2333931.907988777,2627727.208339746 
 01/04  20:00:00,2613826.238827655,2394679.783963577,2700261.790267221 
 01/04  21:00:00,2617739.585399646,2386611.757464743,2690760.0085574794 
 01/04  22:00:00,2640108.7004993,2397381.350669169,2701969.5584235075 
 01/04  23:00:00,2635101.4728545635,2385557.5873108367,2688134.414589796 
 01/04  24:00:00,2606275.078481203,2353586.356051136,2652126.9906283794 
 01/05  01:00:00,2667397.8384312834,2402199.185546559,2707478.486850846 
 01/05  02:00:00,2698266.744576758,2426523.535485479,2733876.371408753 
 01/05  03:00:00,2688066.9712877804,2415417.8258306663,2719855.970263295 
 01/05  04:00:00,2704261.9454652686,2427620.404597647,2732414.1920548547 
 01/05  05:00:00,2705449.8744072584,2426530.2914233864,2731130.143498656 
 01/05  06:00:00,2697908.1331204316,2418206.815764468,2721866.870445228 
 01/05  07:00:00,2698328.6909421403,2417211.506379329,2720569.759025124 
 01/05  08:00:00,2708270.1013381085,2424800.49631159,2728573.265677308 
 01/05  09:00:00,2682376.723157206,2401301.4516382175,2701260.594909748 
 01/05  10:00:00,2622069.5042384616,2350710.2584562823,2640101.230596354 
 01/05  11:00:00,2511885.911192856,2265753.069748929,2529013.0324907564 
 01/05  12:00:00,2313279.7925025322,2108341.168523049,2329569.48761118 
 01/05  13:00:00,2145402.1728492007,1965718.484079382,2157229.8335198006 
 01/05  14:00:00,1941578.4012343609,1802481.1983585581,1947399.6478224944 
 01/05  15:00:00,1836758.88814113,1723167.6077480828,1843830.3299525979 
 01/05  16:00:00,1840760.6375307897,1736641.4596268206,1859277.6113786423 
 01/05  17:00:00,1835015.18357818,1748230.7727484817,1892053.5649265146 
 01/05  18:00:00,2137758.4737685844,1949947.8583684873,2154488.667548111 
 01/05  19:00:00,2300858.16450378,2091052.0164397825,2317188.0933189904 
 01/05  20:00:00,2409766.8518414246,2187824.9347029226,2426340.452619062 
 01/05  21:00:00,2479051.31960969,2247814.596145495,2495500.948165089 
 01/05  22:00:00,2468733.6949597374,2233583.5810532556,2484123.7340187505 
 01/05  23:00:00,2423533.2557597347,2186903.4580738777,2437448.4960652567 
 01/05  24:00:00,2351026.29556716,2111374.601570434,2362781.998600812 
 01/06  01:00:00,2315378.4044782035,2071900.7469575827,2325962.482524737 
 01/06  02:00:00,2343052.6886860123,2093886.3738538579,2353367.7308941875 
 01/06  03:00:00,2383532.227130396,2127696.1363161127,2393662.476070937 
 01/06  04:00:00,2446312.2624963233,2188243.1800003992,2457298.470227169 
 01/06  05:00:00,2444755.810010022,2186353.2589799496,2455409.895539361 
 01/06  06:00:00,2424317.8880237727,2162566.7029965087,2434078.548058628 
 01/06  07:00:00,2414895.80396395,2154818.5056356816,2424527.7368086255 
 01/06  08:00:00,2418122.921560607,2158199.6282162955,2427847.70648844 
 01/06  09:00:00,2411948.5542269223,2154444.4402010865,2422921.687150671 
 01/06  10:00:00,2375850.462846439,2131138.217914738,2387620.486982191 
 01/06  11:00:00,2243648.14413473,2042896.852061298,2250163.014769916 
 01/06  12:00:00,2022668.3945349215,1906473.5731519284,2045880.079296283 
 01/06  13:00:00,1803325.9800589646,1803105.9504634107,1895015.2560342464 
 01/06  14:00:00,1558817.784851592,1729296.5536396806,1797119.5270925118 
 01/06  15:00:00,1445606.561594128,1682251.9059330781,1770436.7759006757 
 01/06  16:00:00,1553176.7796383083,1711220.7777443116,1842483.9892566525 
 01/06  17:00:00,1844955.9400748624,1819108.2666815058,1999759.5440415023 
 01/06  18:00:00,2181787.6863511587,1994287.2539193677,2232876.319312367 
 01/06  19:00:00,2371624.02733079,2157713.780711005,2415848.8992243516 
 01/06  20:00:00,2586945.140063839,2343874.8610390886,2626484.877272612 
 01/06  21:00:00,2715159.5019278605,2449793.71311535,2750916.5508602564 
 01/06  22:00:00,2882055.33139478,2602404.3690302204,2914284.191549498 
 01/06  23:00:00,3050303.923052768,2754198.6499111536,3079943.5905375606 
 01/06  24:00:00,3105369.067418103,2802276.041607575,3132389.984964698 
 01/07  01:00:00,3044305.581172932,2754081.8700943277,3067930.381927228 
 01/07  02:00:00,3044673.406463288,2755917.5748091666,3066374.120212853 
 01/07  03:00:00,3080692.5649151574,2787057.510010783,3101271.910761371 
 01/07  04:00:00,3067752.505668663,2773806.3262395677,3087033.2850777605 
 01/07  05:00:00,3060965.0154108345,2762237.9290383146,3079444.692477783 
 01/07  06:00:00,3079591.4941154546,2774878.041028429,3097515.1178103834 
 01/07  07:00:00,3041171.428998601,2737181.7997754333,3058454.5290146833 
 01/07  08:00:00,2959953.4620698066,2660020.2179490537,2976640.240254306 
 01/07  09:00:00,2919948.558900529,2619214.4328755764,2936326.6693937914 
 01/07  10:00:00,2798805.1048124223,2526685.7457892024,2824558.464994707 
 01/07  11:00:00,2260912.5976420166,2207187.7694364754,2470469.7536644284 
 01/07  12:00:00,1365887.6635941137,1784966.0820708645,2031818.408992805 
 01/07  13:00:00,755007.4058556475,1523581.9482639194,1697009.6398455445 
 01/07  14:00:00,87792.17036342596,1393283.8304076847,1533811.56397701 
 01/07  15:00:00,0.0,1221965.2003902849,1469244.9283019798 
 01/07  16:00:00,107177.10672643954,1215506.1148190636,1500713.5181897343 
 01/07  17:00:00,928746.1157008358,1395720.9897421664,1616950.7306128256 
 01/07  18:00:00,1574217.1590503454,1646582.0496607986,1871367.9878249234 
 01/07  19:00:00,1760855.2222698685,1769819.9463159607,2007159.021733399 
 01/07  20:00:00,1810944.4443821665,1772327.1909038685,2013740.619359443 
 01/07  21:00:00,1842973.3890407213,1774978.845486128,2010001.6024347334 
 01/07  22:00:00,1893641.4273228822,1807092.3117185128,2033490.795609962 
 01/07  23:00:00,1917481.4232087464,1808971.340705669,2032747.9021588983 
 01/07  24:00:00,1933858.4378914803,1801766.8379087376,2028671.2606665753 
 01/08  01:00:00,1869418.7412785552,1722602.6788536953,1946790.8920961097 
 01/08  02:00:00,1835689.4388631692,1678836.6692538355,1900137.4634205357 
 01/08  03:00:00,1840845.24505224,1674071.0041619886,1894683.4469296795 
 01/08  04:00:00,1844227.1056079515,1669691.2485888153,1889676.2585534889 
 01/08  05:00:00,1863954.1744647333,1679980.808276888,1902299.9472285921 
 01/08  06:00:00,1939524.2354044113,1743585.9848990645,1972416.1817010758 
 01/08  07:00:00,1996989.443010884,1789581.9392282558,2025779.465836993 
 01/08  08:00:00,2000699.5684246735,1786217.7503885569,2025834.2596818549 
 01/08  09:00:00,2064099.9381855745,1824898.8772360913,2085990.466418564 
 01/08  10:00:00,2123342.744431653,1869458.2632237305,2143251.651301664 
 01/08  11:00:00,1940167.0872012218,1761041.6718479702,1961984.4597841701 
 01/08  12:00:00,1669418.7968236974,1582500.0809961695,1718069.52239733 
 01/08  13:00:00,1503760.7283494018,1492669.2566197086,1590782.5063698255 
 01/08  14:00:00,1285427.7443778221,1420226.6417158546,1501216.8578425534 
 01/08  15:00:00,1014091.3476840983,1326143.629734069,1419253.668826728 
 01/08  16:00:00,1404683.6026229362,1428088.6587373659,1553127.1207257628 
 01/08  17:00:00,1442837.9333409232,1448038.7603576719,1610855.1739719042 
 01/08  18:00:00,1744158.4285033117,1595225.5465245356,1791189.031060545 
 01/08  19:00:00,1781262.4913249502,1617792.650694628,1820604.3979385323 
 01/08  20:00:00,1818951.677821055,1639259.5063150432,1852665.1077276878 
 01/08  21:00:00,1907108.6716454877,1709741.1228137752,1936426.1240324962 
 01/08  22:00:00,2030087.392569529,1819647.2865214758,2056087.2628627045 
 01/08  23:00:00,2129747.00249826,1910313.7697553167,2153197.5711271195 
 01/08  24:00:00,2194570.6449708953,1964333.2484905408,2215832.0738685243 
 01/09  01:00:00,2312340.6664470504,2075121.1053845785,2331930.080684129 
 01/09  02:00:00,2488721.3197597587,2245646.386987156,2506703.3706422327 
 01/09  03:00:00,2738644.838750326,2469856.042443191,2756337.8120766357 
 01/09  04:00:00,2963788.049747204,2667707.4444499644,2981933.021879753 
 01/09  05:00:00,3217581.3395422995,2901221.745390573,3235724.354914808 
 01/09  06:00:00,3512320.927658326,3169427.5584616307,3531229.2657257672 
 01/09  07:00:00,3714278.144499728,3349849.9829875077,3734207.5956118037 
 01/09  08:00:00,3753098.2025299068,3380268.8170005954,3773764.02128917 
 01/09  09:00:00,3652235.9837826444,3275813.5054200278,3673946.0721806223 
 01/09  10:00:00,3439833.2179711545,3088244.0178256487,3463392.164571778 
 01/09  11:00:00,2996438.2739118943,2786110.199170651,3087116.37776833 
 01/09  12:00:00,2263406.2652451727,2479698.800302799,2734655.8779924484 
 01/09  13:00:00,1609444.4924605705,2267425.6790992892,2468446.983898339 
 01/09  14:00:00,1498281.10330499,2145539.298053211,2288665.413719781 
 01/09  15:00:00,1571088.3556845798,2244242.9584174217,2487801.161067319 
 01/09  16:00:00,3050857.1441843444,2742606.306432965,3197523.2442487036 
 01/09  17:00:00,2405430.0791810136,2500490.285978054,2837167.7416009577 
 01/09  18:00:00,3001752.5672738524,2782145.0843670424,3121465.2006912734 
 01/09  19:00:00,3162899.2519541397,2913365.7801288394,3263716.790216484 
 01/09  20:00:00,3272040.7243872667,2995423.17131676,3357240.732527012 
 01/09  21:00:00,3380163.3296236517,3079977.7996479077,3451762.3899238 
 01/09  22:00:00,3393956.4433867354,3084003.313780932,3455166.224519979 
 01/09  23:00:00,3360484.4380653845,3040461.075227704,3413141.099486464 
 01/09  24:00:00,3415314.6463704277,3076234.686765108,3460843.457386985 
 01/10  01:00:00,3458476.7131087994,3104140.7856814573,3498748.807453083 
 01/10  02:00:00,3491463.3549646814,3125383.2240355406,3527191.0614577294 
 01/10  03:00:00,3495319.874362544,3124098.293738952,3527152.213870622 
 01/10  04:00:00,3512795.841754063,3132519.3640935477,3540747.144419397 
 01/10  05:00:00,3570724.89335368,3180515.200244849,3595710.2062548995 
 01/10  06:00:00,3698652.4888892164,3300210.192188652,3722933.2823751713 
 01/10  07:00:00,3877967.754723355,3463787.366478382,3901512.5066177435 
 01/10  08:00:00,3797577.8238190114,3383313.2565966784,3817770.995801498 
 01/10  09:00:00,3879278.721800365,3447372.9798986604,3900194.008752295 
 01/10  10:00:00,4039529.0896781683,3622055.6201547193,4072318.622711569 
 01/10  11:00:00,3561153.065944442,3355763.5374213727,3709197.975258908 
 01/10  12:00:00,2679869.6433707844,2912300.2808857244,3196548.227754729 
 01/10  13:00:00,1702107.932728789,2515719.416351874,2749968.9719215836 
 01/10  14:00:00,823485.077514912,2299277.3099800292,2490968.303025244 
 01/10  15:00:00,583731.9696467029,2311287.9853823,2629302.8063019225 
 01/10  16:00:00,1594272.649135012,2462212.1731708595,2760697.872061088 
 01/10  17:00:00,2321813.010648788,2499861.592038031,2780934.317179501 
 01/10  18:00:00,2636010.9248484513,2554801.9922256144,2876686.9826753237 
 01/10  19:00:00,2715439.028190341,2578985.882763778,2912954.311125296 
 01/10  20:00:00,2815848.301825042,2634403.1749378433,2979167.700538602 
 01/10  21:00:00,2883259.6840882483,2667011.3852806296,3018563.6177665596 
 01/10  22:00:00,2949571.226797798,2702904.8756944076,3062063.9387070397 
 01/10  23:00:00,3005950.229749688,2734736.53582002,3100543.4183127396 
 01/10  24:00:00,3002970.7999423086,2720361.1475061197,3082672.953330786 
 01/11  01:00:00,3163823.754002036,2856939.4098268403,3231917.1194597334 
 01/11  02:00:00,3275430.6864353083,2945149.665160193,3335127.0846002134 
 01/11  03:00:00,3313168.202944769,2965526.766005794,3365671.6389151593 
 01/11  04:00:00,3304824.1229855707,2953498.85643284,3351211.894423512 
 01/11  05:00:00,3274013.9329981543,2924077.0214772495,3315332.2982893316 
 01/11  06:00:00,3402014.5307723098,3031187.8620908763,3439906.0269409646 
 01/11  07:00:00,3452686.867128716,3071279.2670581834,3487873.720448407 
 01/11  08:00:00,3458151.7749010017,3072832.395762685,3490688.217591224 
 01/11  09:00:00,3537548.1247831658,3147036.1245811335,3568296.4238492004 
 01/11  10:00:00,3411821.213580898,3057582.35964582,3442377.0494795246 
 01/11  11:00:00,2964739.1306276936,2707607.8974187006,3004971.6079456415 
 01/11  12:00:00,2622439.253878042,2450957.7108165026,2685472.2697633435 
 01/11  13:00:00,2525290.999161601,2364677.90488202,2576824.0832373756 
 01/11  14:00:00,2726827.788572847,2459887.8732908824,2753385.3108888105 
 01/11  15:00:00,2874285.608690838,2542599.1706166486,2896329.0647724527 
 01/11  16:00:00,2459021.519125859,2329787.0137690306,2557726.4752687463 
 01/11  17:00:00,2306130.7893311065,2231865.6746826028,2484135.9225475425 
 01/11  18:00:00,2701802.230212243,2432557.4247236755,2733777.715550402 
 01/11  19:00:00,3038387.6518090824,2742954.482175745,3066955.110054739 
 01/11  20:00:00,3404689.631254572,3083783.598505028,3431329.801003952 
 01/11  21:00:00,3625203.920558735,3280100.8707476887,3651393.606649474 
 01/11  22:00:00,3680324.006785672,3327196.759572457,3706020.6673394796 
 01/11  23:00:00,3762176.108601786,3398009.792962834,3787701.2694426253 
 01/11  24:00:00,3892306.098848447,3494017.29657609,3918976.577975048 
 01/12  01:00:00,4069929.6413984112,3641294.3322685445,4097458.553448701 
 01/12  02:00:00,4193273.9367561354,3762655.6967118895,4220271.9141793605 
 01/12  03:00:00,4365394.415722837,3919491.742476077,4392480.00182219 
 01/12  04:00:00,4427930.780842163,3966285.682720362,4456012.136196535 
 01/12  05:00:00,4275217.11500847,3809859.604573689,4303564.06530613 
 01/12  06:00:00,4147005.213916273,3683591.0768267657,4175035.4123435197 
 01/12  07:00:00,4283219.956173865,3817336.13049325,4310698.3471748615 
 01/12  08:00:00,4356224.703715831,3888604.7662181747,4383346.879812829 
 01/12  09:00:00,4132696.932601767,3676376.11728631,4159639.791139859 
 01/12  10:00:00,3861496.2028071536,3436012.7033414207,3888632.05058724 
 01/12  11:00:00,3535243.7917026454,3195821.8510457957,3566237.4302386204 
 01/12  12:00:00,2905620.8601207295,2723816.0764813824,2981687.930823671 
 01/12  13:00:00,2365107.7851565923,2308506.1130272504,2488690.7151366523 
 01/12  14:00:00,2057900.4190734718,2086588.0991467799,2225917.1727563543 
 01/12  15:00:00,1984710.4676638576,1978630.3113532558,2122348.4146215487 
 01/12  16:00:00,1839061.4114897507,1915436.4771913027,2080068.4790750518 
 01/12  17:00:00,1967008.6047604997,1979071.6996094286,2199468.182437971 
 01/12  18:00:00,2417521.7699252293,2200179.5413107905,2464667.7317596404 
 01/12  19:00:00,2582170.4549252954,2332055.2102255803,2623046.4933923814 
 01/12  20:00:00,2685863.5736213513,2416087.524022636,2722551.315557207 
 01/12  21:00:00,2761955.6643038667,2476753.3361012014,2794972.0269467323 
 01/12  22:00:00,2855524.9208101723,2554271.458188544,2885953.136633435 
 01/12  23:00:00,2928820.1791737103,2615456.969841392,2957208.0081462488 
 01/12  24:00:00,2986469.8183229947,2661370.99883985,3013084.5258390605 
 01/13  01:00:00,3007684.163551572,2675179.2036287794,3032570.8068404263 
 01/13  02:00:00,3020068.391076865,2684036.0186077794,3043604.8919698047 
 01/13  03:00:00,3016985.7335239756,2679560.801691649,3039273.35481751 
 01/13  04:00:00,2983051.8299984094,2648744.9732163055,3004133.6596403434 
 01/13  05:00:00,2945076.640664838,2614961.6324980147,2965198.4669268248 
 01/13  06:00:00,2983188.5019488535,2625985.440395957,3001336.7945295526 
 01/13  07:00:00,2990344.0694386233,2625196.3714553406,3007469.1968741603 
 01/13  08:00:00,2897096.6615408724,2563000.7317351913,2914503.6881151614 
 01/13  09:00:00,2830366.446674349,2506090.045760813,2847317.021407265 
 01/13  10:00:00,2787107.53263046,2475269.532211492,2804516.9467076315 
 01/13  11:00:00,2682504.9737763396,2405621.142223146,2702045.571303143 
 01/13  12:00:00,2470687.4862418724,2273340.8373218337,2506654.776262844 
 01/13  13:00:00,1828296.5225476131,1993607.317470578,2135680.2813769253 
 01/13  14:00:00,968879.398343755,1807736.446693172,1890518.9567417507 
 01/13  15:00:00,934397.5612373267,1750293.4487651887,1863125.7033729558 
 01/13  16:00:00,793127.4477290282,1614030.8409939457,1822307.078579921 
 01/13  17:00:00,1223223.6223058214,1617400.3820634144,1846563.0316974362 
 01/13  18:00:00,2263934.7570470893,2193630.6596078495,2437457.2849955726 
 01/13  19:00:00,2664145.69082217,2520754.854288309,2810271.2373549 
 01/13  20:00:00,2708392.0555348387,2519320.487201012,2831543.2622859925 
 01/13  21:00:00,2869167.3570045694,2640855.006474255,2972446.5589200826 
 01/13  22:00:00,3155548.0264013964,2892998.6823699744,3243123.180305915 
 01/13  23:00:00,3276840.432484617,2990829.818252746,3352533.2052274654 
 01/13  24:00:00,3292015.0489653405,2991515.6747082057,3357077.3854192737 
 01/14  01:00:00,3344888.123114521,3033605.8546708087,3401043.788733773 
 01/14  02:00:00,3363700.568633004,3043859.4158474496,3412936.627856698 
 01/14  03:00:00,3396149.806856753,3067627.1916656476,3439510.5673921127 
 01/14  04:00:00,3368135.2219553525,3028535.6116713947,3407522.4703891035 
 01/14  05:00:00,3386681.5401730826,3026543.747600861,3423220.0312304134 
 01/14  06:00:00,3538130.246061694,3160605.580881435,3572293.723657687 
 01/14  07:00:00,3637874.9933685353,3245713.141269057,3670424.5258233207 
 01/14  08:00:00,3680746.059699935,3272326.0590824075,3712075.334326475 
 01/14  09:00:00,3735694.446126636,3315485.0536312186,3766001.638120651 
 01/14  10:00:00,3700107.528881659,3298819.8582459204,3731552.995197062 
 01/14  11:00:00,3357304.7333314926,3055568.142980301,3408252.130169241 
 01/14  12:00:00,2777915.8510394148,2693041.0711505404,2975637.854059428 
 01/14  13:00:00,1955574.8026688017,2329092.113363344,2558801.1252494575 
 01/14  14:00:00,1390464.9551624698,2066030.9866150448,2232288.9710756904 
 01/14  15:00:00,1244787.1408405923,1822908.0177256335,1993546.0302477102 
 01/14  16:00:00,1477632.3097175779,1760314.399070879,1943528.6423633997 
 01/14  17:00:00,1850005.878807621,1852427.8568138147,2058883.2493613062 
 01/14  18:00:00,2131089.4594412567,1987854.3374609672,2236820.4442746737 
 01/14  19:00:00,2209727.8919256935,2035142.2882237036,2297114.8853301816 
 01/14  20:00:00,2274240.512640912,2077706.3540009072,2347335.7827773457 
 01/14  21:00:00,2352577.50760967,2133857.179613986,2414247.2281169747 
 01/14  22:00:00,2393762.889698235,2159093.370766231,2446179.7111120373 
 01/14  23:00:00,2411135.936154567,2165510.8864341513,2455729.410923928 
 01/14  24:00:00,2357390.9367390713,2113327.489091837,2395081.3718244215 
 01/15  01:00:00,2304661.1533799665,2064254.1693970892,2337620.810948929 
 01/15  02:00:00,2313939.7077063886,2067379.0849679143,2342427.4824006264 
 01/15  03:00:00,2330246.684054783,2077182.9871659656,2355368.400830963 
 01/15  04:00:00,2338271.9874759056,2080895.3451632515,2360897.6680267323 
 01/15  05:00:00,2349166.206068881,2087297.906723488,2369395.905081587 
 01/15  06:00:00,2391835.079317297,2121746.5738815037,2410358.5344442357 
 01/15  07:00:00,2453100.450713362,2172071.170540363,2470310.395816616 
 01/15  08:00:00,2472826.2955174656,2186907.2497193604,2488850.4090583986 
 01/15  09:00:00,2437968.639893681,2158591.1495138253,2453248.509995591 
 01/15  10:00:00,2595595.7254227884,2282337.509173815,2610910.6933461167 
 01/15  11:00:00,2997673.564517931,2588290.99609467,3012069.684625036 
 01/15  12:00:00,3192177.1518288087,2755180.4772776663,3206944.166310235 
 01/15  13:00:00,3125748.3957582954,2739210.637308728,3137799.9109023814 
 01/15  14:00:00,2888159.059772978,2653967.507210458,2926293.0633361517 
 01/15  15:00:00,2411299.492051007,2626982.404349923,2846389.9978316184 
 01/15  16:00:00,1971895.8083292993,2556432.7488072286,2860576.349878427 
 01/15  17:00:00,2437709.2177311494,2671040.489476795,3013172.285556596 
 01/15  18:00:00,3389841.9886896117,3134051.4174220427,3490343.5494526317 
 01/15  19:00:00,3556606.6559421476,3234357.3070924473,3642274.04134235 
 01/15  20:00:00,3608839.149867313,3248660.38202301,3682836.524487472 
 01/15  21:00:00,3772957.0193298403,3388760.092002863,3836649.939135873 
 01/15  22:00:00,3950251.2744932673,3546300.7183288825,4005785.9607186243 
