district,building_id,stem,n_flagged_surfaces,defect_kind,defect_on,refused_by,min_edge_len_m,perp_dist_m,rel_area_change,would_clear_chord_0.020m
Madrid,way/420411321,a142c2c50c6e1f34,15,near_duplicate,cut_edge,not_on_ring,0.0001293152971775,,,False
Madrid,way/428478249,37173b8828a9dd97,5,near_duplicate,cut_edge,not_on_ring,2.8690177576149562e-08,,,False
Madrid,way/432405459,2b673dd66e50307c,26,near_duplicate,cut_edge,not_on_ring,9.615161121134012e-05,,,False
Madrid,way/432405737,55bb78129ce9131b,55,near_duplicate,cut_edge,not_on_ring,0.0002135509335038,,,False
Madrid,way/432411820,4b36088fc5b74126,22,near_duplicate,cut_edge,not_on_ring,0.0001206017718146,,,False
Madrid,way/432864978,e74c5297f3cfebd3,20,near_duplicate,cut_edge,not_on_ring,0.0003336175295523,,,False
Madrid,way/432864982,21d00bdc8eedb226,28,collinear,interzone_pair,not_on_ring,3.0187886646964968,,,False
Madrid,way/433014323,803d0afdbbbb83e9,14,collinear,interzone_pair,not_on_ring,0.962652979360804,,,False
Madrid,way/433014842,98827ae3c96ac1d0,24,near_duplicate,cut_edge,not_on_ring,0.0002815563893893,,,False
Madrid,way/434049326,670ef50f59d979d0,6,near_duplicate,footprint_ring,not_on_ring,0.0049999998882412,,,False
Madrid,way/434878287,0a8a4134ff9c076f,33,collinear,interzone_pair,not_on_ring,6.202987667501637,,,False
Madrid,way/434878289,8b1bec54b375e9dc,84,near_duplicate,cut_edge,not_on_ring,0.0005501790850017,,,False
Madrid,way/434900093,ba2fa2bc6cb6d6ac,52,collinear,interzone_pair,not_on_ring,2.376336889312987,,,False
Madrid,way/435212310,bd60ce15d346468b,28,near_duplicate,cut_edge,not_on_ring,0.0002703145009454,,,False
Madrid,way/435212755,7036be961de23509,96,near_duplicate,cut_edge,not_on_ring,0.0005677642540497,,,False
Madrid,way/435397045,a369b68379f09d1c,4,near_duplicate,cut_edge,not_on_ring,0.0005254165162819,,,False
Madrid,way/435397047,3c06ed8318aaf37f,42,collinear,interzone_pair,not_on_ring,2.2212361420540567,,,False
Madrid,way/435397050,59a6357438ad1934,15,near_duplicate,cut_edge,not_on_ring,0.0004133517665636,,,False
Madrid,way/435398515,98690471d7ce5717,20,near_duplicate,cut_edge,not_on_ring,0.0043091228319925,,,False
Madrid,way/435447780,166911564c2a8671,40,near_duplicate,cut_edge,not_on_ring,0.0002590648450411,,,False
Madrid,way/435509266,1d9f20630df361e6,15,near_duplicate,cut_edge,not_on_ring,0.0001718466591002,,,False
Madrid,way/435510861,d0d0c31584fe7ed8,33,near_duplicate,interzone_pair,not_on_ring,0.000175758990174,,,False
Madrid,way/435511300,2caab5144dc387d3,76,near_duplicate,interzone_pair,not_on_ring,0.0007946403410213,,,False
Madrid,way/435633562,d8d8c9e736c3d19b,26,near_duplicate,cut_edge,not_on_ring,8.940178794286373e-05,,,False
Madrid,way/435637794,855cb63f62aa1513,44,near_duplicate,cut_edge,not_on_ring,0.0002295882215161,,,False
Madrid,way/435638255,c257b891ad3c6033,48,near_duplicate,cut_edge,not_on_ring,0.0003024652499076,,,False
Madrid,way/435638870,d48b6476e707231d,84,near_duplicate,cut_edge,not_on_ring,0.0001672421817252,,,False
Madrid,way/435823577,c5a0e5ea1e57a409,54,near_duplicate,cut_edge,not_on_ring,0.0003169103666066,,,False
Madrid,way/435927686,dc10ae04eb77dc2a,107,near_duplicate,cut_edge,not_on_ring,0.0001965552389796,,,False
Madrid,way/435938302,092e11f67f34368a,22,near_duplicate,cut_edge,not_on_ring,0.0002510691921439,,,False
Madrid,way/942352870,8ba2f6490f155fe0,2,near_duplicate,cut_edge,not_on_ring,4.7700716456833016e-05,,,False
Madrid,way/942352877,03584e90f2394ee2,37,near_duplicate,cut_edge,not_on_ring,0.0001677227424507,,,False
Madrid,way/942968868,1845875c268c7c84,10,near_duplicate,interzone_pair,not_on_ring,0.0001187246759043,,,False
Madrid,way/948836434,28e7ea34024d49eb,20,near_duplicate,cut_edge,not_on_ring,0.0005265332039503,,,False
Madrid,way/965605243,39b9e0d4f9f62538,62,near_duplicate,cut_edge,not_on_ring,4.57630688317573e-08,,,False
Madrid,way/965605259,1c61496df7fcd520,88,near_duplicate,cut_edge,not_on_ring,0.0001311476777939,,,False
Madrid,way/966274052,23e6d67d205f3a64,8,near_duplicate,cut_edge,not_on_ring,0.0004123957558197,,,False
Madrid,way/968439455,5b887f063931b1b3,77,near_duplicate,cut_edge,not_on_ring,0.0001637846125796,,,False
Lyon,BATIMENT0000000013365727_part0,489894ba3d990787,15,near_duplicate,cut_edge,not_on_ring,0.0005163331930169,,,False
Lyon,BATIMENT0000000240879975_part0,70310cca6f2ddaca,4,near_duplicate,cut_edge,not_on_ring,0.0002908355582549,,,False
Lyon,BATIMENT0000000240879976_part0,cd79f626ce3e79fa,80,near_duplicate,cut_edge,not_on_ring,0.000524079617437,,,False
Lyon,BATIMENT0000000240879983_part0,560ea001cad65113,48,near_duplicate,cut_edge,not_on_ring,0.0002546020689247,,,False
Lyon,BATIMENT0000000240880013_part0,3188f5280f11c5af,4,near_duplicate,cut_edge,not_on_ring,8.763659766809898e-06,,,False
Lyon,BATIMENT0000000240880017_part0,f2f95e2f96f9512e,58,collinear,cut_edge,not_on_ring,1.572498163694464,,,False
Lyon,BATIMENT0000000240880212_part0,0638099d22e11b0f,2,near_duplicate,footprint_ring,not_on_ring,0.0049999998882412,,,False
Lyon,BATIMENT0000000240880244_part0,a77225fbd2ff3aa9,51,near_duplicate,cut_edge,not_on_ring,3.775514448994628e-05,,,False
Lyon,BATIMENT0000000240880246_part0,ec290b6c77696dec,56,near_duplicate,footprint_ring,not_on_ring,1.1641532182693479e-10,,,False
Lyon,BATIMENT0000000240880370_part0,361feba76b148091,100,near_duplicate,cut_edge,not_on_ring,8.206098750934186e-05,,,False
Lyon,BATIMENT0000000240880372_part0,a585de39a07bcd04,132,near_duplicate,interzone_pair,not_on_ring,0.0008230782107599,,,False
Lyon,BATIMENT0000000240880408_part0,4d9322593e27efa0,14,near_duplicate,cut_edge,not_on_ring,9.313225746154783e-10,,,False
Lyon,BATIMENT0000000240881096_part0,5b741e62fd695e67,84,near_duplicate,interzone_pair,not_on_ring,0.0004225241153959,,,False
Lyon,BATIMENT0000000240881122_part0,ad9c5c65f101b370,4,near_duplicate,cut_edge,not_on_ring,0.0001393505456104,,,False
Lyon,BATIMENT0000000240881136_part0,148e207e6faba69f,4,near_duplicate,cut_edge,not_on_ring,0.0002662728190233,,,False
Lyon,BATIMENT0000000240881139_part0,e10a7e7018fc589d,42,collinear,interzone_pair,not_on_ring,2.480013566393851,,,False
Lyon,BATIMENT0000000240881148_part0,2e4860558c4f546c,4,near_duplicate,cut_edge,not_on_ring,4.37073937511016e-05,,,False
Lyon,BATIMENT0000000240881167_part0,93647659bf673ce1,104,near_duplicate,cut_edge,not_on_ring,0.0004527240313601,,,False
Lyon,BATIMENT0000000240881211_part0,a91391a979249824,95,near_duplicate,interzone_pair,not_on_ring,0.000630024311727,,,False
Lyon,BATIMENT0000000240881222_part0,ce9f6895a85af257,41,collinear,interzone_pair,not_on_ring,1.3306419026591845,,,False
Lyon,BATIMENT0000000240881230_part0,1bcd3cc6b791681e,73,near_duplicate,cut_edge,not_on_ring,5.866808443241901e-07,,,False
Lyon,BATIMENT0000000240881271_part0,2a197dac889ada83,90,near_duplicate,cut_edge,not_on_ring,0.0005071295014086,,,False
Lyon,BATIMENT0000000240881318_part0,5e6d3e0886d7c12d,55,collinear,interzone_pair,not_on_ring,2.519178438167881,,,False
Lyon,BATIMENT0000000240881322_part0,89deec948bdd6de4,44,collinear,interzone_pair,not_on_ring,3.511232404672989,,,False
Lyon,BATIMENT0000000240881558_part0,698a8fc253c56007,48,near_duplicate,cut_edge,not_on_ring,0.0002371037750585,,,False
London,way/1057093131,acd9800057059025,2,near_duplicate,footprint_ring,not_on_ring,0.0049999998882412,,,False
London,way/298850491,38af7df582b30cb7,17,near_duplicate,interzone_pair,not_on_ring,0.0001495020614723,,,False
London,way/393505346,9ff518bfd78678e6,34,near_duplicate,cut_edge,not_on_ring,0.0006865256301326,,,False
London,way/393614546,ae0905443cbb00a3,28,near_duplicate,cut_edge,not_on_ring,0.000162612874205,,,False
London,way/395632424,b252db3f9c37aa60,49,near_duplicate,cut_edge,not_on_ring,0.0003887820231162,,,False
London,way/395878238,c4f639a0c5d6edcc,50,near_duplicate,cut_edge,not_on_ring,0.0004093401588583,,,False
London,way/398158943,10b41373665138c3,33,near_duplicate,cut_edge,not_on_ring,0.0004106712151929,,,False
Bologna,28134,5b4ec92aa2bab440,28,collinear,interzone_pair,not_on_ring,2.69312476490412,,,False
Bologna,28473,97d478bc56840531,29,collinear,interzone_pair,not_on_ring,4.222872122864586,,,False
Bologna,28527,027f230632b64c16,34,near_duplicate,cut_edge,not_on_ring,0.0001374507686271,,,False
Bologna,28696,859821451b9a1c4c,12,near_duplicate,interzone_pair,not_on_ring,6.318167095917541e-06,,,False
Bologna,28700,9f423f3a2ccf9b13,24,near_duplicate,footprint_ring,not_on_ring,0.0002011437784869,,,False
Bologna,28721,02f186e541967f24,11,collinear,interzone_pair,not_on_ring,0.8070803136255539,,,False
Bologna,28749,862211dd1557cf0e,37,near_duplicate,cut_edge,not_on_ring,0.0006657077148217,,,False
Bologna,28968,ba6960bfea4d1476,37,near_duplicate,cut_edge,not_on_ring,0.0004602703861767,,,False
Bologna,28969,2b1ea068842e0aba,37,near_duplicate,cut_edge,not_on_ring,0.0007138028080709,,,False
Bologna,29094,cba1b3d372058eee,51,near_duplicate,cut_edge,not_on_ring,0.0007965295511471,,,False
Bologna,29108,1ef46361a8060ff9,15,near_duplicate,cut_edge,not_on_ring,0.0004898225271942,,,False
Bologna,29180,718c4df3ae194c98,14,near_duplicate,cut_edge,not_on_ring,0.0003431525275758,,,False
Bologna,29211,4611fd1c8f6c49da,48,collinear,interzone_pair,not_on_ring,2.836727868341396,,,False
Bologna,29228,8e3d20ee6eeb2ab8,44,near_duplicate,cut_edge,not_on_ring,0.0002323015952382,,,False
Bologna,29437,eb12587a32c14283,30,near_duplicate,interzone_pair,not_on_ring,0.000208767166064,,,False
Bologna,29466,d9b0b602eafb8123,24,near_duplicate,footprint_ring,not_on_ring,0.0049999998882412,,,False
Bologna,29643,b6d29a0f97543673,48,near_duplicate,cut_edge,not_on_ring,0.0041747549548745,,,False
Bologna,29718,e7d5d606936c3878,48,collinear,interzone_pair,not_on_ring,4.31541898324463,,,False
Bologna,29788,6354361f54aa3eb0,44,near_duplicate,cut_edge,not_on_ring,0.0002492457628526,,,False
Bologna,29813,935c839fe55ba29a,37,near_duplicate,cut_edge,not_on_ring,0.000375721265065,,,False
Bologna,29822,834e7630d2fafc8b,8,near_duplicate,footprint_ring,not_on_ring,0.000356413410928,,,False
Bologna,30037,2d7af2d491812667,47,near_duplicate,interzone_pair,not_on_ring,0.0003016069779133,,,False
Bologna,30139,9e722a31fb64e445,16,near_duplicate,cut_edge,not_on_ring,0.0006247105093071,,,False
Bologna,30240,ea133efe99012bb9,44,collinear,interzone_pair,not_on_ring,2.8132575425207,,,False
Bologna,30319,71c51cb5e434184b,26,near_duplicate,cut_edge,not_on_ring,9.925242360752977e-07,,,False
Bologna,30323,95a9d432d043e3a1,30,near_duplicate,footprint_ring,not_on_ring,4.114108012549255e-05,,,False
Bologna,30384,c8d4a069a98b14af,37,near_duplicate,cut_edge,not_on_ring,0.0002382980664967,,,False
Bologna,30508,bbcc90f5d76b0c55,31,near_duplicate,cut_edge,not_on_ring,0.0005771875286869,,,False
Bologna,30570,51933420a1297554,21,collinear,interzone_pair,not_on_ring,3.4253941380190445,,,False
Bologna,30651,2b2ff06f3e7f31dc,29,collinear,interzone_pair,not_on_ring,2.965300153283766,,,False
Bologna,30850,318b4b7811b2e97b,48,collinear,interzone_pair,not_on_ring,3.085536906276566,,,False
Bologna,30912,aa59861d3a4c6a89,40,near_duplicate,cut_edge,not_on_ring,0.0001729872667879,,,False
Bologna,30968,63a639b56ba8b014,4,near_duplicate,cut_edge,not_on_ring,0.0003837199954318,,,False
Bologna,30988,1703fdf86d89e802,46,near_duplicate,cut_edge,not_on_ring,0.0001586544506967,,,False
Bologna,31016,47e5fcc0e0fc75ab,25,collinear,interzone_pair,not_on_ring,2.092666241478931,,,False
Bologna,31035,d1fd4e1a34f0d97e,26,near_duplicate,cut_edge,not_on_ring,9.391756534363722e-06,,,False
Bologna,31118,f6fb5309a1e357ce,4,near_duplicate,cut_edge,not_on_ring,0.0002883575993466,,,False
Bologna,31281,d1a9087437c27794,37,near_duplicate,cut_edge,not_on_ring,0.0002905160800279,,,False
Bologna,31289,cc7188fda56e6408,72,near_duplicate,cut_edge,not_on_ring,0.0007916741894714,,,False
Bologna,31401,c4e4777e547ae5b0,17,collinear,interzone_pair,not_on_ring,0.6808230309814866,,,False
Bologna,31410,0e73da5263d4f938,13,near_duplicate,interzone_pair,not_on_ring,8.779646448347262e-05,,,False
Bologna,31461,e1a9cd6a8698561e,44,near_duplicate,cut_edge,not_on_ring,6.806958825300604e-05,,,False
Bologna,31481,fdf281e54f0050d3,2,near_duplicate,interzone_pair,not_on_ring,1.903844275608453e-05,,,False
Bologna,31500,befd5e66ee5854dd,75,near_duplicate,cut_edge,not_on_ring,0.0001055887565438,,,False
Bologna,31615,d32f27af52ecab2c,27,collinear,interzone_pair,not_on_ring,2.149316895593902,,,False
Bologna,31661,ac268d22602359db,13,near_duplicate,interzone_pair,not_on_ring,0.0001809324741121,,,False
Bologna,31669,3477779135b4175f,12,near_duplicate,cut_edge,not_on_ring,3.978611782806707e-09,,,False
Bologna,31716,7e86148dc9a0d758,48,collinear,interzone_pair,not_on_ring,8.24749186081874,,,False
Bologna,31773,6cb9199127e3e12f,29,near_duplicate,cut_edge,not_on_ring,0.000230551524524,,,False
Bologna,31774,9fcdbb49f7a6551f,27,collinear,interzone_pair,not_on_ring,1.6463389044708816,,,False
Bologna,31916,af6aa0f1d2d9fa87,10,near_duplicate,cut_edge,not_on_ring,5.302636917066066e-05,,,False
Bologna,32008,27884762737fbbd4,56,collinear,interzone_pair,not_on_ring,2.46880829728639,,,False
Bologna,32062,80d00aa9027c340a,17,near_duplicate,interzone_pair,not_on_ring,0.0002636523261017,,,False
Bologna,32073,a70381a72b047cad,37,near_duplicate,cut_edge,not_on_ring,0.0002301580014222,,,False
Bologna,32211,34b7b354541d259f,34,near_duplicate,cut_edge,not_on_ring,4.0839449127664536e-05,,,False
Bologna,32233,535b941794585399,6,near_duplicate,footprint_ring,not_on_ring,0.0049999998882412,,,False
Bologna,32279,2b6d5f380e781f0e,33,near_duplicate,interzone_pair,not_on_ring,0.0010373940341222,,,False
Bologna,32280,b5250af6e9e63c08,2,collinear,interzone_pair,not_on_ring,3.158232886128089,,,False
Bologna,32372,33a0e8f379a38580,44,collinear,interzone_pair,not_on_ring,0.5219693478331813,,,False
Bologna,32392,a35d7e271c538129,48,collinear,interzone_pair,not_on_ring,5.389480958558035,,,False
Bologna,32493,160d50edd30e35e9,41,near_duplicate,interzone_pair,not_on_ring,0.0003585287064913,,,False
Bologna,32524,aea27bedeeea441d,25,near_duplicate,cut_edge,not_on_ring,0.0006267123703107,,,False
Bologna,32552,a8324609feff482f,44,near_duplicate,cut_edge,not_on_ring,0.0001612642771962,,,False
Bologna,32556,6c5d01e34b186112,30,near_duplicate,cut_edge,not_on_ring,0.0006966089557101,,,False
Bologna,32662,39bd947c565d5ba1,16,near_duplicate,footprint_ring,not_on_ring,8.443377857801453e-08,,,False
Bologna,32668,83afcb5cb353a27c,40,near_duplicate,cut_edge,not_on_ring,0.0001999998468514,,,False
Bologna,32755,d3e18bb4766a79d6,78,near_duplicate,interzone_pair,not_on_ring,0.0001287629637318,,,False
Bologna,32797,95fc3f55a4965707,37,near_duplicate,cut_edge,not_on_ring,0.0005651734584904,,,False
Bologna,32800,66a4122d3b8e949d,52,near_duplicate,cut_edge,not_on_ring,0.0002936280216072,,,False
Bologna,32860,60dfbd0b3c5be0c1,44,collinear,interzone_pair,not_on_ring,5.43245506233487,,,False
Bologna,32864,5001005fce342d61,29,near_duplicate,interzone_pair,not_on_ring,0.0004698533461832,,,False
Bologna,32981,eb12e1ba00541e12,2,collinear,interzone_pair,not_on_ring,0.3742594474768638,,,False
Bologna,33063,1509c02db702054f,34,near_duplicate,cut_edge,not_on_ring,0.00079199696244,,,False
Bologna,33080,738ea747c3d1db30,48,collinear,interzone_pair,not_on_ring,5.215289062101221,,,False
Bologna,33171,0471f16f09662ad9,56,near_duplicate,cut_edge,not_on_ring,7.974030204711123e-05,,,False
Bologna,33193,380ce4716764ae93,29,near_duplicate,interzone_pair,not_on_ring,0.0001253316638607,,,False
Bologna,33260,8dc0914bdda35d54,37,near_duplicate,cut_edge,not_on_ring,8.091916313865176e-05,,,False
Bologna,33354,13a87087effb0eef,48,near_duplicate,cut_edge,not_on_ring,0.0005684832046265,,,False
Bologna,33401,0166cccb60413daa,21,near_duplicate,cut_edge,not_on_ring,0.0002064222521847,,,False
Bologna,33412,16176a7bf02c9310,21,near_duplicate,cut_edge,not_on_ring,6.200359694475404e-05,,,False
Bologna,33446,56c1eedae61b6bdf,26,near_duplicate,interzone_pair,not_on_ring,0.0003839141057252,,,False
Bologna,92926,0ef7040d504ad47e,6,near_duplicate,footprint_ring,not_on_ring,0.0049999998882412,,,False
Bologna,93207,90827b31ac71f430,37,near_duplicate,cut_edge,not_on_ring,0.0004644907861559,,,False
Bologna,93387,816d43c4122b0b4f,4,near_duplicate,cut_edge,not_on_ring,0.0003126361168086,,,False
Bologna,93409,4baa2426969c5598,44,near_duplicate,cut_edge,not_on_ring,0.0003464862699968,,,False
