Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly) 
 06/26  03:00:00,104518602.63261475,104518602.63261475 
 06/26  04:00:00,104518602.63261475,104518602.63261475 
 06/26  05:00:00,103587939.23510107,103528944.98997578 
 06/26  06:00:00,145122192.14598212,142135293.8541367 
 06/26  07:00:00,188391161.1031277,174298941.07756457 
 06/26  08:00:00,424256851.438184,393092687.1363619 
 06/26  09:00:00,456914733.73297054,407077494.389054 
 06/26  10:00:00,467798406.69533134,403547787.36198974 
 06/26  11:00:00,475482463.68308115,402272867.9782828 
 06/26  12:00:00,439379957.90282655,362176510.2864337 
 06/26  13:00:00,498560804.69359004,428034607.3985794 
 06/26  14:00:00,487605850.9783174,424602420.7676569 
 06/26  15:00:00,494988644.8562479,431916380.20827496 
 06/26  16:00:00,507502118.255867,450373831.5031245 
 06/26  17:00:00,318579885.8714173,275745418.79306644 
 06/26  18:00:00,239928818.23983788,211227236.91609868 
 06/26  19:00:00,220995146.53711537,207181377.46101034 
 06/26  20:00:00,191459265.9859717,188559194.45770836 
 06/26  21:00:00,171117591.30124706,171117591.3012471 
 06/26  22:00:00,133291636.18313839,133291636.18313839 
 06/26  23:00:00,129029172.75466412,129029172.75466412 
 06/26  24:00:00,104518602.63261475,104518602.63261475 
 06/27  01:00:00,104518602.63261475,104518602.63261475 
 06/27  02:00:00,104518602.63261475,104518602.63261475 
 06/27  03:00:00,104518602.63261475,104518602.63261475 
 06/27  04:00:00,104518602.63261475,104518602.63261475 
 06/27  05:00:00,103587939.23510107,103488182.42065392 
 06/27  06:00:00,136596870.39646882,133833976.08156663 
 06/27  07:00:00,174136122.56292975,162430246.39644015 
 06/27  08:00:00,367142779.60447574,341580022.5059248 
 06/27  09:00:00,365710798.31111336,323253093.9518229 
 06/27  10:00:00,370373549.2888,311900146.3914281 
 06/27  11:00:00,389652405.18051934,321763632.3936044 
 06/27  12:00:00,359298212.86035204,287677250.5314066 
 06/27  13:00:00,419900842.4670545,350920636.33911264 
 06/27  14:00:00,426907429.48634857,359981032.6740427 
 06/27  15:00:00,439492619.29514986,379593812.73485756 
 06/27  16:00:00,429044360.0797851,382485577.6161903 
 06/27  17:00:00,240594744.41994932,205261843.78033862 
 06/27  18:00:00,191191444.77678108,165974059.73533347 
 06/27  19:00:00,200545668.83915627,187669348.31437308 
 06/27  20:00:00,181822788.01227316,178786537.26836127 
 06/27  21:00:00,179595283.26526418,179595283.2652642 
 06/27  22:00:00,133291636.18313839,133291636.18313839 
 06/27  23:00:00,129029172.75466412,129029172.75466412 
 06/27  24:00:00,104518602.63261475,104518602.63261475 
 06/28  01:00:00,104518602.63261475,104518602.63261475 
 06/28  02:00:00,104518602.63261475,104518602.63261475 
 06/28  03:00:00,104518602.63261475,104518602.63261475 
 06/28  04:00:00,104518602.63261475,104518602.63261475 
 06/28  05:00:00,103587939.23510107,103524468.69454089 
 06/28  06:00:00,136514575.27933577,133075741.19439988 
 06/28  07:00:00,180229894.7995877,163931674.79201075 
 06/28  08:00:00,407990562.7948777,373387227.59315974 
 06/28  09:00:00,441921410.1434454,388258092.7462153 
 06/28  10:00:00,473704297.6570663,406458570.3811938 
 06/28  11:00:00,496171528.0834651,421593070.7516471 
 06/28  12:00:00,444635311.45557857,368599831.4130954 
 06/28  13:00:00,499912190.0483855,424005545.1036587 
 06/28  14:00:00,502996555.3122541,428433233.2914565 
 06/28  15:00:00,516770635.99481356,449881421.2297467 
 06/28  16:00:00,531694837.1656404,473271771.5076862 
 06/28  17:00:00,341163825.11036247,294709428.42685914 
 06/28  18:00:00,252831815.45186758,222827566.07165694 
 06/28  19:00:00,225548684.2384624,210434347.4085192 
 06/28  20:00:00,201605914.29136163,196934442.5332707 
 06/28  21:00:00,192134920.1844195,192134920.1844195 
 06/28  22:00:00,133291636.18313839,133291636.18313839 
 06/28  23:00:00,129029172.75466412,129029172.75466412 
 06/28  24:00:00,104518602.63261475,104518602.63261475 
 06/29  01:00:00,104518602.63261475,104518602.63261475 
 06/29  02:00:00,104518602.63261475,104518602.63261475 
 06/29  03:00:00,104518602.63261475,104518602.63261475 
 06/29  04:00:00,104518602.63261475,104518602.63261475 
 06/29  05:00:00,103587939.23510107,103587939.23510107 
 06/29  06:00:00,159865197.4697196,158862959.43654403 
 06/29  07:00:00,204464627.71069032,194636765.74055746 
 06/29  08:00:00,434708635.2418177,412679162.73242074 
 06/29  09:00:00,444199177.1123927,411390666.3790591 
 06/29  10:00:00,459284086.74039495,418838711.9170923 
 06/29  11:00:00,481719768.63981843,430498497.8620681 
 06/29  12:00:00,474098364.8079629,411047385.6443512 
 06/29  13:00:00,539903594.3391403,475495915.24664986 
 06/29  14:00:00,532347772.92620045,480191117.82315844 
 06/29  15:00:00,534403606.7903955,500427416.9265169 
 06/29  16:00:00,538613295.566689,515123168.9145794 
 06/29  17:00:00,349470445.1376302,325526942.32405764 
 06/29  18:00:00,272704763.4885591,250172715.20891976 
 06/29  19:00:00,268474250.2239138,255995261.22570208 
 06/29  20:00:00,250022389.52965468,246803765.03881484 
 06/29  21:00:00,246366471.34417027,246366471.34417027 
 06/29  22:00:00,133291636.18313839,133291636.18313839 
 06/29  23:00:00,129029172.75466412,129029172.75466412 
 06/29  24:00:00,104518602.63261475,104518602.63261475 
 06/30  01:00:00,104518602.63261475,104518602.63261475 
 06/30  02:00:00,104518602.63261475,104518602.63261475 
 06/30  03:00:00,104518602.63261475,104518602.63261475 
 06/30  04:00:00,104518602.63261475,104518602.63261475 
 06/30  05:00:00,103587939.23510107,103541848.77279523 
 06/30  06:00:00,219216224.02181596,217497404.2151851 
 06/30  07:00:00,253596627.18589643,247776216.93231678 
 06/30  08:00:00,508958695.2617731,498890979.4554387 
 06/30  09:00:00,513239403.4040938,498864715.52710104 
 06/30  10:00:00,507397439.19466066,491718974.1699548 
 06/30  11:00:00,503006883.44963604,492435252.6852275 
 06/30  12:00:00,466469418.0440475,459251474.04401433 
 06/30  13:00:00,529435697.1715181,519230997.1162069 
 06/30  14:00:00,535214373.9301973,507320623.09115994 
 06/30  15:00:00,599229240.6425475,551109265.352348 
 06/30  16:00:00,624732330.0928009,570527311.4360056 
 06/30  17:00:00,407041897.3761958,360446609.0029576 
 06/30  18:00:00,318492449.7216544,286558514.6588299 
 06/30  19:00:00,292990615.7356609,278095240.67556524 
 06/30  20:00:00,246633401.09851167,243190522.6634152 
 06/30  21:00:00,237733448.6943044,237733448.69430438 
 06/30  22:00:00,133291636.18313839,133291636.18313839 
 06/30  23:00:00,129029172.75466412,129029172.75466412 
 06/30  24:00:00,81720124.37289679,81720124.37289676 
 07/01  01:00:00,81720124.37289679,81720124.37289676 
 07/01  02:00:00,81720124.37289679,81720124.37289676 
 07/01  03:00:00,81720124.37289679,81720124.37289676 
 07/01  04:00:00,81720124.37289679,81720124.37289676 
 07/01  05:00:00,79656083.14125358,79601244.24779278 
 07/01  06:00:00,157444767.81852013,153940733.00934616 
 07/01  07:00:00,179110030.76262182,161635228.9969058 
 07/01  08:00:00,229959139.71526015,193471367.86028206 
 07/01  09:00:00,285735472.89979905,231738323.3578957 
 07/01  10:00:00,307916373.46781087,239519926.28204927 
 07/01  11:00:00,310392505.1166571,231195547.5074801 
 07/01  12:00:00,238206243.90677857,152393236.50243962 
 07/01  13:00:00,240177058.8112716,153109522.95097333 
 07/01  14:00:00,247454158.14061904,164474056.57562697 
 07/01  15:00:00,267790756.84008804,192583112.23195362 
 07/01  16:00:00,274416203.66464186,210234530.92768392 
 07/01  17:00:00,188355008.98871052,138711475.513492 
 07/01  18:00:00,169317268.70757598,136008232.4501761 
 07/01  19:00:00,134369750.80242088,118877714.03737378 
 07/01  20:00:00,140909700.34689477,138061689.41895616 
 07/01  21:00:00,129304226.82749054,129304226.82749054 
 07/01  22:00:00,84177412.37289679,84177412.37289679 
 07/01  23:00:00,84177412.37289679,84177412.37289679 
 07/01  24:00:00,81720124.37289679,81720124.37289676 
 07/02  01:00:00,81720124.37289679,81720124.37289676 
 07/02  02:00:00,81720124.37289679,81720124.37289676 
 07/02  03:00:00,81720124.37289679,81720124.37289676 
 07/02  04:00:00,81720124.37289679,81720124.37289676 
 07/02  05:00:00,79750774.37289679,79750774.37289676 
 07/02  06:00:00,92136073.1564982,92045431.62719002 
 07/02  07:00:00,91715938.33511461,89445466.08923723 
 07/02  08:00:00,91316245.88740899,81768220.26986781 
 07/02  09:00:00,129323241.14743058,102772077.85421668 
 07/02  10:00:00,173609059.85777533,124332392.67418936 
 07/02  11:00:00,170089954.32421067,112681678.95304964 
 07/02  12:00:00,181178499.11178166,128780045.49729614 
 07/02  13:00:00,170636604.9046869,117359011.70013171 
 07/02  14:00:00,174262617.86205482,125038739.13862026 
 07/02  15:00:00,172439314.7186061,135862923.57317778 
 07/02  16:00:00,182664472.99295488,157794732.716753 
 07/02  17:00:00,175958974.53369272,157634760.25626788 
 07/02  18:00:00,180709120.72266462,163252070.70564198 
 07/02  19:00:00,167850149.63851917,156615180.22420332 
 07/02  20:00:00,156952032.32168305,154357035.12047005 
 07/02  21:00:00,101447425.47974168,101447425.47974168 
 07/02  22:00:00,84177412.37289679,84177412.37289679 
 07/02  23:00:00,84177412.37289679,84177412.37289679 
 07/02  24:00:00,104518602.63261475,104518602.63261475 
 07/03  01:00:00,104518602.63261475,104518602.63261475 
 07/03  02:00:00,104518602.63261475,104518602.63261475 
 07/03  03:00:00,104518602.63261475,104518602.63261475 
 07/03  04:00:00,104518602.63261475,104518602.63261475 
 07/03  05:00:00,103587939.23510107,103548121.06576045 
 07/03  06:00:00,236680864.70301932,234686435.98787445 
 07/03  07:00:00,349244383.99691314,340161289.6173733 
 07/03  08:00:00,664850356.4753433,642907062.1150358 
 07/03  09:00:00,697302257.3221415,660765864.3011553 
 07/03  10:00:00,751822165.1074158,703538411.4397917 
 07/03  11:00:00,777226513.2253083,716709807.6935012 
 07/03  12:00:00,623625818.1474254,554088353.5040544 
 07/03  13:00:00,687393177.8507802,618699329.6205393 
 07/03  14:00:00,675767020.447434,616428401.3648621 
 07/03  15:00:00,704798696.8142594,650311443.6497738 
 07/03  16:00:00,732773385.4365783,680093542.723305 
 07/03  17:00:00,494574336.83919525,451442146.06867707 
 07/03  18:00:00,384532954.4495036,355790808.2072806 
 07/03  19:00:00,340546212.0611241,327488485.6485635 
 07/03  20:00:00,280994062.6876523,278412882.61406636 
 07/03  21:00:00,266834836.45240894,266834836.4524089 
 07/03  22:00:00,133291636.18313839,133291636.18313839 
 07/03  23:00:00,129029172.75466412,129029172.75466412 
 07/03  24:00:00,81720124.37289679,81720124.37289676 
 07/04  01:00:00,81720124.37289679,81720124.37289676 
 07/04  02:00:00,81720124.37289679,81720124.37289676 
 07/04  03:00:00,81720124.37289679,81720124.37289676 
 07/04  04:00:00,81720124.37289679,81720124.37289676 
 07/04  05:00:00,79665393.56618442,79613014.93818142 
 07/04  06:00:00,91512816.66079764,88905032.60629341 
 07/04  07:00:00,161021994.74510533,148202038.33151338 
 07/04  08:00:00,175292645.1246974,147179985.5256401 
 07/04  09:00:00,193510810.0604239,151981825.41365764 
 07/04  10:00:00,174460049.16693544,123199344.43957819 
 07/04  11:00:00,182927574.55668253,123477083.94794022 
 07/04  12:00:00,177106475.00815368,113524721.64087641 
 07/04  13:00:00,187816176.8314106,123845049.4702911 
 07/04  14:00:00,178653554.90583134,115937397.38068324 
 07/04  15:00:00,191397165.14841098,135174195.8053969 
 07/04  16:00:00,179814618.2341769,132693405.67532817 
 07/04  17:00:00,192586857.52301967,156142643.74682343 
 07/04  18:00:00,166430535.54540744,142582755.79482535 
 07/04  19:00:00,173243684.11937886,161675091.370553 
 07/04  20:00:00,155761245.83084747,152640361.77101907 
 07/04  21:00:00,163307099.65361476,163307099.65361476 
 07/04  22:00:00,170490142.35129392,170490142.3512939 
 07/04  23:00:00,147744976.13901514,147744976.1390151 
 07/04  24:00:00,185578342.5514208,185578342.55142084 
 07/05  01:00:00,152237737.3814453,152237737.3814453 
 07/05  02:00:00,107686776.29133417,107686776.29133417 
 07/05  03:00:00,104518602.63261475,104518602.63261475 
 07/05  04:00:00,104518602.63261475,104518602.63261475 
 07/05  05:00:00,103587939.23510107,103536742.8291356 
 07/05  06:00:00,274407671.99403626,271511293.20397615 
 07/05  07:00:00,564314190.3973613,550129535.0026733 
 07/05  08:00:00,730189921.4419173,699798921.0149716 
 07/05  09:00:00,706176241.1990298,659738069.2078019 
 07/05  10:00:00,743473167.0895734,682967131.1227285 
 07/05  11:00:00,782780471.3571756,712260087.8233836 
 07/05  12:00:00,701848086.9483227,627000977.1063296 
 07/05  13:00:00,778302136.3542769,708265484.6491609 
 07/05  14:00:00,770838347.8420852,709993110.4911708 
 07/05  15:00:00,795816039.0294536,742021928.6266059 
 07/05  16:00:00,794871740.2126129,749407482.2309339 
 07/05  17:00:00,534426167.0170988,498974632.70965374 
 07/05  18:00:00,414709513.0935399,388966689.48258483 
 07/05  19:00:00,386488576.78774786,372935089.4615875 
 07/05  20:00:00,323061432.89102983,319797158.9537241 
 07/05  21:00:00,294849536.35398597,294849536.35398597 
 07/05  22:00:00,133291636.18313839,133291636.18313839 
 07/05  23:00:00,129029172.75466412,129029172.75466412 
 07/05  24:00:00,104518602.63261475,104518602.63261475 
 07/06  01:00:00,104518602.63261475,104518602.63261475 
 07/06  02:00:00,104518602.63261475,104518602.63261475 
 07/06  03:00:00,104518602.63261475,104518602.63261475 
 07/06  04:00:00,104518602.63261475,104518602.63261475 
 07/06  05:00:00,103587939.23510107,103546502.52025312 
 07/06  06:00:00,261488320.69748664,258786908.854185 
 07/06  07:00:00,407870656.20107216,394712397.118997 
 07/06  08:00:00,659051397.0601437,632981385.7742431 
 07/06  09:00:00,627040752.040617,596808109.1453912 
 07/06  10:00:00,585515937.9159536,562230353.2684325 
 07/06  11:00:00,624521868.0189116,604281712.5662819 
 07/06  12:00:00,571898714.61403,547263584.6132945 
 07/06  13:00:00,668924987.9257175,634922858.1873636 
 07/06  14:00:00,674347744.6918046,635190588.9513938 
 07/06  15:00:00,653038271.8849703,615785147.2450764 
 07/06  16:00:00,643814722.1345187,605817162.707134 
 07/06  17:00:00,429329710.9372504,395408617.0235521 
 07/06  18:00:00,345007375.7458792,321386276.35907257 
 07/06  19:00:00,329277310.5347425,317958571.3899407 
 07/06  20:00:00,284193210.6252183,281862282.9797894 
 07/06  21:00:00,276621344.09178543,276621344.0917854 
 07/06  22:00:00,133291636.18313839,133291636.18313839 
 07/06  23:00:00,129029172.75466412,129029172.75466412 
 07/06  24:00:00,104518602.63261475,104518602.63261475 
 07/07  01:00:00,104518602.63261475,104518602.63261475 
 07/07  02:00:00,104518602.63261475,104518602.63261475 
 07/07  03:00:00,104518602.63261475,104518602.63261475 
 07/07  04:00:00,104518602.63261475,104518602.63261475 
 07/07  05:00:00,103587939.23510107,103587939.23510107 
 07/07  06:00:00,163321895.24193278,162297443.03976598 
 07/07  07:00:00,202922510.4401837,191201384.81411108 
 07/07  08:00:00,440604746.2277354,415214640.2024508 
 07/07  09:00:00,464686581.99415624,426790653.907004 
 07/07  10:00:00,497698670.4214897,449945175.930856 
 07/07  11:00:00,525218468.3948812,475714125.156387 
 07/07  12:00:00,472031636.9566441,421990268.80910116 
 07/07  13:00:00,532088892.7338402,474190901.3283586 
 07/07  14:00:00,527020172.0679617,463028418.5598824 
 07/07  15:00:00,547679854.2097892,485466516.13656086 
 07/07  16:00:00,556425505.8177084,499556982.5286428 
 07/07  17:00:00,354277651.2421917,307327746.94905925 
 07/07  18:00:00,267221316.89552107,234987852.2554457 
 07/07  19:00:00,255053786.2134701,240449001.64707094 
 07/07  20:00:00,227877038.63673136,225266654.87904638 
 07/07  21:00:00,220759179.38133445,220759179.38133445 
 07/07  22:00:00,133291636.18313839,133291636.18313839 
 07/07  23:00:00,129029172.75466412,129029172.75466412 
 07/07  24:00:00,81720124.37289679,81720124.37289676 
 07/08  01:00:00,81720124.37289679,81720124.37289676 
 07/08  02:00:00,81720124.37289679,81720124.37289676 
 07/08  03:00:00,81720124.37289679,81720124.37289676 
 07/08  04:00:00,81720124.37289679,81720124.37289676 
 07/08  05:00:00,79664112.94468929,79626005.3299124 
 07/08  06:00:00,138783680.6206792,135578481.58246595 
 07/08  07:00:00,171873742.19564354,154871040.01206386 
 07/08  08:00:00,237806578.63476354,202038852.21779433 
 07/08  09:00:00,289948748.0971067,235358345.040445 
 07/08  10:00:00,315195888.899804,245061347.3979082 
 07/08  11:00:00,311204651.14591163,229738985.02394378 
 07/08  12:00:00,240356625.04013836,153013851.2203399 
 07/08  13:00:00,248954344.61734197,160622907.75018984 
 07/08  14:00:00,255803420.87231418,170325627.99012488 
 07/08  15:00:00,276973163.4191521,199043937.11847672 
 07/08  16:00:00,285920011.2420652,219111845.8343532 
 07/08  17:00:00,191236257.30511588,139072718.31209925 
 07/08  18:00:00,173298894.23846084,138718511.4664736 
 07/08  19:00:00,136588201.7196022,120984652.0830951 
 07/08  20:00:00,142970771.3746541,140328616.80432972 
 07/08  21:00:00,125507388.98733415,125507388.98733413 
 07/08  22:00:00,84177412.37289679,84177412.37289679 
 07/08  23:00:00,84177412.37289679,84177412.37289679 
 07/08  24:00:00,81720124.37289679,81720124.37289676 
 07/09  01:00:00,81720124.37289679,81720124.37289676 
 07/09  02:00:00,81720124.37289679,81720124.37289676 
 07/09  03:00:00,81720124.37289679,81720124.37289676 
 07/09  04:00:00,81720124.37289679,81720124.37289676 
 07/09  05:00:00,79750774.37289679,79750774.37289676 
 07/09  06:00:00,91873965.42197828,90449876.73028532 
 07/09  07:00:00,97032036.42812143,80425084.67934577 
 07/09  08:00:00,105291577.6084004,68679806.15870556 
 07/09  09:00:00,134683493.92458898,80012150.7641992 
 07/09  10:00:00,175029172.89619136,106123287.28314945 
 07/09  11:00:00,155709972.68793568,76404863.29149237 
 07/09  12:00:00,167722908.131082,84356581.66145019 
 07/09  13:00:00,163194723.04796875,80633903.8249414 
 07/09  14:00:00,176993464.01650712,97535889.60889494 
 07/09  15:00:00,171645950.3481623,99777205.1171913 
 07/09  16:00:00,192938458.74473083,129831699.89532156 
 07/09  17:00:00,181526564.45664102,131366664.50956175 
 07/09  18:00:00,180669076.6130648,147853780.29833093 
 07/09  19:00:00,159651835.33964962,144601781.04096928 
 07/09  20:00:00,161137839.81795758,158025040.54849938 
 07/09  21:00:00,149615100.9310759,149615100.9310759 
 07/09  22:00:00,144274966.08942273,144274966.08942273 
 07/09  23:00:00,139077065.8075732,139077065.8075732 
 07/09  24:00:00,139704164.00130492,139704164.00130492 
 07/10  01:00:00,106436832.11713691,106436832.1171369 
 07/10  02:00:00,104518602.63261475,104518602.63261475 
 07/10  03:00:00,104518602.63261475,104518602.63261475 
 07/10  04:00:00,104518602.63261475,104518602.63261475 
 07/10  05:00:00,104572614.23510107,104572614.23510107 
 07/10  06:00:00,168286205.65947467,166998183.91720504 
 07/10  07:00:00,300050808.9188547,285302297.3230442 
 07/10  08:00:00,632573519.3654958,601258215.9029907 
 07/10  09:00:00,706494160.7040126,659690573.6736171 
 07/10  10:00:00,695781905.9658972,636359406.6826886 
 07/10  11:00:00,726334425.9261837,659816700.7657387 
 07/10  12:00:00,665755082.8275474,596816025.057491 
 07/10  13:00:00,744064230.6973864,681101441.9865557 
 07/10  14:00:00,731413157.1686727,673771534.9085027 
 07/10  15:00:00,765831785.7601787,712297841.6814798 
 07/10  16:00:00,781258321.5213938,734732684.8184576 
 07/10  17:00:00,531543211.4389772,493018756.05286604 
 07/10  18:00:00,415260554.39769787,388087856.5565368 
 07/10  19:00:00,379776436.2907896,367057578.5616139 
 07/10  20:00:00,307661119.88203317,305463697.24824876 
 07/10  21:00:00,282176874.6482131,282176874.6482131 
 07/10  22:00:00,133291636.18313839,133291636.18313839 
 07/10  23:00:00,129029172.75466412,129029172.75466412 
 07/10  24:00:00,104518602.63261475,104518602.63261475 
 07/11  01:00:00,104518602.63261475,104518602.63261475 
 07/11  02:00:00,104518602.63261475,104518602.63261475 
 07/11  03:00:00,104518602.63261475,104518602.63261475 
 07/11  04:00:00,104518602.63261475,104518602.63261475 
 07/11  05:00:00,104572614.23510107,104572614.23510107 
 07/11  06:00:00,239271950.6777867,238483789.18181497 
 07/11  07:00:00,362393142.95687634,355058422.0699846 
 07/11  08:00:00,668790769.86112,654976518.543762 
 07/11  09:00:00,589691604.62427,568774490.8970505 
 07/11  10:00:00,599281306.4405744,570513228.7617573 
 07/11  11:00:00,600373589.4378446,570295987.0096651 
 07/11  12:00:00,533560977.56865615,501239037.5306922 
 07/11  13:00:00,606765058.692656,565455731.3344995 
 07/11  14:00:00,619950867.2093675,569874079.9960694 
 07/11  15:00:00,623662073.1070988,579449500.6217189 
 07/11  16:00:00,632155567.2037314,596579723.6793157 
 07/11  17:00:00,423999176.681756,393168045.2185327 
 07/11  18:00:00,315919601.69175863,294721209.1693449 
 07/11  19:00:00,299150318.79828763,288291950.2329194 
 07/11  20:00:00,282364938.9806688,280052896.7130733 
 07/11  21:00:00,258326561.33020186,258326561.33020186 
 07/11  22:00:00,133291636.18313839,133291636.18313839 
 07/11  23:00:00,129029172.75466412,129029172.75466412 
 07/11  24:00:00,104518602.63261475,104518602.63261475 
 07/12  01:00:00,104518602.63261475,104518602.63261475 
 07/12  02:00:00,104518602.63261475,104518602.63261475 
 07/12  03:00:00,104518602.63261475,104518602.63261475 
 07/12  04:00:00,104518602.63261475,104518602.63261475 
 07/12  05:00:00,104572614.23510107,104572614.23510107 
 07/12  06:00:00,168139166.1265807,167392308.38326168 
 07/12  07:00:00,200967463.8194751,194355350.4132939 
 07/12  08:00:00,420687058.4329079,407884530.03833926 
 07/12  09:00:00,433847410.88361603,415061817.67150307 
 07/12  10:00:00,448822403.13500094,422044741.23684824 
 07/12  11:00:00,469133140.65424156,435986649.1384037 
 07/12  12:00:00,440810604.8751068,400401406.0225987 
 07/12  13:00:00,518550314.1624797,471292537.4702556 
 07/12  14:00:00,533085944.6944569,491669934.1617413 
 07/12  15:00:00,536242896.6158084,506502203.55077267 
 07/12  16:00:00,503438647.7430026,478909286.734468 
 07/12  17:00:00,310016011.97533864,288058171.96052355 
 07/12  18:00:00,233328450.6445686,217041158.14843136 
 07/12  19:00:00,223768299.5070117,214404091.7941212 
 07/12  20:00:00,215112560.83959734,212342494.87182447 
 07/12  21:00:00,211613104.05423462,211613104.05423462 
 07/12  22:00:00,133291636.18313839,133291636.18313839 
 07/12  23:00:00,129029172.75466412,129029172.75466412 
 07/12  24:00:00,104518602.63261475,104518602.63261475 
 07/13  01:00:00,104518602.63261475,104518602.63261475 
 07/13  02:00:00,104518602.63261475,104518602.63261475 
 07/13  03:00:00,104518602.63261475,104518602.63261475 
 07/13  04:00:00,104518602.63261475,104518602.63261475 
 07/13  05:00:00,104572614.23510107,104572614.23510107 
 07/13  06:00:00,163671871.56852758,162479078.20321497 
 07/13  07:00:00,230036404.33699143,215657899.5490103 
 07/13  08:00:00,516002245.80376774,483030335.9188988 
 07/13  09:00:00,550406403.0965078,500349829.24085456 
 07/13  10:00:00,569657670.7660162,505809784.6411357 
 07/13  11:00:00,603566770.029926,529010385.02931666 
 07/13  12:00:00,546844042.5240005,467899489.6085211 
 07/13  13:00:00,605634223.4905229,526720606.86194044 
 07/13  14:00:00,608787956.6405913,531556904.4402286 
 07/13  15:00:00,653424626.0766021,584124346.1959167 
 07/13  16:00:00,668692852.5325197,610702053.7250727 
 07/13  17:00:00,432855419.4443222,388412276.9480468 
 07/13  18:00:00,332240800.0448596,303919385.1890676 
 07/13  19:00:00,312601827.29552776,300161475.4133284 
 07/13  20:00:00,270071051.41953117,267792881.08460084 
 07/13  21:00:00,261051090.49412346,261051090.4941235 
 07/13  22:00:00,133291636.18313839,133291636.18313839 
 07/13  23:00:00,129029172.75466412,129029172.75466412 
 07/13  24:00:00,104518602.63261475,104518602.63261475 
 07/14  01:00:00,104518602.63261475,104518602.63261475 
 07/14  02:00:00,104518602.63261475,104518602.63261475 
 07/14  03:00:00,104518602.63261475,104518602.63261475 
 07/14  04:00:00,104518602.63261475,104518602.63261475 
 07/14  05:00:00,104572614.23510107,104572614.23510107 
 07/14  06:00:00,168689225.34516814,167451963.34951535 
 07/14  07:00:00,224220573.34229368,209025910.96975386 
 07/14  08:00:00,483445797.4219998,448985501.58687747 
 07/14  09:00:00,522507712.1760855,470354114.9243029 
 07/14  10:00:00,570601129.6995053,504074888.1236026 
 07/14  11:00:00,598203122.5509617,520790451.5517805 
 07/14  12:00:00,549703423.0968835,466069195.5397716 
 07/14  13:00:00,630023949.0641949,544867645.3820982 
 07/14  14:00:00,636349127.36289,557614076.8268137 
 07/14  15:00:00,657563403.1326251,588305492.527854 
 07/14  16:00:00,671588334.6557351,611273512.3874967 
 07/14  17:00:00,440166986.8914263,392654536.9625883 
 07/14  18:00:00,337710082.5881853,306004930.31778353 
 07/14  19:00:00,320597579.15089804,306151385.2590378 
 07/14  20:00:00,268539314.2777098,266050574.52801526 
 07/14  21:00:00,250632701.36661085,250632701.36661085 
 07/14  22:00:00,133291636.18313839,133291636.18313839 
 07/14  23:00:00,129029172.75466412,129029172.75466412 
 07/14  24:00:00,81720124.37289679,81720124.37289676 
 07/15  01:00:00,81720124.37289679,81720124.37289676 
 07/15  02:00:00,81720124.37289679,81720124.37289676 
 07/15  03:00:00,81720124.37289679,81720124.37289676 
 07/15  04:00:00,81720124.37289679,81720124.37289676 
 07/15  05:00:00,80735449.37289679,80735449.37289676 
 07/15  06:00:00,160171245.74383783,158960009.55785486 
 07/15  07:00:00,201861904.4873719,187071553.79224876 
 07/15  08:00:00,280604693.23795474,246852761.03606248 
 07/15  09:00:00,322486952.56658185,271136967.09713477 
 07/15  10:00:00,339285079.25040364,274658324.29541236 
 07/15  11:00:00,352486987.4918859,279147172.42745876 
 07/15  12:00:00,272240511.280002,193862749.64835975 
 07/15  13:00:00,281496720.4883515,202294602.2136178 
 07/15  14:00:00,295016577.8405575,217593199.8352946 
 07/15  15:00:00,316284110.99579966,242586056.04189828 
 07/15  16:00:00,318342845.0832564,255711152.1054488 
 07/15  17:00:00,206465642.88372755,158587354.0656998 
 07/15  18:00:00,186152611.07531187,154434543.5133605 
 07/15  19:00:00,141076542.41800642,126561538.81075032 
 07/15  20:00:00,150748322.39675635,148288331.05259132 
 07/15  21:00:00,137080623.92181754,137080623.92181754 
 07/15  22:00:00,84177412.37289679,84177412.37289679 
 07/15  23:00:00,84177412.37289679,84177412.37289679 
 07/15  24:00:00,81720124.37289679,81720124.37289676 
 07/16  01:00:00,81720124.37289679,81720124.37289676 
 07/16  02:00:00,81720124.37289679,81720124.37289676 
 07/16  03:00:00,81720124.37289679,81720124.37289676 
 07/16  04:00:00,81720124.37289679,81720124.37289676 
 07/16  05:00:00,80735449.37289679,80735449.37289676 
 07/16  06:00:00,91902457.7538731,91016675.326599 
 07/16  07:00:00,139938025.8839067,129267717.12430222 
 07/16  08:00:00,191605901.6553304,164174405.2856839 
 07/16  09:00:00,169962112.56866628,125073759.361024 
 07/16  10:00:00,186612688.9935618,127155026.22212192 
 07/16  11:00:00,170153123.9641376,99494069.46179089 
 07/16  12:00:00,188210544.39511797,112393530.07159437 
 07/16  13:00:00,171559548.88875192,98836353.05663043 
 07/16  14:00:00,195085582.0772908,134090605.88895689 
 07/16  15:00:00,168678261.2712881,122440320.29582794 
 07/16  16:00:00,185757140.08155116,151859255.36892387 
 07/16  17:00:00,161717073.14387035,137724706.40360337 
 07/16  18:00:00,171106083.6935909,150391834.26662177 
 07/16  19:00:00,154475009.8363347,142390242.77298656 
 07/16  20:00:00,180752817.21750763,178400460.82464632 
 07/16  21:00:00,164510616.5718132,164510616.5718132 
