Date/Time,BATIMENT0000000013365727_PART0_F0_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000013365727_PART0_F1_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000013365727_PART0_F2_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly) 
 01/03  12:00:00,866734.699296904,820515.1813361552,1758860.2091579104 
 01/03  13:00:00,779560.3248529978,716357.7289485169,1582163.71307461 
 01/03  14:00:00,727601.3135281969,664153.8603753706,1458183.6545658158 
 01/03  15:00:00,692578.3521388934,632739.22657685,1364742.0736625644 
 01/03  16:00:00,670540.1294388112,621105.688879815,1316973.07891669 
 01/03  17:00:00,704162.7423686316,668048.1083467214,1545301.534572337 
 01/03  18:00:00,839115.6204760547,826344.6662426905,1956093.9340930951 
 01/03  19:00:00,949041.4396577355,943895.711699192,2178636.4598944746 
 01/03  20:00:00,981685.7729961062,981097.0602441821,2255200.937671385 
 01/03  21:00:00,1026126.6131445564,1029320.0794276891,2341998.929277314 
 01/03  22:00:00,1087460.471990157,1095413.45815769,2459572.859755961 
 01/03  23:00:00,1108864.256580636,1121462.6404071576,2534569.6281070616 
 01/03  24:00:00,1163547.276633148,1183683.8110138855,2700950.52332997 
 01/04  01:00:00,1243706.6335490504,1268264.7823870115,2857433.655992902 
 01/04  02:00:00,1309025.2693931018,1334253.3786572083,2942772.428903599 
 01/04  03:00:00,1360869.9476884902,1379568.8582600798,2903462.2079125554 
 01/04  04:00:00,1394046.9054454032,1406670.1702226526,2857914.7140402133 
 01/04  05:00:00,1420621.300169439,1433639.6246214986,2897591.665041324 
 01/04  06:00:00,1451337.4029866687,1465519.7161752377,2935908.161664417 
 01/04  07:00:00,1482444.0123029747,1497825.997758276,2975071.2462477647 
 01/04  08:00:00,1492426.5562535676,1508313.0713158417,2986108.8697081124 
 01/04  09:00:00,1495812.512722609,1511421.2096764718,2982636.0597470505 
 01/04  10:00:00,1489328.4966836432,1498843.339551302,2944784.775215677 
 01/04  11:00:00,1384261.1339788644,1370333.304439081,2704706.2586441403 
 01/04  12:00:00,1225908.1678899776,1183282.5664899724,2341624.5423044777 
 01/04  13:00:00,1037517.9835485811,970592.5344197033,1870323.1511434917 
 01/04  14:00:00,894561.6390829673,817930.9990629632,1584374.6803503265 
 01/04  15:00:00,805096.3759678014,728157.3407939732,1427964.9584256557 
 01/04  16:00:00,759342.9834808296,690631.3509868124,1348676.6146525769 
 01/04  17:00:00,767570.7026388004,715871.3491713238,1450831.6705000703 
 01/04  18:00:00,842808.7367739019,814489.7536170599,1740878.6786989965 
 01/04  19:00:00,886588.5905978251,861591.2931891929,1821892.6340056504 
 01/04  20:00:00,916333.6707738709,893799.9675609589,1876273.2818815527 
 01/04  21:00:00,911757.7212180621,890916.589181338,1878873.3285320573 
 01/04  22:00:00,911061.1514596449,891557.765297135,1893401.7687395602 
 01/04  23:00:00,904418.9854628625,886311.4042302427,1889158.1962049757 
 01/04  24:00:00,889324.6067493107,871279.8885948207,1862396.6323713034 
 01/05  01:00:00,909344.5713433655,892281.6598679837,1905516.8371983648 
 01/05  02:00:00,918890.2997035875,903262.7537328108,1936165.1994838405 
 01/05  03:00:00,910959.2463502279,895598.9718401206,1931931.725582479 
 01/05  04:00:00,913710.4368451523,898866.5685066261,1946817.0175361172 
 01/05  05:00:00,914459.3741221111,900139.1716943498,1949964.3600531504 
 01/05  06:00:00,910795.5502986175,896684.1755131126,1943564.0493128088 
 01/05  07:00:00,910272.8016640672,896300.7389035,1944910.406751574 
 01/05  08:00:00,913077.6712571114,899124.0974441579,1953852.3432848274 
 01/05  09:00:00,903785.4766097832,889609.2414550447,1937812.5996764817 
 01/05  10:00:00,879879.2407047218,863578.955532588,1890674.0468887375 
 01/05  11:00:00,836966.9590555074,812882.050825838,1800573.2038089363 
 01/05  12:00:00,756413.2858833927,721171.6828813732,1642869.7517711956 
 01/05  13:00:00,684907.8500157379,644045.8157767521,1503518.8480133293 
 01/05  14:00:00,601918.2778564723,549925.0939065312,1334369.4250663172 
 01/05  15:00:00,537493.4552915796,483016.37008155417,1246736.7366916793 
 01/05  16:00:00,505181.22093778785,456419.78076599597,1248208.0538430554 
 01/05  17:00:00,492551.25614872115,449910.32071710785,1252720.093079026 
 01/05  18:00:00,572654.1071663934,546563.2186194584,1440948.7679434714 
 01/05  19:00:00,630332.6071687909,608219.1268879818,1555700.842276468 
 01/05  20:00:00,665030.4938779409,646461.0749899504,1638220.8628076431 
 01/05  21:00:00,692466.3313222012,676309.3979069481,1693780.3160346826 
 01/05  22:00:00,703674.8326446858,687565.0391982971,1693231.9341902388 
 01/05  23:00:00,705614.5789392036,687910.0688566802,1663851.8359781674 
 01/05  24:00:00,709869.196883329,688508.2573456746,1609261.4897067514 
 01/06  01:00:00,714400.6967645515,690540.8251740361,1576916.219701625 
 01/06  02:00:00,730177.7659129606,706400.686044034,1596378.9868479194 
 01/06  03:00:00,749809.6274015885,726621.95072917,1626821.668873018 
 01/06  04:00:00,760119.0562337468,739619.5336559778,1677768.9941755 
 01/06  05:00:00,763433.2319404181,743515.1558529319,1683127.2661071285 
 01/06  06:00:00,771547.6227990891,749874.8319054423,1667663.3865037719 
 01/06  07:00:00,769536.6900314668,748070.1505464814,1667566.1425817686 
 01/06  08:00:00,770777.8593119883,749208.1595140344,1673907.4319771365 
 01/06  09:00:00,771418.2360747592,749886.7105839851,1674655.2473790466 
 01/06  10:00:00,760737.8045280671,735691.1420136855,1648061.0072927624 
 01/06  11:00:00,713575.0926298877,672989.9326351495,1539853.23781378 
 01/06  12:00:00,636571.5431300538,574140.1691697725,1367783.1391299411 
 01/06  13:00:00,577726.7781401781,500250.8451617245,1219611.7719731182 
 01/06  14:00:00,534293.5830656468,449920.0746001176,1090622.476052095 
 01/06  15:00:00,515331.6034149175,430565.280218395,1040589.1533168117 
 01/06  16:00:00,537748.8868690664,460254.2996024529,1105738.1017380122 
 01/06  17:00:00,591920.7469761028,530675.022994906,1261675.3639416548 
 01/06  18:00:00,674212.1467039557,634301.5778372686,1471113.0815632017 
 01/06  19:00:00,730131.7274112303,697284.0227475916,1617447.1008230168 
 01/06  20:00:00,803424.8872878815,777411.4958145848,1781114.8733762063 
 01/06  21:00:00,859609.4950471373,837618.8731049557,1880239.6242333082 
 01/06  22:00:00,900941.7970949905,886869.0562900639,2024001.0736304803 
 01/06  23:00:00,949541.1927612905,942537.2777623344,2163061.1181047633 
 01/06  24:00:00,967814.5475742174,964875.2099964734,2211283.256760033 
 01/07  01:00:00,926652.0271679268,927036.914708049,2175165.6557391095 
 01/07  02:00:00,920145.6704942695,922250.2491538611,2178942.045363107 
 01/07  03:00:00,935713.6669750431,940016.5065513761,2210822.8439274505 
 01/07  04:00:00,933446.3133999917,938223.897459543,2195653.3946751547 
 01/07  05:00:00,942294.6125025582,946297.1132318357,2179447.9663542006 
 01/07  06:00:00,954651.5768794054,958558.6951324263,2183423.0390834445 
 01/07  07:00:00,950634.4213552222,953736.4392910104,2152023.435271236 
 01/07  08:00:00,932627.1648354784,933116.6160169378,2084400.6706729543 
 01/07  09:00:00,932682.4130227886,930657.5167764516,2047207.4477401525 
 01/07  10:00:00,903232.4608381817,895709.9615534698,1964003.3530899487 
 01/07  11:00:00,773687.4474732095,753424.051469542,1669838.6682686904 
 01/07  12:00:00,605301.8698574115,572793.5480061772,1209173.3475197107 
 01/07  13:00:00,468795.53625388787,426355.88120530103,849078.5097799196 
 01/07  14:00:00,374917.4079143879,334321.980411264,559044.0686124377 
 01/07  15:00:00,326424.3014249869,289766.04150765453,451972.8136979799 
 01/07  16:00:00,332976.1976204542,293887.8954222504,569467.6257855655 
 01/07  17:00:00,386388.3146173268,340855.7443544656,816749.1025452352 
 01/07  18:00:00,481579.67127899616,443705.78748149786,1072774.2217071806 
 01/07  19:00:00,528665.0050537328,493554.0663444515,1181249.451181827 
 01/07  20:00:00,553549.0278788732,517525.98543734517,1203163.411762407 
 01/07  21:00:00,541694.30341724,506450.4721490383,1207897.1682013723 
 01/07  22:00:00,520664.8938459836,488888.1558945812,1230052.5938276353 
 01/07  23:00:00,517433.7473072363,485954.75785520056,1233603.6847064923 
 01/07  24:00:00,535078.2755010474,502387.8636399786,1241293.0419722765 
 01/08  01:00:00,535963.7767280897,499910.5427657089,1195470.3155216323 
 01/08  02:00:00,527860.8812870428,489813.5220446557,1162854.769976724 
 01/08  03:00:00,528969.7041749823,490669.11940150184,1163431.3112927508 
 01/08  04:00:00,528176.3778775779,489551.6508875633,1160812.3368928474 
 01/08  05:00:00,535531.5800145419,496703.9846598933,1170097.3062048221 
 01/08  06:00:00,555528.7857349063,518210.4181171466,1219877.6571354074 
 01/08  07:00:00,581128.2682734492,544713.801126507,1262315.0302432575 
 01/08  08:00:00,594460.1853306593,557348.9304821666,1268196.3325802677 
 01/08  09:00:00,638501.4028390804,599542.3915928148,1312663.3986062126 
 01/08  10:00:00,679449.2431089007,638414.3312511847,1357528.9348615191 
 01/08  11:00:00,588247.0935479255,542539.055067666,1246888.061845651 
 01/08  12:00:00,497501.95312492043,436842.4409299076,1068538.8566121976 
 01/08  13:00:00,435440.46669451235,368631.1092861988,962461.4253165649 
 01/08  14:00:00,396931.1546387333,326543.9076098479,856656.1168126361 
 01/08  15:00:00,362633.365501333,287646.1446372234,736997.6804261792 
 01/08  16:00:00,405106.985244269,337531.746741062,897911.6924777436 
 01/08  17:00:00,424162.2732823223,363520.316037973,930659.5905373498 
 01/08  18:00:00,474658.2131520081,426950.7277274907,1080435.7784299878 
 01/08  19:00:00,489842.57305504,443545.4245004384,1104156.3919139353 
 01/08  20:00:00,517232.81317448674,470863.31948274514,1127504.7578580624 
 01/08  21:00:00,554809.7708510912,510172.9373958089,1189433.2662606107 
 01/08  22:00:00,583914.4686610833,543786.0662804366,1277984.225417979 
 01/08  23:00:00,605437.4162448307,569599.1491621422,1353047.1661706418 
 01/08  24:00:00,633411.3424642679,599523.0617212643,1403588.5307071551 
 01/09  01:00:00,654997.476412182,626352.7124838061,1494222.2334475887 
 01/09  02:00:00,682006.6054394267,661903.3452374673,1640809.7210663306 
 01/09  03:00:00,772319.3838303357,759343.0476556357,1844753.8821644543 
 01/09  04:00:00,867341.9473743447,860106.665059111,2030171.7267648 
 01/09  05:00:00,945082.2096561734,947349.920242114,2245677.9070792263 
 01/09  06:00:00,1044996.3792992984,1057858.7061920404,2499220.561757887 
 01/09  07:00:00,1129824.2753544748,1149510.4187374797,2680513.1883753976 
 01/09  08:00:00,1172043.267257257,1193424.6035663197,2731722.664759943 
 01/09  09:00:00,1197560.591850311,1212872.597789531,2654636.3655097834 
 01/09  10:00:00,1176300.3662333658,1179669.6565835986,2492491.29239004 
 01/09  11:00:00,1047478.7596374467,1031545.9580147242,2201854.773986979 
 01/09  12:00:00,877390.559600775,845355.1807927644,1813907.1497773514 
 01/09  13:00:00,746983.4384880649,704136.3010750411,1454605.3849696654 
 01/09  14:00:00,696219.334694545,647204.1663746857,1346591.6097311669 
 01/09  15:00:00,790589.6586017369,749517.2805435214,1473378.9580373005 
 01/09  16:00:00,1190173.293655071,1162790.355471399,2172198.9818839985 
 01/09  17:00:00,934095.7110417174,913724.0156496798,1870508.8187181535 
 01/09  18:00:00,991939.8468369553,987674.1121243997,2153957.5307719237 
 01/09  19:00:00,1031358.3072559176,1033164.4577551207,2277445.2871428235 
 01/09  20:00:00,1073579.754022261,1078619.4617477783,2361053.9143334264 
 01/09  21:00:00,1114187.4405885483,1122529.6126891787,2447421.893454865 
 01/09  22:00:00,1126864.5503393342,1137006.9981637606,2477245.5208092057 
 01/09  23:00:00,1130287.3759099115,1139055.8594477165,2443065.496798799 
 01/09  24:00:00,1158631.050487492,1167605.4225101555,2462639.0613797484 
 01/10  01:00:00,1185159.3274086951,1194134.0138955116,2482869.5463987263 
 01/10  02:00:00,1206432.0235913792,1215437.377388808,2502033.9091794854 
 01/10  03:00:00,1219180.0419258084,1228574.8487111034,2513485.500426657 
 01/10  04:00:00,1246815.7779135257,1255607.3371449164,2537473.4163955254 
 01/10  05:00:00,1278829.793248539,1288870.7680321112,2592619.158717055 
 01/10  06:00:00,1308943.5919056355,1323831.360789746,2698404.308066039 
 01/10  07:00:00,1368463.2767984213,1388695.622685243,2854379.6108452855 
 01/10  08:00:00,1376808.5006741914,1393946.5324148827,2818840.8722816957 
 01/10  09:00:00,1440944.6600176783,1454688.4542882626,2882030.050349218 
 01/10  10:00:00,1490503.0572991297,1502266.4053608035,3019664.9280095855 
 01/10  11:00:00,1309315.653593526,1296819.1223083579,2720288.527105265 
 01/10  12:00:00,1072439.2465996798,1038345.9832391749,2198160.572378344 
 01/10  13:00:00,897244.5850335634,847942.2170733365,1618406.9414699306 
 01/10  14:00:00,807523.1629835278,759429.2154851351,1210431.4990022988 
 01/10  15:00:00,780844.1353423473,752645.6966049678,1248834.8347057507 
 01/10  16:00:00,813165.351907922,785745.7267722422,1632781.0869643602 
 01/10  17:00:00,872223.6822517148,847298.1552688625,1837500.2443184077 
 01/10  18:00:00,946669.5387477286,933759.8260503672,1962313.0448075435 
 01/10  19:00:00,980844.5743566509,967805.8396327863,1996770.6718402074 
 01/10  20:00:00,1013858.293091449,1002458.6657715426,2054137.7923337603 
 01/10  21:00:00,1035085.0122909257,1024963.4251344157,2090834.6010188288 
 01/10  22:00:00,1058978.7242203706,1049989.4993966352,2129003.073932532 
 01/10  23:00:00,1080814.1804108834,1072902.6342536642,2164124.098961536 
 01/10  24:00:00,1076874.5211675044,1069828.4718002868,2164765.1710207723 
 01/11  01:00:00,1120492.9919665097,1117802.0915878816,2284763.13343949 
 01/11  02:00:00,1171538.1216308437,1171390.2650843812,2373961.2791297133 
 01/11  03:00:00,1204577.2936939625,1203604.0663041708,2401191.670419111 
 01/11  04:00:00,1205160.7671333242,1205209.336099574,2404830.656215174 
 01/11  05:00:00,1190709.6932327573,1190665.0995019355,2387872.72568972 
 01/11  06:00:00,1245642.6810543146,1247437.508199288,2482996.623360627 
 01/11  07:00:00,1273852.0197933086,1277281.5677188812,2526028.174645842 
 01/11  08:00:00,1279124.6989542674,1282715.7704132579,2530150.9342917246 
 01/11  09:00:00,1297789.8682763057,1304121.0662764085,2592095.9845698187 
 01/11  10:00:00,1240756.3827471773,1242348.7974281022,2506702.957785246 
 01/11  11:00:00,1091465.9462819928,1071238.5313771903,2177227.8138698135 
 01/11  12:00:00,973189.527396501,935560.3213109577,1924615.3064082656 
 01/11  13:00:00,916960.1563167991,872607.8756978128,1836485.5456147008 
 01/11  14:00:00,993184.7724922316,960862.9336152336,1948204.1383245026 
 01/11  15:00:00,1074537.9714228227,1045618.9083149179,2024464.2839905187 
 01/11  16:00:00,896940.2543889319,848853.7122358086,1792940.5921993656 
 01/11  17:00:00,857011.863829372,813926.5796915027,1707773.6750569092 
 01/11  18:00:00,939074.1121581813,918795.3609044047,1939196.7979572543 
 01/11  19:00:00,999337.8497062039,994633.8060252875,2207886.670452637 
 01/11  20:00:00,1075641.0338743841,1086016.906617264,2503811.104794439 
 01/11  21:00:00,1152867.9971351458,1170401.539451141,2682048.425434409 
 01/11  22:00:00,1184196.0005168288,1204556.1610416481,2741152.5967267407 
 01/11  23:00:00,1225997.4456339101,1248681.900205857,2817576.6444386365 
 01/11  24:00:00,1335367.6524987884,1355789.2637701258,2904060.7406002167 
 01/12  01:00:00,1431903.6001897587,1454517.8836960732,3036697.3866296927 
 01/12  02:00:00,1447666.5641337405,1478714.7807552947,3152391.7251461986 
 01/12  03:00:00,1503333.730182093,1540348.188675421,3293048.3712786315 
 01/12  04:00:00,1561419.899985628,1599461.8196543294,3351915.173822442 
 01/12  05:00:00,1575176.1338543922,1605156.1486938437,3233108.423364256 
 01/12  06:00:00,1569545.0306538444,1593988.9631911237,3133246.059655141 
 01/12  07:00:00,1579427.6568018843,1611227.9808160998,3242240.8746609916 
 01/12  08:00:00,1587659.6516491314,1624610.8474512598,3298774.491196965 
 01/12  09:00:00,1554276.895958324,1582650.6500042032,3123013.212729847 
 01/12  10:00:00,1486353.7065646653,1503654.4712184886,2911912.075910474 
 01/12  11:00:00,1339761.6029685938,1342727.180955163,2666485.278683839 
 01/12  12:00:00,1112132.3920765324,1089218.3048236645,2213916.190130765 
 01/12  13:00:00,922236.6488530837,880108.2074589409,1813047.380259174 
 01/12  14:00:00,800993.2524721203,750944.9707734081,1581463.5812972772 
 01/12  15:00:00,743270.2022197903,693465.5900608526,1494388.1651285714 
 01/12  16:00:00,706656.4389721376,656329.5199991618,1415008.9950646253 
 01/12  17:00:00,735736.6699461066,695170.8301415665,1479579.9187131487 
 01/12  18:00:00,822546.4901672512,798408.8070702152,1708681.879592732 
 01/12  19:00:00,882249.1644142685,862002.6138325023,1823371.7868844443 
 01/12  20:00:00,920611.8374259782,902678.3432925707,1895355.377844961 
 01/12  21:00:00,950024.6237014214,933970.399664246,1948386.6703150603 
 01/12  22:00:00,987590.8202819191,973746.096783073,2018141.5170187466 
 01/12  23:00:00,1017723.2764269108,1005985.6362226271,2076388.2180329736 
 01/12  24:00:00,1044491.8347647454,1034337.4025933082,2117475.1663333764 
 01/13  01:00:00,1061308.3329252016,1051755.5867429208,2133947.971801999 
 01/13  02:00:00,1068450.4718408512,1059426.6613428048,2144867.7359395768 
 01/13  03:00:00,1070098.6057853242,1061733.219665143,2145261.2058553654 
 01/13  04:00:00,1057425.380503636,1049357.4174052742,2121661.3751357854 
 01/13  05:00:00,1043338.7003292004,1034802.3943972,2095082.9680687145 
 01/13  06:00:00,1083048.67315436,1070215.2905009312,2103000.7917009727 
 01/13  07:00:00,1097363.3286929673,1083017.9690435475,2100585.1052545947 
 01/13  08:00:00,1041398.1782609883,1030305.2165775744,2047552.4236423813 
 01/13  09:00:00,1013269.3938800943,1001153.4038327525,1999085.1394011122 
 01/13  10:00:00,995746.104311723,981403.1066412034,1967776.1213827408 
 01/13  11:00:00,958013.9852021569,936180.2541043038,1894839.6045055124 
 01/13  12:00:00,864272.2461420031,830133.0813634758,1750434.6248152251 
 01/13  13:00:00,687035.5886771142,629017.119998003,1377122.604573154 
 01/13  14:00:00,511538.16424984834,444644.55787590565,945240.5229403635 
 01/13  15:00:00,463028.1139129797,398053.2731520551,957405.4603966863 
 01/13  16:00:00,468563.90588604275,411394.92125738744,905382.878994538 
 01/13  17:00:00,512471.351268244,459602.2116412203,1025120.7164683818 
 01/13  18:00:00,683705.3102074687,656509.366676061,1606378.9348965297 
 01/13  19:00:00,810777.4119154157,796896.6166966312,1909881.7664479173 
 01/13  20:00:00,881415.1764260349,863958.1479584432,1925036.320171949 
 01/13  21:00:00,944165.3223230363,930608.2809005076,2037228.017619298 
 01/13  22:00:00,1013528.2540293287,1010785.4434633945,2262740.184542441 
 01/13  23:00:00,1062555.3969281977,1064423.2982550617,2372235.9525516815 
 01/13  24:00:00,1085256.6241779043,1087749.717004701,2395827.80506907 
 01/14  01:00:00,1100559.8162817894,1106540.1229609477,2444702.4077861207 
 01/14  02:00:00,1113045.8830949876,1120691.7876099753,2462914.290658677 
 01/14  03:00:00,1128126.7903289883,1137480.9290890319,2492172.759500551 
 01/14  04:00:00,1155332.7556764814,1162060.3706821878,2475703.9833010123 
 01/14  05:00:00,1207237.9007914036,1210083.5356978173,2479564.8005324146 
 01/14  06:00:00,1258313.86628999,1265805.276068471,2598286.172424082 
 01/14  07:00:00,1307302.476505971,1316798.9855159954,2682871.7478727587 
 01/14  08:00:00,1351121.6496521344,1359999.4390884468,2711370.46662781 
 01/14  09:00:00,1387642.4800013024,1397078.8380417922,2746842.4545319816 
 01/14  10:00:00,1389400.3463657273,1393267.5904343852,2725851.4151597945 
 01/14  11:00:00,1277690.8091706254,1261382.647605,2485720.1760256332 
 01/14  12:00:00,1111349.8279886553,1077074.0123328092,2117237.8973234924 
 01/14  13:00:00,932904.8043958005,889030.1403921903,1665132.72033802 
 01/14  14:00:00,778714.006356496,730738.122681198,1327191.4312273166 
 01/14  15:00:00,678438.0888731615,627748.3861961981,1198619.1273535772 
 01/14  16:00:00,646895.2498887584,597814.3644693494,1229488.5106895568 
 01/14  17:00:00,673914.7828103559,631866.0123779054,1349494.2182477652 
 01/14  18:00:00,726847.9543050244,695607.1187534411,1483151.78924791 
 01/14  19:00:00,745449.7605058268,716115.2616228336,1522708.01770639 
 01/14  20:00:00,761783.1462513455,733685.2974123337,1558373.7839382757 
 01/14  21:00:00,788992.4709478911,762122.3921623977,1606964.2387223218 
 01/14  22:00:00,805021.1876270936,778793.4111445925,1630999.4323916829 
 01/14  23:00:00,810172.4362507312,784079.0343632725,1636597.2679570136 
 01/14  24:00:00,785756.1657708106,759749.0504895488,1598820.6433727718 
 01/15  01:00:00,758058.6838940037,731466.1941873345,1556079.7505835793 
 01/15  02:00:00,759018.8203657945,732300.3524662845,1556518.284901835 
 01/15  03:00:00,765150.8803962234,738328.2443366615,1563316.6978874523 
 01/15  04:00:00,769088.8815914718,742243.3207483978,1566986.2600868654 
 01/15  05:00:00,772627.3224985718,745715.217970823,1570774.1436061705 
 01/15  06:00:00,790508.5082011239,763966.2686816728,1599101.223355013 
 01/15  07:00:00,817701.7657570471,791810.8332088251,1641383.9325551735 
 01/15  08:00:00,829433.015998059,803894.1790885014,1657219.1251008122 
 01/15  09:00:00,814011.4959004323,788761.596878672,1637220.7177959047 
 01/15  10:00:00,894396.3375044492,867626.9832465304,1751299.9831345645 
 01/15  11:00:00,1104530.634788096,1074991.0501137665,2013800.9139702949 
 01/15  12:00:00,1193285.3707328723,1165924.6128372876,2152952.546882402 
 01/15  13:00:00,1154841.3776918508,1128819.1394347267,2146957.979533401 
 01/15  14:00:00,1022616.5610765408,988623.2675710776,2034290.1206584438 
 01/15  15:00:00,928595.2324416026,884093.0024047873,1878876.697962372 
 01/15  16:00:00,898245.6825907998,864306.1781226305,1779246.8063009523 
 01/15  17:00:00,940439.0575155246,920379.5280171059,1984542.9882560316 
 01/15  18:00:00,1093023.4417730798,1097379.69132092,2496010.7370623145 
 01/15  19:00:00,1221823.941120061,1228088.0061329128,2595718.3117937637 
 01/15  20:00:00,1297735.94420375,1301184.4678754134,2619859.6766346167 
 01/15  21:00:00,1345752.5826594597,1355414.9233362048,2743558.165679374 
 01/15  22:00:00,1389403.9772283875,1406550.224958375,2881367.7990918416 
 01/15  23:00:00,1441497.938718253,1463437.4806226464,2993829.6925173337 
 01/15  24:00:00,1496956.2937671624,1523781.3043833312,3111843.784350876 
 01/16  01:00:00,1541436.609262985,1571582.7928303303,3194347.784737167 
 01/16  02:00:00,1600593.1827037549,1629225.5875338647,3221389.8154627937 
 01/16  03:00:00,1643359.1330254888,1669173.6735324122,3211986.1582938624 
 01/16  04:00:00,1664619.7008516942,1689224.7652100488,3207964.915775417 
 01/16  05:00:00,1636635.436040328,1658077.6469037929,3112066.2767280624 
 01/16  06:00:00,1561330.2457365198,1578398.4452581536,2951648.360756849 
 01/16  07:00:00,1483084.529754712,1496919.3937364412,2807302.440406907 
