osm_id,source,label,label_coarse,evidence_strength,flagged_for_ruling,emitted,confidence,rule_token,match
29737814,boston_downtown_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
29739835,boston_downtown_500m,LargeOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
29741116,boston_downtown_500m,College,commercial,strong,no,College,MEDIUM,RULE_FUNCTION_TAG,True
29741305,boston_downtown_500m,HighriseApartment,residential,strong,no,HighriseApartment,HIGH,RULE_RESIDENTIAL_TIER,True
29742432,boston_downtown_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
29742438,boston_downtown_500m,OpenUBEMUnknown,commercial,strong,no,OpenUBEMUnknown,LOW,FALLBACK_UNKNOWN,True
29742467,boston_downtown_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
29802976,boston_downtown_500m,OpenUBEMUnknown,commercial,strong,no,OpenUBEMUnknown,LOW,FALLBACK_UNKNOWN,True
29803421,boston_downtown_500m,LargeOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
29804914,boston_downtown_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
29804981,boston_downtown_500m,MidriseApartment,residential,strong,no,MidriseApartment,HIGH,RULE_RESIDENTIAL_TIER,True
29805491,boston_downtown_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
29808492,boston_downtown_500m,LargeOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
29808921,boston_downtown_500m,College,commercial,strong,no,College,MEDIUM,RULE_FUNCTION_TAG,True
29833421,boston_downtown_500m,OpenUBEMUnknown,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,False
29860485,boston_downtown_500m,SmallOffice,commercial,strong,no,SmallOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
29862089,boston_downtown_500m,Courthouse,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
29864884,boston_downtown_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
29865088,boston_downtown_500m,HighriseApartment,residential,strong,no,HighriseApartment,HIGH,RULE_RESIDENTIAL_TIER,True
29865317,boston_downtown_500m,MediumOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,False
29869453,boston_downtown_500m,OpenUBEMUnknown,commercial,strong,no,OpenUBEMUnknown,LOW,FALLBACK_UNKNOWN,True
29877140,boston_downtown_500m,OpenUBEMUnknown,commercial,strong,no,OpenUBEMUnknown,LOW,FALLBACK_UNKNOWN,True
29943278,boston_downtown_500m,FullServiceRestaurant,commercial,strong,no,FullServiceRestaurant,HIGH,RULE_FUNCTION_TAG,True
29945633,boston_downtown_500m,MidriseApartment,residential,strong,no,HighriseApartment,MEDIUM,RULE_RESIDENTIAL_TIER,False
29947441,boston_downtown_500m,LargeOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
29952114,boston_downtown_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
49733761,boston_downtown_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
94482771,boston_downtown_500m,LargeHotel,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
95035761,boston_downtown_500m,HighriseApartment,residential,strong,no,HighriseApartment,HIGH,RULE_RESIDENTIAL_TIER,True
99809126,boston_downtown_500m,LargeOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
103680109,boston_downtown_500m,SmallOffice,commercial,strong,no,SmallOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
108236658,boston_downtown_500m,OpenUBEMUnknown,commercial,strong,no,SmallOffice,LOW,FALLBACK_SIZE_DEFAULT,False
117746813,boston_downtown_500m,LargeOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
135476024,boston_downtown_500m,Courthouse,commercial,strong,no,LargeOffice,LOW,FALLBACK_SIZE_DEFAULT,False
139974603,boston_downtown_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
139980427,boston_downtown_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
139982618,boston_downtown_500m,LargeOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
140178618,boston_downtown_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
203026968,boston_downtown_500m,OpenUBEMUnknown,commercial,strong,no,OpenUBEMUnknown,LOW,FALLBACK_UNKNOWN,True
212122819,boston_downtown_500m,RetailStandalone,commercial,strong,no,RetailStandalone,HIGH,RULE_FUNCTION_TAG,True
212122840,boston_downtown_500m,QuickServiceRestaurant,commercial,strong,no,QuickServiceRestaurant,HIGH,RULE_FUNCTION_TAG,True
212122959,boston_downtown_500m,OpenUBEMUnknown,commercial,strong,no,OpenUBEMUnknown,LOW,FALLBACK_UNKNOWN,True
212123007,boston_downtown_500m,OpenUBEMUnknown,commercial,strong,no,OpenUBEMUnknown,LOW,FALLBACK_UNKNOWN,True
212123377,boston_downtown_500m,QuickServiceRestaurant,commercial,strong,no,QuickServiceRestaurant,HIGH,RULE_FUNCTION_TAG,True
212123412,boston_downtown_500m,OpenUBEMUnknown,commercial,strong,no,OpenUBEMUnknown,LOW,FALLBACK_UNKNOWN,True
212123449,boston_downtown_500m,OpenUBEMUnknown,commercial,strong,no,OpenUBEMUnknown,LOW,FALLBACK_UNKNOWN,True
212123462,boston_downtown_500m,OpenUBEMUnknown,commercial,strong,no,OpenUBEMUnknown,LOW,FALLBACK_UNKNOWN,True
212123465,boston_downtown_500m,FullServiceRestaurant,commercial,strong,no,FullServiceRestaurant,HIGH,RULE_FUNCTION_TAG,True
212123619,boston_downtown_500m,OpenUBEMUnknown,commercial,strong,no,OpenUBEMUnknown,LOW,FALLBACK_UNKNOWN,True
212123713,boston_downtown_500m,LargeOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
212123864,boston_downtown_500m,OpenUBEMUnknown,commercial,strong,no,OpenUBEMUnknown,LOW,FALLBACK_UNKNOWN,True
212124031,boston_downtown_500m,RetailStandalone,commercial,strong,no,RetailStandalone,MEDIUM,RULE_FUNCTION_TAG,True
240311347,boston_downtown_500m,OpenUBEMUnknown,commercial,strong,no,OpenUBEMUnknown,LOW,FALLBACK_UNKNOWN,True
240311349,boston_downtown_500m,OpenUBEMUnknown,commercial,strong,no,OpenUBEMUnknown,LOW,FALLBACK_UNKNOWN,True
240370254,boston_downtown_500m,OpenUBEMUnknown,commercial,strong,no,OpenUBEMUnknown,LOW,FALLBACK_UNKNOWN,True
240370255,boston_downtown_500m,OpenUBEMUnknown,commercial,strong,no,OpenUBEMUnknown,LOW,FALLBACK_UNKNOWN,True
240370257,boston_downtown_500m,OpenUBEMUnknown,commercial,strong,no,OpenUBEMUnknown,LOW,FALLBACK_UNKNOWN,True
240391795,boston_downtown_500m,LargeOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
240440939,boston_downtown_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
240444881,boston_downtown_500m,LargeOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
240478021,boston_downtown_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
240478028,boston_downtown_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
240540695,boston_downtown_500m,OpenUBEMUnknown,commercial,strong,no,OpenUBEMUnknown,LOW,FALLBACK_UNKNOWN,True
240541288,boston_downtown_500m,RetailStandalone,commercial,strong,no,RetailStandalone,MEDIUM,RULE_FUNCTION_TAG,True
240548825,boston_downtown_500m,LargeOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
240550058,boston_downtown_500m,LargeHotel,commercial,strong,no,LargeHotel,MEDIUM,RULE_LODGING_TIER,True
241176915,boston_downtown_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
241176918,boston_downtown_500m,LargeOffice,commercial,strong,no,SuperTallBuilding,HIGH,RULE_HIGHRISE,False
241176919,boston_downtown_500m,LargeOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
241178649,boston_downtown_500m,SmallOffice,commercial,strong,no,SmallOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
241183929,boston_downtown_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
241183930,boston_downtown_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
241183931,boston_downtown_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
241183932,boston_downtown_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
241183933,boston_downtown_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
241183934,boston_downtown_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
241186243,boston_downtown_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
241186244,boston_downtown_500m,SmallOffice,commercial,strong,no,SmallOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
241929553,boston_downtown_500m,LargeOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
241929554,boston_downtown_500m,OpenUBEMUnknown,commercial,strong,no,OpenUBEMUnknown,LOW,FALLBACK_UNKNOWN,True
241933478,boston_downtown_500m,OpenUBEMUnknown,commercial,strong,no,OpenUBEMUnknown,LOW,FALLBACK_UNKNOWN,True
241937980,boston_downtown_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
241975829,boston_downtown_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
241975830,boston_downtown_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
241975831,boston_downtown_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
241978446,boston_downtown_500m,LargeOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
241980638,boston_downtown_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
244444286,boston_downtown_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
244539275,boston_downtown_500m,OpenUBEMUnknown,commercial,strong,no,OpenUBEMUnknown,LOW,FALLBACK_UNKNOWN,True
244539279,boston_downtown_500m,RetailStandalone,commercial,strong,no,RetailStandalone,MEDIUM,RULE_FUNCTION_TAG,True
244560413,boston_downtown_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
244560414,boston_downtown_500m,SmallOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,False
244560415,boston_downtown_500m,SmallOffice,commercial,strong,no,SmallOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
244560416,boston_downtown_500m,SmallOffice,commercial,strong,no,SmallOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
393320829,boston_downtown_500m,HighriseApartment,residential,strong,no,HighriseApartment,HIGH,RULE_RESIDENTIAL_TIER,True
405520318,boston_downtown_500m,SmallOffice,commercial,strong,no,SmallOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
405520319,boston_downtown_500m,SmallOffice,commercial,strong,no,SmallOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
405520321,boston_downtown_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
405520324,boston_downtown_500m,HighriseApartment,residential,strong,no,HighriseApartment,HIGH,RULE_RESIDENTIAL_TIER,True
405544078,boston_downtown_500m,LargeOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
405668717,boston_downtown_500m,MidriseApartment,residential,strong,no,HighriseApartment,MEDIUM,RULE_RESIDENTIAL_TIER,False
405668761,boston_downtown_500m,MidriseApartment,residential,strong,no,HighriseApartment,MEDIUM,RULE_RESIDENTIAL_TIER,False
406470134,boston_downtown_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
408746566,boston_downtown_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
408746567,boston_downtown_500m,SmallOffice,commercial,strong,no,SmallOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
408746568,boston_downtown_500m,Courthouse,commercial,strong,no,MediumOffice,LOW,FALLBACK_SIZE_DEFAULT,False
408746570,boston_downtown_500m,LargeOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
408746577,boston_downtown_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
408746583,boston_downtown_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
408746585,boston_downtown_500m,SmallOffice,commercial,strong,no,SmallOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
408746590,boston_downtown_500m,SmallOffice,commercial,strong,no,SmallOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
408746591,boston_downtown_500m,SmallOffice,commercial,strong,no,SmallOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
408746593,boston_downtown_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
408746596,boston_downtown_500m,SmallOffice,commercial,strong,no,SmallOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
408746598,boston_downtown_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
408746601,boston_downtown_500m,SmallOffice,commercial,strong,no,SmallOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
408746602,boston_downtown_500m,SmallOffice,commercial,strong,no,SmallOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
408746604,boston_downtown_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
408746606,boston_downtown_500m,SmallOffice,commercial,strong,no,SmallOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
408746608,boston_downtown_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
408746614,boston_downtown_500m,SmallOffice,commercial,strong,no,SmallOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
408746615,boston_downtown_500m,HighriseApartment,residential,strong,no,HighriseApartment,HIGH,RULE_RESIDENTIAL_TIER,True
408746621,boston_downtown_500m,SmallOffice,commercial,strong,no,SmallOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
408746626,boston_downtown_500m,SmallOffice,commercial,strong,no,SmallOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
408746627,boston_downtown_500m,SmallOffice,commercial,strong,no,SmallOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
408746628,boston_downtown_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
408746637,boston_downtown_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
408746641,boston_downtown_500m,LargeOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
408746648,boston_downtown_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
408746651,boston_downtown_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
408746653,boston_downtown_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
408746660,boston_downtown_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
409161385,boston_downtown_500m,LargeOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
458561183,boston_downtown_500m,LargeOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
458575155,boston_downtown_500m,SmallOffice,commercial,strong,no,SmallOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
458576308,boston_downtown_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
458576309,boston_downtown_500m,HighriseApartment,residential,strong,no,HighriseApartment,HIGH,RULE_RESIDENTIAL_TIER,True
458716891,boston_downtown_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
458716892,boston_downtown_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
458718877,boston_downtown_500m,Outpatient,commercial,strong,no,Outpatient,HIGH,RULE_FUNCTION_TAG,True
458720549,boston_downtown_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
484939937,boston_downtown_500m,Courthouse,commercial,strong,no,Courthouse,HIGH,RULE_USE_CLASS,True
484940314,boston_downtown_500m,RetailStandalone,commercial,strong,no,RetailStandalone,MEDIUM,RULE_FUNCTION_TAG,True
484940315,boston_downtown_500m,SmallOffice,commercial,strong,no,SmallOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
484940316,boston_downtown_500m,SmallOffice,commercial,strong,no,SmallOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
485131561,boston_downtown_500m,HighriseApartment,residential,strong,no,HighriseApartment,HIGH,RULE_RESIDENTIAL_TIER,True
485136329,boston_downtown_500m,SmallOffice,commercial,strong,no,SmallOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
485153550,boston_downtown_500m,LargeHotel,commercial,strong,no,LargeHotel,MEDIUM,RULE_LODGING_TIER,True
485898391,boston_downtown_500m,SmallOffice,commercial,strong,no,SmallOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
617685028,boston_downtown_500m,RetailStandalone,commercial,strong,no,MediumOffice,LOW,FALLBACK_SIZE_DEFAULT,False
697630387,boston_downtown_500m,SmallOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,False
737897576,boston_downtown_500m,OpenUBEMUnknown,commercial,strong,no,OpenUBEMUnknown,LOW,FALLBACK_UNKNOWN,True
788015166,boston_downtown_500m,Courthouse,commercial,strong,no,Courthouse,HIGH,RULE_FUNCTION_TAG,True
814638590,boston_downtown_500m,QuickServiceRestaurant,commercial,strong,no,SmallOffice,LOW,FALLBACK_SIZE_DEFAULT,False
814639590,boston_downtown_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
815095907,boston_downtown_500m,HighriseApartment,residential,strong,no,HighriseApartment,HIGH,RULE_RESIDENTIAL_TIER,True
815971737,boston_downtown_500m,HighriseApartment,residential,strong,no,HighriseApartment,HIGH,RULE_RESIDENTIAL_TIER,True
815971738,boston_downtown_500m,OpenUBEMUnknown,commercial,strong,no,LargeOffice,LOW,FALLBACK_SIZE_DEFAULT,False
815983206,boston_downtown_500m,RetailStandalone,commercial,strong,no,RetailStandalone,MEDIUM,RULE_FUNCTION_TAG,True
816023982,boston_downtown_500m,SmallOffice,commercial,strong,no,SmallOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
816023985,boston_downtown_500m,SmallOffice,commercial,strong,no,SmallOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
816253624,boston_downtown_500m,LargeHotel,commercial,strong,no,LargeHotel,MEDIUM,RULE_LODGING_TIER,True
816253625,boston_downtown_500m,SmallHotel,commercial,strong,no,SmallHotel,MEDIUM,RULE_LODGING_TIER,True
816270034,boston_downtown_500m,LargeOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
816270783,boston_downtown_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
816273225,boston_downtown_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
816277586,boston_downtown_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
816277587,boston_downtown_500m,SmallHotel,commercial,strong,no,SmallHotel,MEDIUM,RULE_LODGING_TIER,True
816283251,boston_downtown_500m,LargeOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
816289797,boston_downtown_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
816291661,boston_downtown_500m,LargeOffice,commercial,strong,no,SuperTallBuilding,HIGH,RULE_HIGHRISE,False
816291665,boston_downtown_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
816293319,boston_downtown_500m,LargeOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
816313521,boston_downtown_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
816347155,boston_downtown_500m,OpenUBEMUnknown,commercial,strong,no,OpenUBEMUnknown,LOW,FALLBACK_UNKNOWN,True
816347156,boston_downtown_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
816922979,boston_downtown_500m,LargeOffice,commercial,strong,no,SuperTallBuilding,HIGH,RULE_HIGHRISE,False
818614393,boston_downtown_500m,OpenUBEMUnknown,commercial,strong,no,OpenUBEMUnknown,LOW,FALLBACK_UNKNOWN,True
1221657930,boston_downtown_500m,OpenUBEMUnknown,commercial,strong,no,OpenUBEMUnknown,LOW,FALLBACK_UNKNOWN,True
1253315804,boston_downtown_500m,HighriseApartment,residential,strong,no,HighriseApartment,HIGH,RULE_RESIDENTIAL_TIER,True
