cell,stem,is_fatal,is_open09,n_zones,n_stub,frac_stub,vol_ratio
austin_centre,way_204413180,False,False,60,56,0.933333,0.695312
austin_centre,way_204413181,False,False,56,56,1.000000,0.001112
austin_centre,way_206163832,False,False,32,32,1.000000,0.000574
austin_centre,way_206163833,False,False,1,1,1.000000,0.003462
austin_centre,way_206165495,False,False,22,22,1.000000,0.000955
austin_centre,way_224057337,False,False,1,1,1.000000,0.001572
austin_centre,way_231123149,False,False,45,40,0.888889,0.804715
austin_centre,way_231123152,False,False,29,29,1.000000,0.001190
austin_centre,way_231123153,False,False,1,1,1.000000,0.005099
austin_centre,way_231123155,False,False,1,1,1.000000,0.006554
austin_centre,way_231123157,False,False,1,1,1.000000,0.005300
austin_centre,way_231123159,False,False,1,1,1.000000,0.007925
austin_centre,way_231123161,False,False,1,1,1.000000,0.012290
austin_centre,way_231125471,False,False,1,1,1.000000,0.001870
austin_centre,way_231125474,False,False,60,48,0.800000,0.722292
austin_centre,way_231125475,False,False,1,1,1.000000,0.000724
austin_centre,way_231125476,False,False,36,32,0.888889,0.513182
austin_centre,way_313180848,False,False,32,24,0.750000,0.526201
austin_centre,way_313180849,False,False,130,117,0.900000,0.631836
austin_centre,way_313917989,False,False,48,44,0.916667,0.683482
austin_centre,way_328520419,False,False,1,1,1.000000,0.014430
austin_centre,way_328520420,False,False,1,1,1.000000,0.014631
austin_centre,way_328520421,False,False,1,1,1.000000,0.014383
austin_centre,way_328520422,False,False,1,1,1.000000,0.015103
austin_centre,way_328520424,False,False,1,1,1.000000,0.016527
austin_centre,way_328520425,False,False,1,1,1.000000,0.016749
austin_centre,way_328520426,False,False,1,1,1.000000,0.008970
austin_centre,way_328520427,False,False,1,1,1.000000,0.009306
austin_centre,way_328520428,False,False,1,1,1.000000,0.016185
austin_centre,way_328526438,False,False,10,8,0.800000,0.635317
austin_centre,way_328526439,False,False,1,1,1.000000,0.008724
austin_centre,way_328526440,False,False,31,31,1.000000,0.004327
austin_centre,way_328526441,False,False,1,1,1.000000,0.005128
austin_centre,way_328526442,False,False,1,1,1.000000,0.005623
austin_centre,way_328526443,False,False,1,1,1.000000,0.006645
austin_centre,way_328526444,False,False,1,1,1.000000,0.007129
austin_centre,way_328526445,False,False,1,1,1.000000,0.005043
austin_centre,way_328526446,False,False,1,1,1.000000,0.008288
austin_centre,way_328526447,False,False,1,1,1.000000,0.012314
austin_centre,way_328526448,False,False,1,1,1.000000,0.012002
austin_centre,way_328526449,False,False,1,1,1.000000,0.004884
austin_centre,way_328526450,False,False,1,1,1.000000,0.004112
austin_centre,way_328526451,False,False,1,1,1.000000,0.008589
austin_centre,way_328526452,False,False,1,1,1.000000,0.007656
austin_centre,way_328526453,False,False,1,1,1.000000,0.002098
austin_centre,way_328526454,False,False,25,20,0.800000,0.497343
austin_centre,way_328526455,False,False,1,1,1.000000,0.004391
austin_centre,way_328529688,False,False,1,1,1.000000,0.011532
austin_centre,way_328529689,False,False,1,1,1.000000,0.010468
austin_centre,way_328529690,False,False,1,1,1.000000,0.005603
austin_centre,way_328529693,False,False,1,1,1.000000,0.010612
austin_centre,way_328529696,False,False,1,1,1.000000,0.014234
austin_centre,way_328529698,False,False,1,1,1.000000,0.010742
austin_centre,way_328529699,False,False,1,1,1.000000,0.028378
austin_centre,way_328529700,False,False,1,1,1.000000,0.018100
austin_centre,way_328529701,False,False,1,1,1.000000,0.017485
austin_centre,way_328529702,False,False,1,1,1.000000,0.005082
austin_centre,way_328529704,False,False,1,1,1.000000,0.025193
austin_centre,way_328529706,False,False,1,1,1.000000,0.020278
austin_centre,way_328529708,False,False,1,1,1.000000,0.005397
austin_centre,way_328529709,False,False,1,1,1.000000,0.010682
austin_centre,way_328529710,False,False,1,1,1.000000,0.023219
austin_centre,way_328529714,False,False,1,1,1.000000,0.023367
austin_centre,way_328535175,False,False,1,1,1.000000,0.008446
austin_centre,way_328535176,False,False,1,1,1.000000,0.015691
austin_centre,way_328535177,False,False,1,1,1.000000,0.011098
austin_centre,way_328535178,False,False,1,1,1.000000,0.011738
austin_centre,way_328535179,False,False,1,1,1.000000,0.014871
austin_centre,way_328535180,False,False,1,1,1.000000,0.022563
austin_centre,way_328535181,False,False,1,1,1.000000,0.019195
austin_centre,way_328535182,False,False,1,1,1.000000,0.006370
austin_centre,way_328535183,False,False,2,2,1.000000,0.012883
austin_centre,way_328605829,False,False,1,1,1.000000,0.004075
austin_centre,way_328605831,False,False,1,1,1.000000,0.017392
austin_centre,way_328605839,False,False,2,2,1.000000,0.040951
austin_centre,way_328605855,False,False,1,1,1.000000,0.018511
austin_centre,way_328605869,False,False,2,2,1.000000,0.012206
austin_centre,way_328607254,False,False,1,1,1.000000,0.015958
austin_centre,way_328607257,False,False,1,1,1.000000,0.028311
austin_centre,way_328607258,False,False,2,2,1.000000,0.012292
austin_centre,way_328607260,False,False,1,1,1.000000,0.007736
austin_centre,way_328607262,False,False,1,1,1.000000,0.016497
austin_centre,way_328607264,False,False,1,1,1.000000,0.008046
austin_centre,way_328607265,False,False,2,2,1.000000,0.011746
austin_centre,way_328607266,False,False,1,1,1.000000,0.006638
austin_centre,way_328607268,False,False,2,2,1.000000,0.010799
austin_centre,way_328607272,False,False,1,1,1.000000,0.033004
austin_centre,way_328607273,False,False,2,2,1.000000,0.009067
austin_centre,way_328607274,False,False,1,1,1.000000,0.011639
austin_centre,way_328607275,False,False,2,2,1.000000,0.008294
austin_centre,way_328607277,False,False,2,2,1.000000,0.010906
austin_centre,way_328607278,False,False,2,2,1.000000,0.017819
austin_centre,way_328607279,False,False,1,1,1.000000,0.054236
austin_centre,way_328607282,False,False,2,2,1.000000,0.007319
austin_centre,way_328607283,False,False,2,2,1.000000,0.008491
austin_centre,way_328622249,False,False,1,1,1.000000,0.013840
austin_centre,way_328622250,False,False,1,1,1.000000,0.011486
austin_centre,way_328622251,False,False,2,2,1.000000,0.007230
austin_centre,way_328622252,False,False,1,1,1.000000,0.010545
austin_centre,way_328622253,False,False,1,1,1.000000,0.010058
austin_centre,way_328622254,False,False,1,1,1.000000,0.011015
austin_centre,way_328622255,False,False,1,1,1.000000,0.010478
austin_centre,way_328622256,False,False,1,1,1.000000,0.049759
austin_centre,way_328622257,False,False,1,1,1.000000,0.015884
austin_centre,way_328622258,False,False,1,1,1.000000,0.014452
austin_centre,way_328622259,False,False,1,1,1.000000,0.009427
austin_centre,way_328622260,False,False,1,1,1.000000,0.009908
austin_centre,way_328622261,False,False,1,1,1.000000,0.010820
austin_centre,way_328622262,False,False,1,1,1.000000,0.004118
austin_centre,way_328622263,False,False,1,1,1.000000,0.035714
austin_centre,way_328622264,False,False,1,1,1.000000,0.012243
austin_centre,way_328622265,False,False,1,1,1.000000,0.010386
austin_centre,way_328622267,False,False,1,1,1.000000,0.010429
austin_centre,way_328622268,False,False,1,1,1.000000,0.005442
austin_centre,way_328622269,False,False,1,1,1.000000,0.009860
austin_centre,way_328622270,False,False,1,1,1.000000,0.023593
austin_centre,way_328622271,False,False,1,1,1.000000,0.018287
austin_centre,way_328622272,False,False,1,1,1.000000,0.005175
austin_centre,way_328631273,False,False,1,1,1.000000,0.004990
austin_centre,way_328631274,False,False,1,1,1.000000,0.009654
austin_centre,way_328631275,False,False,1,1,1.000000,0.004211
austin_centre,way_328631276,False,False,1,1,1.000000,0.010205
austin_centre,way_328631277,False,False,1,1,1.000000,0.004183
austin_centre,way_328631279,False,False,47,47,1.000000,0.001179
austin_centre,way_328631281,False,False,1,1,1.000000,0.005376
austin_centre,way_328631283,False,False,1,1,1.000000,0.016203
austin_centre,way_328631284,False,False,1,1,1.000000,0.003868
austin_centre,way_328631287,False,False,1,1,1.000000,0.007979
austin_centre,way_328631289,False,False,1,1,1.000000,0.007673
austin_centre,way_328631290,False,False,1,1,1.000000,0.008115
austin_centre,way_328631294,False,False,1,1,1.000000,0.024588
austin_centre,way_328631295,False,False,1,1,1.000000,0.012155
austin_centre,way_328631296,False,False,1,1,1.000000,0.005117
austin_centre,way_328634432,False,False,22,22,1.000000,0.000757
austin_centre,way_328634434,False,False,1,1,1.000000,0.003350
austin_centre,way_328634437,False,False,1,1,1.000000,0.018041
austin_centre,way_328634439,False,False,1,1,1.000000,0.016107
austin_centre,way_328634441,False,False,10,8,0.800000,0.269509
austin_centre,way_328634445,False,False,1,1,1.000000,0.009035
austin_centre,way_328634447,False,False,1,1,1.000000,0.007801
austin_centre,way_328634449,False,False,12,12,1.000000,0.002703
austin_centre,way_328634450,False,False,2,2,1.000000,0.007023
austin_centre,way_328634454,False,False,1,1,1.000000,0.003788
austin_centre,way_328634456,False,False,1,1,1.000000,0.004220
austin_centre,way_328634458,False,False,2,2,1.000000,0.010322
austin_centre,way_328634462,False,False,15,12,0.800000,0.306378
austin_centre,way_328634464,False,False,1,1,1.000000,0.011530
austin_centre,way_328634466,False,False,1,1,1.000000,0.003663
austin_centre,way_328644611,False,False,1,1,1.000000,0.002356
austin_centre,way_328644612,False,False,3,3,1.000000,0.000965
austin_centre,way_328644613,False,False,10,10,1.000000,0.001105
austin_centre,way_328644614,False,False,1,1,1.000000,0.001127
austin_centre,way_328644615,False,False,20,20,1.000000,0.001057
austin_centre,way_328644616,False,False,1,1,1.000000,0.002675
austin_centre,way_328644617,False,False,1,1,1.000000,0.004384
austin_centre,way_328644618,False,False,1,1,1.000000,0.007013
austin_centre,way_328644620,False,False,1,1,1.000000,0.004704
austin_centre,way_328644621,False,False,27,24,0.888889,0.782514
austin_centre,way_328644622,False,False,1,1,1.000000,0.002766
austin_centre,way_328644625,False,False,42,42,1.000000,0.001089
austin_centre,way_328649859,False,False,22,20,0.909091,0.504456
austin_centre,way_328649869,False,False,1,1,1.000000,0.002217
austin_centre,way_328649870,False,False,1,1,1.000000,0.003887
austin_centre,way_328649873,False,False,20,16,0.800000,0.639194
austin_centre,way_328649882,False,False,1,1,1.000000,0.005901
austin_centre,way_328649889,False,False,1,1,1.000000,0.004318
austin_centre,way_328707704,False,False,1,1,1.000000,0.004825
austin_centre,way_328723692,False,False,75,70,0.933333,0.801692
austin_centre,way_328839208,False,False,4,4,1.000000,0.000429
austin_centre,way_368003367,False,False,32,32,1.000000,0.002740
austin_centre,way_37417988,False,False,55,44,0.800000,0.659351
austin_centre,way_37417989,False,False,1,1,1.000000,0.000685
austin_centre,way_37546502,False,False,33,33,1.000000,0.000458
austin_centre,way_379165891,False,False,3,3,1.000000,0.017112
austin_centre,way_379165897,False,False,5,5,1.000000,0.011379
austin_centre,way_379165899,False,False,4,4,1.000000,0.005722
austin_centre,way_379165902,False,False,3,3,1.000000,0.014171
austin_centre,way_379165907,False,False,3,3,1.000000,0.009641
austin_centre,way_379165911,False,False,3,3,1.000000,0.008598
austin_centre,way_379165912,False,False,5,5,1.000000,0.021696
austin_centre,way_379165915,False,False,3,3,1.000000,0.020456
austin_centre,way_379165919,False,False,8,8,1.000000,0.004162
austin_centre,way_379165922,False,False,4,4,1.000000,0.008963
austin_centre,way_379165923,False,False,5,5,1.000000,0.006458
austin_centre,way_379165927,False,False,4,4,1.000000,0.006554
austin_centre,way_379165965,False,False,3,3,1.000000,0.010618
austin_centre,way_379165969,False,False,5,5,1.000000,0.008555
austin_centre,way_379165974,False,False,6,6,1.000000,0.013105
austin_centre,way_379165985,False,False,6,6,1.000000,0.015444
austin_centre,way_379165989,False,False,4,4,1.000000,0.010614
austin_centre,way_379165992,False,False,4,4,1.000000,0.005231
austin_centre,way_379166048,False,False,4,4,1.000000,0.009745
austin_centre,way_379166062,False,False,45,36,0.800000,0.606941
austin_centre,way_379166081,False,False,2,2,1.000000,0.027378
austin_centre,way_379166095,False,False,6,6,1.000000,0.001629
austin_centre,way_379166100,False,False,3,3,1.000000,0.010928
austin_centre,way_379166118,False,False,5,5,1.000000,0.012687
austin_centre,way_379166122,False,False,5,5,1.000000,0.002345
austin_centre,way_379166126,False,False,4,4,1.000000,0.003300
austin_centre,way_379166131,False,False,4,4,1.000000,0.008114
austin_centre,way_379166134,False,False,5,5,1.000000,0.010036
austin_centre,way_379166138,False,False,3,3,1.000000,0.053485
austin_centre,way_379166139,False,False,3,3,1.000000,0.077640
austin_centre,way_379166145,False,False,2,2,1.000000,0.036819
austin_centre,way_379166156,False,False,2,2,1.000000,0.109848
austin_centre,way_379166180,False,False,2,2,1.000000,0.047272
austin_centre,way_379166187,False,False,1,1,1.000000,0.078905
austin_centre,way_379166196,False,False,1,1,1.000000,0.064033
austin_centre,way_379166198,False,False,6,6,1.000000,0.117675
austin_centre,way_379166200,False,False,4,4,1.000000,0.013718
austin_centre,way_379166215,False,False,2,2,1.000000,0.049236
austin_centre,way_379166225,False,False,1,1,1.000000,0.091458
austin_centre,way_379166230,False,False,20,16,0.800000,0.321858
austin_centre,way_379166236,False,False,2,2,1.000000,0.060456
austin_centre,way_379166244,False,False,2,2,1.000000,0.039000
austin_centre,way_379166251,False,False,3,3,1.000000,0.042555
austin_centre,way_379166271,False,False,30,24,0.800000,0.240336
austin_centre,way_379166273,False,False,4,4,1.000000,0.015388
austin_centre,way_379166276,False,False,7,7,1.000000,0.086975
austin_centre,way_379166277,False,False,2,2,1.000000,0.028854
austin_centre,way_379166282,False,False,1,1,1.000000,0.090017
austin_centre,way_379166283,False,False,2,2,1.000000,0.028845
austin_centre,way_379166285,False,False,2,2,1.000000,0.021562
austin_centre,way_379166300,False,False,4,4,1.000000,0.020754
austin_centre,way_379166308,False,False,3,3,1.000000,0.033889
austin_centre,way_42806788,False,False,1,1,1.000000,0.001800
austin_centre,way_42806812,False,False,30,24,0.800000,0.547153
austin_centre,way_448210521,False,False,90,72,0.800000,0.608884
austin_centre,way_516267897,False,False,22,22,1.000000,0.001341
austin_centre,way_516276237,False,False,45,45,1.000000,0.003967
austin_centre,way_516278443,False,False,90,72,0.800000,0.642226
austin_centre,way_516278491,False,False,133,114,0.857143,0.677845
austin_centre,way_516282869,False,False,105,90,0.857143,0.635359
austin_centre,way_516282872,False,False,1,1,1.000000,0.002304
austin_centre,way_516282875,False,False,40,32,0.800000,0.545989
austin_centre,way_516282876,False,False,1,1,1.000000,0.005030
austin_centre,way_516285440,False,False,1,1,1.000000,0.001191
austin_centre,way_516285444,False,False,1,1,1.000000,0.014635
austin_centre,way_516285445,False,False,1,1,1.000000,0.003499
austin_centre,way_516285449,False,False,1,1,1.000000,0.001166
austin_centre,way_516286382,False,False,75,60,0.800000,0.530777
austin_centre,way_516286383,False,False,1,1,1.000000,0.001245
austin_centre,way_516286384,False,False,1,1,1.000000,0.001963
austin_centre,way_516286385,False,False,99,90,0.909091,0.521267
austin_centre,way_516286386,False,False,1,1,1.000000,0.004506
austin_centre,way_516286387,False,False,1,1,1.000000,0.014952
austin_centre,way_516286388,False,False,1,1,1.000000,0.001760
austin_centre,way_516289338,False,False,1,1,1.000000,0.002248
austin_centre,way_52143469,False,False,10,8,0.800000,0.789596
austin_centre,way_55932516,False,False,45,45,1.000000,0.001829
austin_centre,way_55932517,False,False,1,1,1.000000,0.003033
austin_centre,way_55932518,False,False,1,1,1.000000,0.001350
austin_centre,way_55932520,False,False,66,60,0.909091,0.737432
austin_centre,way_55932522,False,False,1,1,1.000000,0.003004
austin_centre,way_55932526,False,False,35,28,0.800000,0.695699
austin_centre,way_55932527,False,False,1,1,1.000000,0.002886
austin_centre,way_55932528,False,False,1,1,1.000000,0.002092
austin_centre,way_55932530,False,False,1,1,1.000000,0.001050
austin_centre,way_55932532,False,False,54,48,0.888889,0.754674
austin_centre,way_55932533,False,False,1,1,1.000000,0.002033
austin_centre,way_55932534,False,False,58,58,1.000000,0.001633
austin_centre,way_584933755,False,False,1,1,1.000000,0.024376
austin_centre,way_724582090,False,False,1,1,1.000000,0.038408
austin_centre,way_772280775,False,False,1,1,1.000000,0.005134
austin_centre,way_772281126,False,False,1,1,1.000000,0.017792
austin_centre,way_785725910,False,False,21,18,0.857143,0.314239
austin_centre,way_849984849,False,False,1,1,1.000000,0.067995
austin_centre,way_850669088,False,False,44,44,1.000000,0.001786
austin_centre,way_894064635,False,False,30,24,0.800000,0.685282
austin_centre,way_903084328,False,False,24,24,1.000000,0.001153
austin_centre,way_923358549,False,False,1,1,1.000000,0.002364
austin_centre,way_923358550,False,False,168,156,0.928571,0.637442
austin_centre,way_927242882,False,False,1,1,1.000000,0.000927
austin_centre,way_929863362,False,False,1,1,1.000000,0.004438
austin_centre,way_929864020,False,False,1,1,1.000000,0.004181
austin_centre,way_929865592,False,False,1,1,1.000000,0.005350
austin_centre,way_929944788,False,False,1,1,1.000000,0.001359
austin_centre,way_957405851,False,False,25,25,1.000000,0.001673
austin_centre,way_957405852,False,False,32,32,1.000000,0.001431
austin_centre,way_957405853,False,False,36,36,1.000000,0.000820
austin_centre,way_967757079,False,False,13,13,1.000000,0.001748
austin_centre,way_967757080,False,False,1,1,1.000000,0.002829
austin_centre,way_972423381,False,False,1,1,1.000000,0.080574
austin_centre,way_972654803,False,False,63,63,1.000000,0.000460
austin_centre,way_99256718,False,False,56,48,0.857143,0.552007
austin_centre,way_99256722,False,False,1,1,1.000000,0.001863
austin_centre,way_99256729,False,False,1,1,1.000000,0.000979
austin_centre,way_99256740,False,False,3,3,1.000000,0.010500
austin_centre,way_99256744,False,False,3,3,1.000000,0.001912
austin_centre,way_99256745,False,False,27,24,0.888889,0.412882
austin_centre,way_99259744,False,False,1,1,1.000000,0.009987
austin_centre,way_99259755,False,False,10,8,0.800000,0.606045
austin_centre,way_99259757,False,False,1,1,1.000000,0.000864
austin_centre,way_99259768,False,False,1,1,1.000000,0.002355
austin_centre,way_99725026,False,False,35,28,0.800000,0.684121
austin_centre,way_99725028,False,False,1,1,1.000000,0.012445
austin_centre,way_99725029,False,False,1,1,1.000000,0.002085
austin_centre,way_99725033,False,False,7,7,1.000000,0.000978
austin_centre,way_99725034,False,False,12,10,0.833333,0.353629
austin_centre,way_99725035,False,False,25,20,0.800000,0.643748
austin_centre,way_99725036,False,False,1,1,1.000000,0.001315
austin_centre,way_99868603,False,False,20,16,0.800000,0.531412
austin_centre,way_99868604,False,False,1,1,1.000000,0.019845
austin_centre,way_99868608,False,False,1,1,1.000000,0.003419
austin_centre,way_99868609,False,False,3,3,1.000000,0.009254
austin_centre,way_99868613,False,False,1,1,1.000000,0.001362
austin_centre,way_99868622,False,False,15,12,0.800000,0.373624
austin_centre,way_99868625,False,False,48,46,0.958333,0.623676
austin_centre,way_99868637,False,False,1,1,1.000000,0.015002
austin_centre,way_99868645,False,False,23,23,1.000000,0.000998
austin_centre,way_99868651,False,False,1,1,1.000000,0.009384
austin_centre,way_99868670,False,False,13,13,1.000000,0.001007
austin_rural,relation_19829553,False,False,1,1,1.000000,0.000737
austin_rural,way_1004578731,False,False,1,1,1.000000,0.004252
austin_rural,way_1004591178,False,False,1,1,1.000000,0.002444
austin_rural,way_1004591179,False,False,1,1,1.000000,0.001188
austin_rural,way_1004593673,False,False,1,1,1.000000,0.001706
austin_rural,way_1004593674,False,False,1,1,1.000000,0.005373
austin_rural,way_1004593675,False,False,1,1,1.000000,0.025622
austin_rural,way_1004593676,False,False,1,1,1.000000,0.003819
austin_rural,way_1004593677,False,False,1,1,1.000000,0.009685
austin_rural,way_1004593678,False,False,1,1,1.000000,0.022159
austin_rural,way_1004593679,False,False,1,1,1.000000,0.005242
austin_rural,way_1004593681,False,False,1,1,1.000000,0.005523
austin_rural,way_1004598203,False,False,1,1,1.000000,0.022453
austin_rural,way_1004598204,False,False,1,1,1.000000,0.018502
austin_rural,way_1004598206,False,False,1,1,1.000000,0.006857
austin_rural,way_1005410328,False,False,1,1,1.000000,0.010756
austin_rural,way_1005410330,False,False,1,1,1.000000,0.014662
austin_rural,way_1005410331,False,False,1,1,1.000000,0.015715
austin_rural,way_1005410332,False,False,1,1,1.000000,0.003788
austin_rural,way_1005410334,False,False,1,1,1.000000,0.003274
austin_rural,way_1005410335,False,False,1,1,1.000000,0.003999
austin_rural,way_1005410336,False,False,1,1,1.000000,0.003750
austin_rural,way_1005410337,False,False,1,1,1.000000,0.004497
austin_rural,way_1005410338,False,False,1,1,1.000000,0.004666
austin_rural,way_1005410339,False,False,1,1,1.000000,0.004544
austin_rural,way_1005410340,False,False,1,1,1.000000,0.006038
austin_rural,way_1005410341,False,False,1,1,1.000000,0.005477
austin_rural,way_1005410342,False,False,1,1,1.000000,0.008336
austin_rural,way_1005416619,False,False,1,1,1.000000,0.004574
austin_rural,way_1005416620,False,False,1,1,1.000000,0.004386
austin_rural,way_1005416621,False,False,1,1,1.000000,0.002871
austin_rural,way_1005416622,False,False,1,1,1.000000,0.002901
austin_rural,way_1005416624,False,False,1,1,1.000000,0.003644
austin_rural,way_1005416625,False,False,1,1,1.000000,0.011142
austin_rural,way_1005416626,False,False,1,1,1.000000,0.010040
austin_rural,way_1005416627,False,False,1,1,1.000000,0.005876
austin_rural,way_1005416628,False,False,1,1,1.000000,0.008303
austin_rural,way_1005416629,False,False,1,1,1.000000,0.001774
austin_rural,way_1005416630,False,False,1,1,1.000000,0.008281
austin_rural,way_1005416631,False,False,1,1,1.000000,0.004426
austin_rural,way_1005416632,False,False,1,1,1.000000,0.004165
austin_rural,way_1005416633,False,False,1,1,1.000000,0.004206
austin_rural,way_1005416635,False,False,1,1,1.000000,0.001671
austin_rural,way_1005416636,False,False,1,1,1.000000,0.001845
austin_rural,way_1005416637,False,False,1,1,1.000000,0.011018
austin_rural,way_1005416638,False,False,1,1,1.000000,0.010335
austin_rural,way_1005423348,False,False,1,1,1.000000,0.002978
